generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,192,26.0,"0.000000,50.000000,4.000000,50.000000",50.0,0.0,50.0,26.0,104.0
100,10131,31.5,"46.000000,48.000000,1.000000,31.000000",46.0,1.0,48.0,31.5,126.0
200,20103,35.25,"43.000000,36.000000,62.000000,0.000000",43.0,0.0,62.0,35.25,141.0
300,30110,34.25,"56.000000,81.000000,0.000000,0.000000",81.0,0.0,81.0,34.25,137.0
400,40149,31.25,"1.000000,18.000000,49.000000,57.000000",49.0,1.0,57.0,31.25,125.0
500,50184,33.75,"0.000000,39.000000,45.000000,51.000000",51.0,0.0,51.0,33.75,135.0
600,60175,34.0,"40.000000,29.000000,23.000000,44.000000",40.0,23.0,44.0,34.0,136.0
700,70114,30.75,"20.000000,68.000000,0.000000,35.000000",68.0,0.0,68.0,30.75,123.0
800,80173,36.5,"28.000000,38.000000,45.000000,35.000000",45.0,28.0,45.0,36.5,146.0
900,90178,29.5,"0.000000,69.000000,41.000000,8.000000",69.0,0.0,69.0,29.5,118.0
1000,100158,33.5,"54.000000,36.000000,0.000000,44.000000",36.0,0.0,54.0,33.5,134.0
1100,110117,36.5,"23.000000,47.000000,40.000000,36.000000",40.0,23.0,47.0,36.5,146.0
1200,120190,32.5,"40.000000,30.000000,33.000000,27.000000",30.0,27.0,40.0,32.5,130.0
1300,130175,32.25,"65.000000,53.000000,0.000000,11.000000",65.0,0.0,65.0,32.25,129.0
1400,140120,37.5,"25.000000,35.000000,14.000000,76.000000",76.0,14.0,76.0,37.5,150.0
1500,150199,34.5,"13.000000,50.000000,34.000000,41.000000",13.0,13.0,50.0,34.5,138.0
1600,160154,29.75,"30.000000,40.000000,0.000000,49.000000",40.0,0.0,49.0,29.75,119.0
1700,170168,35.25,"55.000000,37.000000,0.000000,49.000000",49.0,0.0,55.0,35.25,141.0
1800,180156,36.5,"22.000000,64.000000,20.000000,40.000000",40.0,20.0,64.0,36.5,146.0
1900,190145,34.25,"33.000000,0.000000,74.000000,30.000000",74.0,0.0,74.0,34.25,137.0
2000,200158,36.5,"33.000000,41.000000,48.000000,24.000000",41.0,24.0,48.0,36.5,146.0
2100,210176,30.75,"30.000000,33.000000,0.000000,60.000000",60.0,0.0,60.0,30.75,123.0
2200,220170,37.5,"40.000000,34.000000,38.000000,38.000000",34.0,34.0,40.0,37.5,150.0
2300,230154,30.5,"25.000000,74.000000,23.000000,0.000000",74.0,0.0,74.0,30.5,122.0
2400,240199,34.75,"61.000000,49.000000,29.000000,0.000000",61.0,0.0,61.0,34.75,139.0
2500,250132,36.25,"14.000000,49.000000,37.000000,45.000000",45.0,14.0,49.0,36.25,145.0
2600,260106,35.0,"32.000000,44.000000,35.000000,29.000000",44.0,29.0,44.0,35.0,140.0
2700,270141,36.25,"18.000000,38.000000,65.000000,24.000000",65.0,18.0,65.0,36.25,145.0
2800,280198,35.25,"28.000000,56.000000,0.000000,57.000000",56.0,0.0,57.0,35.25,141.0
2900,290173,37.25,"18.000000,43.000000,53.000000,35.000000",53.0,18.0,53.0,37.25,149.0
3000,300174,35.5,"24.000000,51.000000,33.000000,34.000000",51.0,24.0,51.0,35.5,142.0
3100,310148,34.0,"50.000000,36.000000,0.000000,50.000000",50.0,0.0,50.0,34.0,136.0
3200,320172,29.75,"34.000000,0.000000,37.000000,48.000000",48.0,0.0,48.0,29.75,119.0
3300,330166,34.0,"21.000000,69.000000,17.000000,29.000000",69.0,17.0,69.0,34.0,136.0
3400,340144,35.0,"34.000000,65.000000,23.000000,18.000000",18.0,18.0,65.0,35.0,140.0
3500,350106,35.5,"53.000000,35.000000,11.000000,43.000000",35.0,11.0,53.0,35.5,142.0
3600,360181,35.5,"33.000000,28.000000,54.000000,27.000000",54.0,27.0,54.0,35.5,142.0
3700,370119,33.5,"61.000000,0.000000,36.000000,37.000000",61.0,0.0,61.0,33.5,134.0
3800,380121,37.25,"33.000000,56.000000,39.000000,21.000000",39.0,21.0,56.0,37.25,149.0
3900,390118,21.75,"0.000000,87.000000,0.000000,0.000000",87.0,0.0,87.0,21.75,87.0
4000,400162,32.25,"30.000000,31.000000,29.000000,39.000000",31.0,29.0,39.0,32.25,129.0
4100,410162,33.0,"20.000000,44.000000,25.000000,43.000000",44.0,20.0,44.0,33.0,132.0
4200,420141,29.75,"24.000000,0.000000,70.000000,25.000000",70.0,0.0,70.0,29.75,119.0
4300,430196,34.25,"36.000000,19.000000,50.000000,32.000000",32.0,19.0,50.0,34.25,137.0
4400,440167,32.5,"86.000000,44.000000,0.000000,0.000000",86.0,0.0,86.0,32.5,130.0
4500,450166,33.5,"72.000000,62.000000,0.000000,0.000000",62.0,0.0,72.0,33.5,134.0
4600,460174,35.5,"49.000000,27.000000,15.000000,51.000000",27.0,15.0,51.0,35.5,142.0
4700,470112,36.0,"41.000000,37.000000,0.000000,66.000000",66.0,0.0,66.0,36.0,144.0
4800,470112,36.0,"41.000000,37.000000,0.000000,66.000000",66.0,0.0,66.0,36.0,144.0
