generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,100,36.75,"41.000000,37.000000,33.000000,36.000000",36.75,33.0,41.0,36.75,147.0
100,10191,37.0,"32.000000,47.000000,28.000000,41.000000",37.0,28.0,47.0,37.0,148.0
200,20155,37.25,"40.000000,33.000000,45.000000,31.000000",37.25,31.0,45.0,37.25,149.0
300,30148,37.5,"43.000000,33.000000,30.000000,44.000000",37.5,30.0,44.0,37.5,150.0
400,40119,36.25,"33.000000,39.000000,45.000000,28.000000",36.25,28.0,45.0,36.25,145.0
500,50155,36.0,"43.000000,39.000000,33.000000,29.000000",36.0,29.0,43.0,36.0,144.0
600,60149,36.25,"50.000000,27.000000,39.000000,29.000000",36.25,27.0,50.0,36.25,145.0
700,70122,36.75,"50.000000,33.000000,48.000000,16.000000",36.75,16.0,50.0,36.75,147.0
800,80193,36.75,"33.000000,36.000000,31.000000,47.000000",36.75,31.0,47.0,36.75,147.0
900,90190,32.75,"37.000000,23.000000,43.000000,28.000000",32.75,23.0,43.0,32.75,131.0
1000,100104,37.25,"27.000000,41.000000,36.000000,45.000000",37.25,27.0,45.0,37.25,149.0
1100,110169,36.75,"47.000000,42.000000,35.000000,23.000000",36.75,23.0,47.0,36.75,147.0
1200,120167,36.75,"30.000000,43.000000,35.000000,39.000000",36.75,30.0,43.0,36.75,147.0
1300,130170,37.0,"30.000000,37.000000,44.000000,37.000000",37.0,30.0,44.0,37.0,148.0
1400,140111,37.0,"33.000000,50.000000,40.000000,25.000000",37.0,25.0,50.0,37.0,148.0
1500,150185,36.0,"40.000000,33.000000,44.000000,27.000000",36.0,27.0,44.0,36.0,144.0
1600,160118,37.0,"37.000000,33.000000,38.000000,40.000000",37.0,33.0,40.0,37.0,148.0
1700,170139,35.0,"36.000000,23.000000,29.000000,52.000000",35.0,23.0,52.0,35.0,140.0
1800,180116,35.25,"41.000000,49.000000,23.000000,28.000000",35.25,23.0,49.0,35.25,141.0
1900,190181,36.0,"22.000000,46.000000,44.000000,32.000000",36.0,22.0,46.0,36.0,144.0
2000,200182,36.75,"35.000000,60.000000,27.000000,25.000000",36.75,25.0,60.0,36.75,147.0
2100,210139,37.25,"37.000000,38.000000,38.000000,36.000000",37.25,36.0,38.0,37.25,149.0
2200,220131,36.25,"37.000000,27.000000,42.000000,39.000000",36.25,27.0,42.0,36.25,145.0
2300,230151,36.25,"44.000000,32.000000,21.000000,48.000000",36.25,21.0,48.0,36.25,145.0
2400,240133,36.0,"42.000000,45.000000,23.000000,34.000000",36.0,23.0,45.0,36.0,144.0
2500,250197,37.75,"54.000000,31.000000,28.000000,38.000000",37.75,28.0,54.0,37.75,151.0
2600,260176,36.5,"31.000000,42.000000,50.000000,23.000000",36.5,23.0,50.0,36.5,146.0
2700,270164,36.75,"37.000000,39.000000,35.000000,36.000000",36.75,35.0,39.0,36.75,147.0
2800,280185,37.25,"22.000000,61.000000,36.000000,30.000000",37.25,22.0,61.0,37.25,149.0
2900,290103,36.75,"35.000000,41.000000,33.000000,38.000000",36.75,33.0,41.0,36.75,147.0
3000,300136,38.5,"33.000000,32.000000,46.000000,43.000000",38.5,32.0,46.0,38.5,154.0
3100,310180,37.5,"46.000000,24.000000,59.000000,21.000000",37.5,21.0,59.0,37.5,150.0
3200,320143,36.75,"31.000000,40.000000,38.000000,38.000000",36.75,31.0,40.0,36.75,147.0
3300,330124,37.0,"24.000000,38.000000,36.000000,50.000000",37.0,24.0,50.0,37.0,148.0
3400,340182,36.75,"31.000000,43.000000,32.000000,41.000000",36.75,31.0,43.0,36.75,147.0
3500,350188,37.0,"41.000000,33.000000,34.000000,40.000000",37.0,33.0,41.0,37.0,148.0
3600,360164,37.0,"42.000000,30.000000,42.000000,34.000000",37.0,30.0,42.0,37.0,148.0
3700,370110,37.75,"37.000000,27.000000,44.000000,43.000000",37.75,27.0,44.0,37.75,151.0
3800,380101,37.0,"51.000000,31.000000,37.000000,29.000000",37.0,29.0,51.0,37.0,148.0
3900,390171,36.75,"44.000000,32.000000,50.000000,21.000000",36.75,21.0,50.0,36.75,147.0
4000,400128,37.0,"29.000000,32.000000,56.000000,31.000000",37.0,29.0,56.0,37.0,148.0
4100,410123,37.0,"40.000000,38.000000,30.000000,40.000000",37.0,30.0,40.0,37.0,148.0
4200,420101,36.5,"34.000000,42.000000,27.000000,43.000000",36.5,27.0,43.0,36.5,146.0
4300,430173,36.5,"36.000000,39.000000,33.000000,38.000000",36.5,33.0,39.0,36.5,146.0
4400,440110,35.75,"32.000000,35.000000,38.000000,38.000000",35.75,32.0,38.0,35.75,143.0
4500,450160,36.75,"33.000000,36.000000,44.000000,34.000000",36.75,33.0,44.0,36.75,147.0
4600,460187,36.75,"40.000000,46.000000,32.000000,29.000000",36.75,29.0,46.0,36.75,147.0
4700,470198,36.25,"58.000000,19.000000,40.000000,28.000000",36.25,19.0,58.0,36.25,145.0
4800,480146,35.75,"39.000000,44.000000,30.000000,30.000000",35.75,30.0,44.0,35.75,143.0
