generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,103,20.75,"27.000000,7.000000,38.000000,11.000000",27.0,7.0,38.0,20.75,83.0
100,10105,23.0,"0.000000,0.000000,82.000000,10.000000",82.0,0.0,82.0,23.0,92.0
200,20169,34.75,"31.000000,52.000000,23.000000,33.000000",23.0,23.0,52.0,34.75,139.0
300,30123,36.0,"54.000000,41.000000,29.000000,20.000000",54.0,20.0,54.0,36.0,144.0
400,40197,31.25,"58.000000,0.000000,53.000000,14.000000",53.0,0.0,58.0,31.25,125.0
500,50130,33.25,"0.000000,81.000000,36.000000,16.000000",81.0,0.0,81.0,33.25,133.0
600,60159,35.75,"69.000000,9.000000,36.000000,29.000000",69.0,9.0,69.0,35.75,143.0
700,70174,34.25,"66.000000,38.000000,0.000000,33.000000",38.0,0.0,66.0,34.25,137.0
800,80123,32.0,"79.000000,0.000000,49.000000,0.000000",79.0,0.0,79.0,32.0,128.0
900,90192,36.75,"57.000000,1.000000,32.000000,57.000000",57.0,1.0,57.0,36.75,147.0
1000,100123,36.5,"35.000000,34.000000,36.000000,41.000000",35.0,34.0,41.0,36.5,146.0
1100,110187,28.5,"82.000000,0.000000,0.000000,32.000000",82.0,0.0,82.0,28.5,114.0
1200,120170,36.75,"36.000000,54.000000,42.000000,15.000000",54.0,15.0,54.0,36.75,147.0
1300,130178,37.25,"41.000000,38.000000,34.000000,36.000000",38.0,34.0,41.0,37.25,149.0
1400,140111,36.0,"30.000000,39.000000,36.000000,39.000000",30.0,30.0,39.0,36.0,144.0
1500,150125,32.5,"56.000000,31.000000,33.000000,10.000000",33.0,10.0,56.0,32.5,130.0
1600,160112,31.75,"46.000000,38.000000,0.000000,43.000000",43.0,0.0,46.0,31.75,127.0
1700,170130,35.0,"41.000000,25.000000,47.000000,27.000000",25.0,25.0,47.0,35.0,140.0
1800,180138,32.25,"0.000000,74.000000,23.000000,32.000000",74.0,0.0,74.0,32.25,129.0
1900,190168,37.5,"21.000000,28.000000,35.000000,66.000000",66.0,21.0,66.0,37.5,150.0
2000,200150,35.25,"29.000000,41.000000,48.000000,23.000000",41.0,23.0,48.0,35.25,141.0
2100,210158,34.25,"38.000000,24.000000,50.000000,25.000000",24.0,24.0,50.0,34.25,137.0
2200,220185,33.0,"56.000000,17.000000,59.000000,0.000000",59.0,0.0,59.0,33.0,132.0
2300,230143,34.75,"48.000000,18.000000,52.000000,21.000000",48.0,18.0,52.0,34.75,139.0
2400,240167,35.75,"59.000000,33.000000,20.000000,31.000000",59.0,20.0,59.0,35.75,143.0
2500,250131,35.75,"32.000000,33.000000,31.000000,47.000000",32.0,31.0,47.0,35.75,143.0
2600,260165,36.5,"31.000000,31.000000,58.000000,26.000000",58.0,26.0,58.0,36.5,146.0
2700,270178,35.25,"51.000000,45.000000,25.000000,20.000000",45.0,20.0,51.0,35.25,141.0
2800,280117,35.0,"9.000000,38.000000,62.000000,31.000000",62.0,9.0,62.0,35.0,140.0
2900,290105,35.5,"40.000000,34.000000,48.000000,20.000000",48.0,20.0,48.0,35.5,142.0
3000,300135,34.75,"34.000000,0.000000,26.000000,79.000000",34.0,0.0,79.0,34.75,139.0
3100,310132,36.0,"32.000000,36.000000,39.000000,37.000000",37.0,32.0,39.0,36.0,144.0
3200,320193,34.5,"44.000000,16.000000,40.000000,38.000000",40.0,16.0,44.0,34.5,138.0
3300,330111,35.0,"45.000000,18.000000,44.000000,33.000000",45.0,18.0,45.0,35.0,140.0
3400,340150,34.25,"32.000000,28.000000,49.000000,28.000000",28.0,28.0,49.0,34.25,137.0
3500,350117,30.0,"71.000000,9.000000,40.000000,0.000000",40.0,0.0,71.0,30.0,120.0
3600,360140,35.5,"40.000000,27.000000,44.000000,31.000000",31.0,27.0,44.0,35.5,142.0
3700,370151,34.5,"51.000000,35.000000,39.000000,13.000000",51.0,13.0,51.0,34.5,138.0
3800,380108,34.25,"35.000000,0.000000,62.000000,40.000000",40.0,0.0,62.0,34.25,137.0
3900,390106,36.75,"34.000000,26.000000,47.000000,40.000000",26.0,26.0,47.0,36.75,147.0
4000,400175,34.75,"23.000000,30.000000,35.000000,51.000000",23.0,23.0,51.0,34.75,139.0
4100,410160,31.5,"0.000000,0.000000,60.000000,66.000000",66.0,0.0,66.0,31.5,126.0
4200,420104,37.0,"45.000000,43.000000,33.000000,27.000000",27.0,27.0,45.0,37.0,148.0
4300,430124,36.75,"54.000000,30.000000,42.000000,21.000000",21.0,21.0,54.0,36.75,147.0
4400,440110,34.0,"30.000000,46.000000,23.000000,37.000000",46.0,23.0,46.0,34.0,136.0
4500,450174,35.0,"42.000000,39.000000,14.000000,45.000000",39.0,14.0,45.0,35.0,140.0
4600,460186,34.0,"0.000000,77.000000,23.000000,36.000000",77.0,0.0,77.0,34.0,136.0
4700,470191,36.25,"55.000000,23.000000,31.000000,36.000000",55.0,23.0,55.0,36.25,145.0
4800,480115,37.0,"32.000000,44.000000,46.000000,26.000000",32.0,26.0,46.0,37.0,148.0
