generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,141,108.0,"0.000000,0.000000,108.000000,6.000000",108.0,0.0,108.0,28.5,114.0
100,10189,58.0,"47.000000,58.000000,41.000000,0.000000",41.0,0.0,58.0,36.5,146.0
200,20191,72.0,"72.000000,1.000000,0.000000,40.000000",72.0,0.0,72.0,28.25,113.0
300,30179,58.0,"41.000000,58.000000,0.000000,45.000000",41.0,0.0,58.0,36.0,144.0
400,40139,56.0,"47.000000,28.000000,56.000000,0.000000",47.0,0.0,56.0,32.75,131.0
500,50177,99.0,"0.000000,0.000000,99.000000,0.000000",99.0,0.0,99.0,24.75,99.0
600,60115,84.0,"42.000000,84.000000,0.000000,0.000000",42.0,0.0,84.0,31.5,126.0
700,70161,88.0,"0.000000,0.000000,88.000000,41.000000",88.0,0.0,88.0,32.25,129.0
800,80182,72.0,"0.000000,53.000000,0.000000,72.000000",53.0,0.0,72.0,31.25,125.0
900,90173,82.0,"82.000000,0.000000,45.000000,0.000000",45.0,0.0,82.0,31.75,127.0
1000,100136,60.0,"0.000000,35.000000,43.000000,60.000000",60.0,0.0,60.0,34.5,138.0
1100,110130,61.0,"0.000000,61.000000,0.000000,48.000000",61.0,0.0,61.0,27.25,109.0
1200,120186,48.0,"45.000000,47.000000,48.000000,0.000000",47.0,0.0,48.0,35.0,140.0
1300,130166,69.0,"69.000000,54.000000,0.000000,0.000000",54.0,0.0,69.0,30.75,123.0
1400,140127,123.0,"123.000000,0.000000,0.000000,0.000000",123.0,0.0,123.0,30.75,123.0
1500,150194,109.0,"0.000000,109.000000,0.000000,0.000000",109.0,0.0,109.0,27.25,109.0
1600,160117,75.0,"0.000000,0.000000,61.000000,75.000000",61.0,0.0,75.0,34.0,136.0
1700,170127,88.0,"88.000000,0.000000,0.000000,0.000000",88.0,0.0,88.0,22.0,88.0
1800,180139,52.0,"52.000000,0.000000,45.000000,42.000000",52.0,0.0,52.0,34.75,139.0
1900,190115,80.0,"52.000000,0.000000,0.000000,80.000000",52.0,0.0,80.0,33.0,132.0
2000,200167,90.0,"90.000000,0.000000,0.000000,0.000000",90.0,0.0,90.0,22.5,90.0
2100,210107,48.0,"45.000000,0.000000,47.000000,48.000000",45.0,0.0,48.0,35.0,140.0
2200,220118,105.0,"0.000000,105.000000,0.000000,0.000000",105.0,0.0,105.0,26.25,105.0
2300,230153,70.0,"0.000000,66.000000,70.000000,0.000000",70.0,0.0,70.0,34.0,136.0
2400,240153,56.0,"56.000000,33.000000,55.000000,0.000000",55.0,0.0,56.0,36.0,144.0
2500,250122,91.0,"0.000000,91.000000,34.000000,0.000000",91.0,0.0,91.0,31.25,125.0
2600,260190,73.0,"58.000000,73.000000,0.000000,0.000000",73.0,0.0,73.0,32.75,131.0
2700,270110,82.0,"0.000000,82.000000,0.000000,51.000000",82.0,0.0,82.0,33.25,133.0
2800,280116,81.0,"50.000000,0.000000,0.000000,81.000000",81.0,0.0,81.0,32.75,131.0
2900,290136,70.0,"40.000000,0.000000,70.000000,18.000000",18.0,0.0,70.0,32.0,128.0
3000,300184,92.0,"0.000000,0.000000,0.000000,92.000000",92.0,0.0,92.0,23.0,92.0
3100,310131,99.0,"99.000000,0.000000,0.000000,0.000000",99.0,0.0,99.0,24.75,99.0
3200,320148,65.0,"40.000000,0.000000,65.000000,44.000000",44.0,0.0,65.0,37.25,149.0
3300,330171,75.0,"75.000000,0.000000,64.000000,0.000000",75.0,0.0,75.0,34.75,139.0
3400,340147,100.0,"100.000000,0.000000,1.000000,0.000000",100.0,0.0,100.0,25.25,101.0
3500,350147,60.0,"60.000000,0.000000,38.000000,46.000000",60.0,0.0,60.0,36.0,144.0
3600,360141,67.0,"0.000000,67.000000,30.000000,48.000000",30.0,0.0,67.0,36.25,145.0
3700,370137,66.0,"45.000000,0.000000,66.000000,35.000000",66.0,0.0,66.0,36.5,146.0
3800,380142,86.0,"40.000000,86.000000,0.000000,0.000000",86.0,0.0,86.0,31.5,126.0
3900,390115,84.0,"84.000000,0.000000,47.000000,0.000000",84.0,0.0,84.0,32.75,131.0
4000,400170,86.0,"0.000000,86.000000,0.000000,37.000000",86.0,0.0,86.0,30.75,123.0
4100,410162,56.0,"0.000000,46.000000,56.000000,32.000000",46.0,0.0,56.0,33.5,134.0
4200,420101,62.0,"0.000000,62.000000,47.000000,29.000000",47.0,0.0,62.0,34.5,138.0
4300,430151,70.0,"65.000000,70.000000,0.000000,0.000000",65.0,0.0,70.0,33.75,135.0
4400,440193,71.0,"71.000000,35.000000,31.000000,0.000000",31.0,0.0,71.0,34.25,137.0
4500,450155,83.0,"83.000000,0.000000,0.000000,55.000000",83.0,0.0,83.0,34.5,138.0
4600,460148,112.0,"0.000000,0.000000,0.000000,112.000000",112.0,0.0,112.0,28.0,112.0
4700,470192,37.0,"36.000000,33.000000,37.000000,33.000000",33.0,33.0,37.0,34.75,139.0
4800,470192,37.0,"36.000000,33.000000,37.000000,33.000000",33.0,33.0,37.0,34.75,139.0
