generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,134,35.0,"37.000000,36.000000,35.000000,39.000000",35.0,35.0,39.0,36.75,147.0
100,10177,25.0,"32.000000,25.000000,39.000000,52.000000",25.0,25.0,52.0,37.0,148.0
200,20117,35.0,"36.000000,36.000000,44.000000,35.000000",35.0,35.0,44.0,37.75,151.0
300,30182,35.0,"40.000000,35.000000,38.000000,36.000000",35.0,35.0,40.0,37.25,149.0
400,40177,33.0,"33.000000,36.000000,38.000000,40.000000",33.0,33.0,40.0,36.75,147.0
500,50126,33.0,"45.000000,36.000000,33.000000,35.000000",33.0,33.0,45.0,37.25,149.0
600,60105,36.0,"40.000000,36.000000,38.000000,37.000000",36.0,36.0,40.0,37.75,151.0
700,70179,33.0,"42.000000,33.000000,41.000000,36.000000",33.0,33.0,42.0,38.0,152.0
800,80146,35.0,"35.000000,38.000000,35.000000,40.000000",35.0,35.0,40.0,37.0,148.0
900,90100,33.0,"39.000000,36.000000,33.000000,40.000000",33.0,33.0,40.0,37.0,148.0
1000,100199,35.0,"37.000000,35.000000,37.000000,38.000000",35.0,35.0,38.0,36.75,147.0
1100,110130,32.0,"41.000000,41.000000,33.000000,32.000000",32.0,32.0,41.0,36.75,147.0
1200,120178,35.0,"35.000000,41.000000,38.000000,39.000000",35.0,35.0,41.0,38.25,153.0
1300,130118,37.0,"38.000000,38.000000,40.000000,37.000000",37.0,37.0,40.0,38.25,153.0
1400,140148,35.0,"35.000000,40.000000,36.000000,35.000000",35.0,35.0,40.0,36.5,146.0
1500,150103,34.0,"34.000000,35.000000,38.000000,37.000000",34.0,34.0,38.0,36.0,144.0
1600,160189,36.0,"36.000000,38.000000,37.000000,39.000000",36.0,36.0,39.0,37.5,150.0
1700,170102,35.0,"37.000000,37.000000,35.000000,40.000000",35.0,35.0,40.0,37.25,149.0
1800,180159,34.0,"39.000000,35.000000,37.000000,34.000000",34.0,34.0,39.0,36.25,145.0
1900,190180,32.0,"41.000000,38.000000,32.000000,37.000000",32.0,32.0,41.0,37.0,148.0
2000,200172,31.0,"37.000000,33.000000,31.000000,31.000000",31.0,31.0,37.0,33.0,132.0
2100,210198,36.0,"39.000000,37.000000,37.000000,36.000000",36.0,36.0,39.0,37.25,149.0
2200,220101,35.0,"38.000000,38.000000,35.000000,40.000000",35.0,35.0,40.0,37.75,151.0
2300,230123,33.0,"39.000000,33.000000,36.000000,40.000000",33.0,33.0,40.0,37.0,148.0
2400,240149,37.0,"37.000000,40.000000,38.000000,37.000000",37.0,37.0,40.0,38.0,152.0
2500,250125,36.0,"38.000000,38.000000,41.000000,36.000000",36.0,36.0,41.0,38.25,153.0
2600,260104,35.0,"37.000000,37.000000,35.000000,35.000000",35.0,35.0,37.0,36.0,144.0
2700,270113,32.0,"40.000000,32.000000,32.000000,33.000000",32.0,32.0,40.0,34.25,137.0
2800,280147,33.0,"37.000000,33.000000,33.000000,36.000000",33.0,33.0,37.0,34.75,139.0
2900,290123,32.0,"34.000000,32.000000,40.000000,41.000000",32.0,32.0,41.0,36.75,147.0
3000,300125,36.0,"38.000000,36.000000,38.000000,37.000000",36.0,36.0,38.0,37.25,149.0
3100,310198,32.0,"32.000000,36.000000,33.000000,35.000000",32.0,32.0,36.0,34.0,136.0
3200,320144,35.0,"35.000000,39.000000,37.000000,40.000000",35.0,35.0,40.0,37.75,151.0
3300,330169,34.0,"39.000000,38.000000,41.000000,34.000000",34.0,34.0,41.0,38.0,152.0
3400,340189,37.0,"37.000000,38.000000,38.000000,37.000000",37.0,37.0,38.0,37.5,150.0
3500,350156,34.0,"37.000000,34.000000,39.000000,35.000000",34.0,34.0,39.0,36.25,145.0
3600,360192,30.0,"32.000000,30.000000,31.000000,34.000000",30.0,30.0,34.0,31.75,127.0
3700,370161,33.0,"33.000000,36.000000,42.000000,39.000000",33.0,33.0,42.0,37.5,150.0
3800,380186,36.0,"36.000000,36.000000,37.000000,40.000000",36.0,36.0,40.0,37.25,149.0
3900,390156,33.0,"38.000000,39.000000,43.000000,33.000000",33.0,33.0,43.0,38.25,153.0
4000,400146,34.0,"43.000000,35.000000,34.000000,35.000000",34.0,34.0,43.0,36.75,147.0
4100,410108,32.0,"34.000000,34.000000,35.000000,32.000000",32.0,32.0,35.0,33.75,135.0
4200,420142,32.0,"32.000000,32.000000,35.000000,33.000000",32.0,32.0,35.0,33.0,132.0
4300,430141,34.0,"34.000000,40.000000,35.000000,42.000000",34.0,34.0,42.0,37.75,151.0
4400,440181,32.0,"38.000000,37.000000,32.000000,41.000000",32.0,32.0,41.0,37.0,148.0
4500,450165,35.0,"36.000000,37.000000,39.000000,35.000000",35.0,35.0,39.0,36.75,147.0
4600,460179,36.0,"37.000000,39.000000,36.000000,37.000000",36.0,36.0,39.0,37.25,149.0
4700,470113,35.0,"39.000000,35.000000,40.000000,35.000000",35.0,35.0,40.0,37.25,149.0
4800,480123,32.0,"32.000000,38.000000,33.000000,35.000000",32.0,32.0,38.0,34.5,138.0
