generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,178,35.75,"35.000000,37.000000,38.000000,33.000000",35.75,33.0,38.0,35.75,143.0
100,10153,36.75,"46.000000,35.000000,20.000000,46.000000",36.75,20.0,46.0,36.75,147.0
200,20151,36.5,"53.000000,25.000000,41.000000,27.000000",36.5,25.0,53.0,36.5,146.0
300,30135,36.5,"44.000000,23.000000,28.000000,51.000000",36.5,23.0,51.0,36.5,146.0
400,40116,37.25,"34.000000,24.000000,51.000000,40.000000",37.25,24.0,51.0,37.25,149.0
500,50146,36.25,"23.000000,54.000000,19.000000,49.000000",36.25,19.0,54.0,36.25,145.0
600,60159,36.75,"51.000000,15.000000,33.000000,48.000000",36.75,15.0,51.0,36.75,147.0
700,70100,36.25,"34.000000,34.000000,30.000000,47.000000",36.25,30.0,47.0,36.25,145.0
800,80127,36.25,"38.000000,37.000000,29.000000,41.000000",36.25,29.0,41.0,36.25,145.0
900,90190,36.75,"28.000000,42.000000,35.000000,42.000000",36.75,28.0,42.0,36.75,147.0
1000,100166,36.25,"42.000000,41.000000,31.000000,31.000000",36.25,31.0,42.0,36.25,145.0
1100,110188,36.75,"37.000000,33.000000,41.000000,36.000000",36.75,33.0,41.0,36.75,147.0
1200,120172,36.25,"29.000000,35.000000,38.000000,43.000000",36.25,29.0,43.0,36.25,145.0
1300,130144,37.0,"20.000000,63.000000,30.000000,35.000000",37.0,20.0,63.0,37.0,148.0
1400,140137,35.75,"31.000000,37.000000,32.000000,43.000000",35.75,31.0,43.0,35.75,143.0
1500,150102,36.5,"38.000000,31.000000,29.000000,48.000000",36.5,29.0,48.0,36.5,146.0
1600,160132,36.5,"49.000000,21.000000,42.000000,34.000000",36.5,21.0,49.0,36.5,146.0
1700,170151,36.5,"40.000000,19.000000,43.000000,44.000000",36.5,19.0,44.0,36.5,146.0
1800,180106,36.5,"37.000000,38.000000,31.000000,40.000000",36.5,31.0,40.0,36.5,146.0
1900,190155,37.0,"42.000000,48.000000,33.000000,25.000000",37.0,25.0,48.0,37.0,148.0
2000,200178,36.5,"45.000000,37.000000,29.000000,35.000000",36.5,29.0,45.0,36.5,146.0
2100,210173,37.0,"28.000000,38.000000,52.000000,30.000000",37.0,28.0,52.0,37.0,148.0
2200,220167,35.25,"16.000000,49.000000,29.000000,47.000000",35.25,16.0,49.0,35.25,141.0
2300,230175,35.75,"41.000000,45.000000,38.000000,19.000000",35.75,19.0,45.0,35.75,143.0
2400,240123,36.25,"35.000000,42.000000,36.000000,32.000000",36.25,32.0,42.0,36.25,145.0
2500,250143,36.25,"37.000000,30.000000,43.000000,35.000000",36.25,30.0,43.0,36.25,145.0
2600,260190,37.0,"47.000000,31.000000,29.000000,41.000000",37.0,29.0,47.0,37.0,148.0
2700,270158,35.75,"37.000000,31.000000,36.000000,39.000000",35.75,31.0,39.0,35.75,143.0
2800,280165,37.5,"24.000000,36.000000,45.000000,45.000000",37.5,24.0,45.0,37.5,150.0
2900,290163,35.5,"48.000000,34.000000,26.000000,34.000000",35.5,26.0,48.0,35.5,142.0
3000,300126,36.5,"30.000000,48.000000,36.000000,32.000000",36.5,30.0,48.0,36.5,146.0
3100,310192,35.5,"58.000000,25.000000,27.000000,32.000000",35.5,25.0,58.0,35.5,142.0
3200,320163,37.0,"38.000000,40.000000,30.000000,40.000000",37.0,30.0,40.0,37.0,148.0
3300,330158,37.5,"53.000000,36.000000,28.000000,33.000000",37.5,28.0,53.0,37.5,150.0
3400,340159,37.0,"45.000000,27.000000,45.000000,31.000000",37.0,27.0,45.0,37.0,148.0
3500,350196,36.0,"34.000000,30.000000,38.000000,42.000000",36.0,30.0,42.0,36.0,144.0
3600,360116,35.75,"33.000000,40.000000,34.000000,36.000000",35.75,33.0,40.0,35.75,143.0
3700,370166,36.25,"36.000000,41.000000,33.000000,35.000000",36.25,33.0,41.0,36.25,145.0
3800,380196,37.25,"26.000000,45.000000,29.000000,49.000000",37.25,26.0,49.0,37.25,149.0
3900,390157,37.0,"45.000000,32.000000,39.000000,32.000000",37.0,32.0,45.0,37.0,148.0
4000,400114,37.0,"28.000000,51.000000,35.000000,34.000000",37.0,28.0,51.0,37.0,148.0
4100,410199,36.5,"32.000000,46.000000,32.000000,36.000000",36.5,32.0,46.0,36.5,146.0
4200,420105,36.5,"33.000000,21.000000,41.000000,51.000000",36.5,21.0,51.0,36.5,146.0
4300,430146,38.5,"45.000000,30.000000,47.000000,32.000000",38.5,30.0,47.0,38.5,154.0
4400,440132,37.75,"25.000000,30.000000,44.000000,52.000000",37.75,25.0,52.0,37.75,151.0
4500,450172,37.75,"37.000000,38.000000,48.000000,28.000000",37.75,28.0,48.0,37.75,151.0
4600,460101,36.75,"33.000000,45.000000,28.000000,41.000000",36.75,28.0,45.0,36.75,147.0
4700,470151,34.5,"41.000000,29.000000,36.000000,32.000000",34.5,29.0,41.0,34.5,138.0
4800,480179,37.5,"35.000000,36.000000,45.000000,34.000000",37.5,34.0,45.0,37.5,150.0
