generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,174,9.0,"44.000000,9.000000,9.000000,27.000000",9.0,9.0,44.0,22.25,89.0
100,10183,24.0,"39.000000,24.000000,50.000000,24.000000",39.0,24.0,50.0,34.25,137.0
200,20183,27.0,"27.000000,35.000000,48.000000,29.000000",27.0,27.0,48.0,34.75,139.0
300,30189,25.0,"25.000000,34.000000,47.000000,32.000000",47.0,25.0,47.0,34.5,138.0
400,40164,16.0,"29.000000,53.000000,33.000000,16.000000",16.0,16.0,53.0,32.75,131.0
500,50103,24.0,"24.000000,37.000000,38.000000,41.000000",24.0,24.0,41.0,35.0,140.0
600,60189,15.0,"15.000000,21.000000,29.000000,48.000000",29.0,15.0,48.0,28.25,113.0
700,70172,19.0,"40.000000,46.000000,19.000000,23.000000",23.0,19.0,46.0,32.0,128.0
800,80108,22.0,"22.000000,37.000000,28.000000,29.000000",29.0,22.0,37.0,29.0,116.0
900,90112,17.0,"22.000000,17.000000,49.000000,18.000000",18.0,17.0,49.0,26.5,106.0
1000,100175,15.0,"30.000000,38.000000,31.000000,15.000000",30.0,15.0,38.0,28.5,114.0
1100,110118,7.0,"21.000000,31.000000,51.000000,7.000000",31.0,7.0,51.0,27.5,110.0
1200,120132,15.0,"15.000000,34.000000,24.000000,49.000000",49.0,15.0,49.0,30.5,122.0
1300,130165,26.0,"26.000000,31.000000,28.000000,27.000000",28.0,26.0,31.0,28.0,112.0
1400,140136,24.0,"33.000000,41.000000,28.000000,24.000000",24.0,24.0,41.0,31.5,126.0
1500,150155,21.0,"21.000000,33.000000,25.000000,35.000000",21.0,21.0,35.0,28.5,114.0
1600,160134,21.0,"42.000000,33.000000,21.000000,26.000000",33.0,21.0,42.0,30.5,122.0
1700,170181,19.0,"37.000000,19.000000,34.000000,42.000000",34.0,19.0,42.0,33.0,132.0
1800,180142,22.0,"33.000000,22.000000,42.000000,31.000000",22.0,22.0,42.0,32.0,128.0
1900,190162,22.0,"39.000000,40.000000,22.000000,31.000000",40.0,22.0,40.0,33.0,132.0
2000,200110,19.0,"20.000000,37.000000,35.000000,19.000000",37.0,19.0,37.0,27.75,111.0
2100,210185,24.0,"39.000000,25.000000,24.000000,42.000000",24.0,24.0,42.0,32.5,130.0
2200,220125,24.0,"32.000000,39.000000,24.000000,33.000000",24.0,24.0,39.0,32.0,128.0
2300,230108,27.0,"28.000000,37.000000,30.000000,27.000000",27.0,27.0,37.0,30.5,122.0
2400,240143,31.0,"32.000000,32.000000,31.000000,44.000000",32.0,31.0,44.0,34.75,139.0
2500,250132,28.0,"28.000000,29.000000,32.000000,49.000000",49.0,28.0,49.0,34.5,138.0
2600,260174,25.0,"66.000000,25.000000,28.000000,27.000000",25.0,25.0,66.0,36.5,146.0
2700,270110,27.0,"35.000000,29.000000,27.000000,38.000000",29.0,27.0,38.0,32.25,129.0
2800,280145,32.0,"34.000000,46.000000,35.000000,32.000000",35.0,32.0,46.0,36.75,147.0
2900,290112,22.0,"32.000000,40.000000,22.000000,24.000000",24.0,22.0,40.0,29.5,118.0
3000,300114,30.0,"46.000000,30.000000,33.000000,32.000000",30.0,30.0,46.0,35.25,141.0
3100,310139,23.0,"27.000000,34.000000,41.000000,23.000000",27.0,23.0,41.0,31.25,125.0
3200,320150,20.0,"29.000000,20.000000,39.000000,40.000000",20.0,20.0,40.0,32.0,128.0
3300,330186,23.0,"23.000000,27.000000,49.000000,41.000000",27.0,23.0,49.0,35.0,140.0
3400,340111,21.0,"32.000000,33.000000,21.000000,32.000000",32.0,21.0,33.0,29.5,118.0
3500,350195,27.0,"29.000000,39.000000,36.000000,27.000000",29.0,27.0,39.0,32.75,131.0
3600,360139,23.0,"25.000000,50.000000,23.000000,25.000000",25.0,23.0,50.0,30.75,123.0
3700,370172,16.0,"60.000000,21.000000,16.000000,38.000000",38.0,16.0,60.0,33.75,135.0
3800,380152,26.0,"38.000000,26.000000,39.000000,42.000000",42.0,26.0,42.0,36.25,145.0
3900,390171,27.0,"34.000000,34.000000,35.000000,27.000000",34.0,27.0,35.0,32.5,130.0
4000,400145,22.0,"40.000000,47.000000,22.000000,30.000000",22.0,22.0,47.0,34.75,139.0
4100,410141,25.0,"29.000000,25.000000,43.000000,34.000000",43.0,25.0,43.0,32.75,131.0
4200,420128,22.0,"22.000000,38.000000,39.000000,34.000000",34.0,22.0,39.0,33.25,133.0
4300,430103,23.0,"30.000000,24.000000,29.000000,23.000000",30.0,23.0,30.0,26.5,106.0
4400,440115,26.0,"35.000000,26.000000,38.000000,34.000000",35.0,26.0,38.0,33.25,133.0
4500,450107,20.0,"28.000000,20.000000,33.000000,39.000000",28.0,20.0,39.0,30.0,120.0
4600,460184,26.0,"28.000000,32.000000,27.000000,26.000000",26.0,26.0,32.0,28.25,113.0
4700,470170,21.0,"32.000000,31.000000,21.000000,55.000000",31.0,21.0,55.0,34.75,139.0
4800,480165,24.0,"26.000000,28.000000,36.000000,24.000000",36.0,24.0,36.0,28.5,114.0
