t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,1,3,0,2,0,13,1,3,1,3,0,14,13,0,1,3,0,2,14,1,0,3,0
1,1,1,3,0,3,0,12,1,3,2,3,0,14,12,0,2,3,0,3,14,1,1,3,0
2,1,1,3,0,3,0,11,1,3,2,3,0,14,11,0,3,3,0,4,14,1,2,3,0
3,1,1,3,0,3,0,10,1,3,3,3,0,14,10,0,3,3,0,5,14,1,3,3,0
4,1,1,3,0,3,0,9,1,3,4,3,0,14,9,0,4,3,0,6,14,1,4,3,0
5,1,1,0,0,2,0,8,1,3,5,3,0,14,8,0,5,3,0,7,14,1,5,3,0
6,1,1,0,0,3,0,7,1,3,6,3,0,14,7,0,6,3,0,8,14,1,6,3,0
7,1,1,0,0,3,0,6,1,3,7,3,0,14,6,0,7,3,0,9,14,1,7,3,0
8,1,1,1,0,2,0,5,1,3,8,3,0,14,5,0,8,3,0,10,14,1,8,3,0
9,2,1,1,1,3,0,4,1,3,9,3,0,14,4,0,9,3,0,11,14,1,8,3,0
10,2,1,1,1,3,0,3,1,3,10,3,0,14,3,0,10,3,0,12,14,1,9,3,0
11,2,1,1,1,3,0,3,1,3,10,3,0,14,3,1,10,2,0,13,14,1,10,3,0
12,2,1,1,1,3,0,3,1,3,10,3,0,14,3,2,10,2,0,14,14,1,10,3,0
13,2,1,2,1,2,0,3,1,0,10,2,0,14,4,2,10,3,0,14,14,1,10,3,0
14,2,2,2,2,3,0,3,1,0,10,3,0,14,4,3,10,2,0,14,14,1,10,3,0
15,2,3,2,3,3,0,3,1,1,10,2,0,13,4,3,11,3,0,14,14,1,10,3,0
16,2,4,2,4,3,0,4,1,1,10,3,0,12,4,3,12,3,0,14,14,2,10,2,0
17,2,5,2,5,3,0,5,1,1,10,3,0,11,4,3,13,3,0,14,14,3,10,2,0
18,2,6,2,5,3,0,5,1,2,10,2,0,10,4,3,13,3,0,13,14,3,10,3,0
19,2,7,2,6,3,0,5,1,3,10,2,0,9,4,3,14,3,0,12,14,3,10,3,0
20,2,8,2,7,3,0,4,1,3,10,3,0,8,4,3,14,3,0,11,14,3,10,3,0
21,2,9,2,8,3,0,3,1,3,10,3,0,7,4,3,15,3,0,11,14,0,10,2,0
22,2,10,2,9,3,0,2,1,3,10,3,0,6,4,3,15,3,0,11,13,0,11,3,0
23,2,11,2,10,3,0,1,1,3,10,3,0,5,4,3,16,3,0,11,12,0,11,3,0
24,2,12,2,11,3,0,1,1,3,10,3,0,4,4,3,16,3,0,11,11,0,12,3,0
25,2,13,2,12,3,0,1,1,3,10,3,0,3,4,3,17,3,0,11,11,1,12,2,0
26,2,14,2,12,3,0,1,1,0,10,2,0,2,4,3,17,3,0,12,11,1,13,3,0
27,2,14,2,12,3,0,1,1,0,10,3,0,1,4,3,17,3,0,13,11,1,14,3,0
28,2,14,2,12,3,0,1,1,0,10,3,0,1,4,0,17,2,0,13,11,2,14,2,0
29,2,14,2,12,3,0,1,1,0,10,3,0,1,3,0,18,3,0,13,12,2,15,3,0
30,2,14,2,12,3,0,1,1,0,10,3,0,1,2,0,18,3,0,13,13,2,16,3,0
31,2,14,3,12,2,0,1,1,0,10,3,0,1,2,0,18,3,0,13,13,3,16,2,0
32,1,14,3,12,3,0,1,1,0,10,3,0,1,2,0,18,3,0,13,13,0,16,2,0
33,1,14,3,12,3,0,1,1,0,10,3,0,1,2,0,18,3,0,13,12,0,16,3,0
34,1,14,3,12,3,0,1,1,0,10,3,0,1,2,1,18,2,0,13,11,0,16,3,0
35,1,14,3,12,3,0,1,1,0,10,3,0,2,2,1,18,3,0,13,10,0,17,3,0
36,1,14,3,12,3,0,1,1,0,10,3,0,3,2,1,19,3,0,13,9,0,17,3,0
37,1,14,0,12,2,0,1,1,1,10,2,0,4,2,1,20,3,0,13,8,0,18,3,0
38,1,13,0,12,3,0,2,1,1,10,3,0,5,2,1,20,3,0,13,7,0,18,3,0
39,1,12,0,13,3,0,3,1,1,10,3,0,6,2,1,21,3,0,13,6,0,19,3,0
40,1,11,0,14,3,0,4,1,1,10,3,0,7,2,1,22,3,0,13,5,0,20,3,0
41,1,10,0,15,3,0,5,1,1,10,3,0,8,2,1,23,3,0,13,4,0,20,3,0
42,1,9,0,16,3,0,6,1,1,10,3,0,9,2,1,24,3,0,13,3,0,20,3,0
43,1,9,1,16,2,0,6,1,2,10,2,0,9,2,2,24,2,0,13,2,0,21,3,0
44,2,9,1,16,3,0,6,2,2,10,3,0,9,3,2,24,3,0,13,1,0,21,3,0
45,3,9,1,17,3,0,6,3,2,11,3,0,9,4,2,24,3,0,13,1,0,21,3,0
46,4,9,1,18,3,0,6,4,2,11,3,0,9,4,3,24,2,0,13,1,1,21,2,0
47,5,9,1,19,3,0,6,5,2,12,3,0,8,4,3,24,3,0,13,1,2,21,2,0
48,6,9,1,20,3,0,6,6,2,13,3,0,7,4,3,24,3,0,13,1,3,21,2,0
49,7,9,1,20,3,0,6,7,2,14,3,0,7,4,0,24,2,0,12,1,3,21,3,0
50,8,9,1,21,3,0,6,8,2,15,3,0,7,3,0,25,3,0,12,1,0,21,2,0
51,9,9,1,22,3,0,6,8,3,15,2,0,7,2,0,25,3,0,12,1,0,21,3,0
52,10,9,1,23,3,0,5,8,3,16,3,0,7,1,0,25,3,0,12,1,0,21,3,0
53,11,9,1,24,3,0,5,8,0,16,2,0,7,1,1,25,2,0,12,1,0,21,3,0
54,12,9,1,25,3,0,5,7,0,17,3,0,8,1,1,25,3,0,12,1,0,21,3,0
55,13,9,1,25,3,0,5,6,0,18,3,0,8,1,2,25,2,0,12,1,0,21,3,0
56,14,9,1,25,3,0,5,5,0,18,3,0,8,2,2,25,3,0,12,1,0,21,3,0
57,14,9,1,25,3,0,5,4,0,18,3,0,8,3,2,26,3,0,12,1,1,21,2,0
58,14,9,2,25,2,0,5,3,0,19,3,0,8,3,3,26,2,0,12,1,2,21,2,0
59,14,9,3,25,2,0,5,2,0,19,3,0,7,3,3,26,3,0,12,2,2,22,3,0
60,13,9,3,25,3,0,5,1,0,19,3,0,6,3,3,26,3,0,12,3,2,22,3,0
61,12,9,3,25,3,0,5,1,0,19,3,0,5,3,3,26,3,0,12,3,3,22,2,0
62,11,9,3,25,3,0,5,1,0,19,3,0,4,3,3,27,3,0,11,3,3,23,3,0
63,10,9,3,25,3,0,5,1,0,19,3,0,3,3,3,28,3,0,10,3,3,24,3,0
64,9,9,3,25,3,0,5,1,0,19,3,0,2,3,3,28,3,0,9,3,3,24,3,0
65,8,9,3,25,3,0,5,1,1,19,2,0,2,3,0,28,2,0,9,3,0,24,2,0
66,7,9,3,25,3,0,5,1,2,19,2,0,2,3,1,28,2,0,9,2,0,24,3,0
67,6,9,3,25,3,0,5,1,3,19,2,0,3,3,1,28,3,0,9,2,1,24,2,0
68,6,9,0,25,2,0,5,1,0,19,2,0,4,3,1,28,3,0,10,2,1,24,3,0
