t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,2,2,1,3,0,13,1,3,1,3,0,14,14,3,0,1,0,2,14,1,1,3,0
1,1,3,2,2,3,0,12,1,3,2,3,0,13,14,3,0,3,0,2,14,0,1,1,0
2,1,4,2,3,3,0,12,1,2,2,1,0,12,14,3,0,3,0,2,13,0,2,3,0
3,1,4,1,3,1,0,12,2,2,3,3,0,11,14,3,1,3,0,2,12,0,2,3,0
4,1,4,0,3,1,0,12,3,2,4,3,0,10,14,3,2,3,0,2,11,0,3,3,0
5,1,3,0,3,3,0,12,4,2,5,3,0,9,14,3,3,3,0,2,10,0,4,3,0
6,1,2,0,3,3,0,12,5,2,6,3,0,8,14,3,3,3,0,2,9,0,5,3,0
7,1,1,0,3,3,0,12,6,2,7,3,0,8,14,2,3,1,0,2,8,0,6,3,0
8,1,1,0,3,3,0,12,7,2,8,3,0,8,14,2,3,3,0,2,7,0,7,3,0
9,1,1,0,3,3,0,12,8,2,9,3,0,8,14,2,3,3,0,2,7,3,7,1,0
10,1,1,0,3,3,0,12,9,2,9,3,0,8,14,1,3,1,0,1,7,3,8,3,0
11,1,1,0,3,3,0,12,10,2,10,3,0,8,14,0,3,1,0,1,7,3,8,3,0
12,1,1,3,3,1,0,12,10,1,10,1,0,8,14,3,3,1,0,1,7,3,8,3,0
13,1,1,3,3,3,0,13,10,1,11,3,0,7,14,3,4,3,0,1,7,3,8,3,0
14,1,1,3,3,3,0,14,10,1,12,3,0,7,14,2,4,1,0,1,7,3,8,3,0
15,1,1,2,3,1,0,14,10,0,12,1,0,7,14,1,4,1,0,1,7,3,8,3,0
16,1,2,2,3,3,0,14,9,0,13,3,0,8,14,1,4,3,0,1,7,3,8,3,0
17,1,2,1,3,1,0,14,8,0,14,3,0,9,14,1,4,3,0,1,7,3,8,3,0
18,2,2,1,4,3,0,14,8,3,14,1,0,10,14,1,4,3,0,1,7,3,8,3,0
19,3,2,1,5,3,0,14,8,2,14,1,0,10,14,0,4,1,0,1,7,3,8,3,0
20,4,2,1,5,3,0,14,9,2,14,3,0,10,13,0,4,3,0,1,7,3,8,3,0
21,5,2,1,6,3,0,14,10,2,14,3,0,10,13,3,4,1,0,1,7,3,8,3,0
22,5,2,0,6,1,0,14,11,2,15,3,0,10,13,2,4,1,0,1,7,3,8,3,0
23,5,1,0,6,3,0,14,12,2,16,3,0,10,14,2,4,3,0,1,7,3,8,3,0
24,5,1,0,6,3,0,14,12,1,16,1,0,10,14,1,4,1,0,1,7,3,8,3,0
25,5,1,3,6,1,0,14,12,1,16,3,0,11,14,1,4,3,0,1,7,3,8,3,0
26,4,1,3,7,3,0,14,12,0,16,1,0,12,14,1,4,3,0,1,7,3,8,3,0
27,3,1,3,8,3,0,14,11,0,16,3,0,13,14,1,4,3,0,1,7,3,8,3,0
28,3,1,2,8,1,0,14,10,0,16,3,0,14,14,1,4,3,0,1,7,2,8,1,0
29,3,2,2,8,3,0,14,9,0,16,3,0,14,14,1,4,3,0,1,7,1,8,1,0
30,3,3,2,8,3,0,14,8,0,16,3,0,14,14,1,4,3,0,1,7,0,8,1,0
31,3,3,1,8,1,0,14,7,0,17,3,0,14,14,1,4,3,0,1,6,0,9,3,0
32,4,3,1,9,3,0,14,6,0,18,3,0,14,14,1,4,3,0,1,5,0,10,3,0
33,5,3,1,9,3,0,14,5,0,18,3,0,14,14,1,4,3,0,1,4,0,10,3,0
34,5,3,0,9,1,0,14,4,0,19,3,0,14,14,0,4,1,0,1,3,0,10,3,0
35,5,2,0,9,3,0,14,4,3,19,1,0,14,13,0,4,3,0,1,3,3,10,1,0
36,5,2,3,9,1,0,13,4,3,20,3,0,14,12,0,4,3,0,1,3,3,10,3,0
37,4,2,3,9,3,0,12,4,3,20,3,0,14,11,0,4,3,0,1,3,2,10,1,0
38,4,2,2,9,1,0,11,4,3,21,3,0,14,11,3,4,1,0,1,4,2,10,3,0
39,4,3,2,9,3,0,11,4,2,21,1,0,13,11,3,5,3,0,1,5,2,10,3,0
40,4,3,1,9,1,0,11,5,2,22,3,0,12,11,3,6,3,0,1,6,2,10,3,0
41,5,3,1,9,3,0,11,6,2,23,3,0,12,11,2,6,1,0,1,7,2,10,3,0
42,6,3,1,10,3,0,11,7,2,23,3,0,12,12,2,7,3,0,1,8,2,11,3,0
43,7,3,1,11,3,0,11,7,1,23,1,0,12,13,2,8,3,0,1,9,2,12,3,0
44,7,3,0,11,1,0,12,7,1,23,3,0,12,14,2,8,3,0,1,9,1,12,1,0
45,7,2,0,12,3,0,13,7,1,24,3,0,12,14,1,8,1,0,1,9,0,12,1,0
46,7,1,0,13,3,0,13,7,0,24,1,0,13,14,1,8,3,0,1,9,3,12,1,0
47,7,1,0,13,3,0,13,7,3,24,1,0,13,14,0,8,1,0,1,9,3,12,3,0
48,7,1,0,13,3,0,12,7,3,24,3,0,13,13,0,9,3,0,1,9,3,12,3,0
49,7,1,0,13,3,0,11,7,3,24,3,0,13,13,3,9,1,0,1,9,3,12,3,0
50,7,1,0,13,3,0,10,7,3,25,3,0,13,13,2,9,1,0,1,9,3,12,3,0
51,7,1,0,13,3,0,10,7,2,25,1,0,13,13,1,9,1,0,1,9,3,12,3,0
52,7,1,0,13,3,0,10,8,2,26,3,0,14,13,1,9,3,0,1,9,2,12,1,0
53,7,1,0,13,3,0,10,8,1,26,1,0,14,13,1,9,3,0,1,10,2,13,3,0
54,7,1,0,13,3,0,11,8,1,27,3,0,14,13,1,9,3,0,1,10,1,13,1,0
55,7,1,0,13,3,0,11,8,0,27,1,0,14,13,1,9,3,0,2,10,1,13,3,0
56,7,1,3,13,1,0,11,7,0,27,3,0,14,13,1,9,3,0,3,10,1,13,3,0
