rewardGroup,meanABiggerThanThreePercentage,stdErrMeanABiggerThanThreePercentage,meanAZeroPercentage,stdErrMeanAZeroPercentage,meanBNotZeroPercentage,stdErrMeanBNotZeroPercentage
movement_0_0,0.0,0.0,0.7005000000000001,0.19976047531981897,13.4225,2.8013828170209085
movement_0_1,0.0,0.0,0.136,0.04792744516454012,24.147,3.4538828743893446
movement_1_0,0.0,0.0,0.2965,0.11255721878227094,17.156000000000002,3.2076871948492736
movement_1_1,0.002,0.0019899748742132394,2.0774999999999997,0.35778161984652035,21.978,3.485848054634625
movement_2_0,24.947999999999997,3.009253638362842,3.3040000000000003,0.8346830775809464,53.81400000000002,3.637989285305827
movement_2_1,2.006,1.2107180266271749,0.8965000000000001,0.24863553145115844,21.861499999999996,3.541271301030182
movement_3_0,0.0,0.0,0.963,0.37921209105195997,51.231500000000004,3.1646139302448884
movement_3_1,0.0,0.0,8.108500000000001,0.6719910918308367,9.5385,2.424856372550754
