t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,2,2,0,3,0,13,1,3,1,3,0,14,13,0,1,3,0,2,14,1,0,3,0
1,1,3,2,1,3,0,13,1,0,1,2,0,14,12,0,2,3,0,2,14,2,0,2,0
2,1,4,2,2,3,0,13,1,0,1,3,0,14,11,0,3,3,0,2,14,2,0,3,0
3,1,5,2,3,3,0,13,1,0,1,3,0,14,10,0,4,3,0,2,14,2,0,3,0
4,1,6,2,4,3,0,13,1,0,1,3,0,14,9,0,4,3,0,2,14,3,0,2,0
5,1,6,3,4,2,0,13,1,0,1,3,0,14,9,1,4,2,0,1,14,3,0,3,0
6,1,6,3,4,3,0,13,1,0,1,3,0,14,9,2,4,2,0,1,14,2,0,1,0
7,1,6,3,4,3,0,13,1,0,1,3,0,14,10,2,4,3,0,1,14,2,0,3,0
8,1,6,3,4,3,0,13,1,0,1,3,0,14,10,3,4,2,0,1,14,2,0,3,0
9,1,6,3,4,3,0,13,1,0,1,3,0,13,10,3,5,3,0,1,14,2,0,3,0
10,1,6,3,4,3,0,13,1,1,1,2,0,13,10,3,5,0,0,1,14,1,0,1,0
11,1,6,2,4,1,0,13,1,2,1,2,0,13,10,3,5,0,0,1,14,2,0,2,0
12,1,6,3,4,2,0,13,2,2,2,3,0,13,10,0,5,2,0,1,14,2,0,3,0
13,1,6,3,4,3,0,13,2,3,2,2,0,13,9,0,6,3,0,1,14,3,0,2,0
14,1,6,2,4,1,0,12,2,3,3,3,0,13,8,0,7,3,0,1,14,3,0,3,0
15,1,7,2,4,3,0,11,2,3,4,3,0,13,7,0,7,3,0,1,14,3,0,3,0
16,1,7,3,4,2,0,10,2,3,5,3,0,13,7,1,7,2,0,1,14,2,0,1,0
17,1,7,3,4,3,0,9,2,3,6,3,0,14,7,1,7,3,0,1,14,2,0,3,0
18,1,7,3,4,3,0,8,2,3,7,3,0,14,7,1,7,3,0,1,14,2,0,3,0
19,1,7,0,4,2,0,8,2,0,7,2,0,14,7,1,7,3,0,1,14,3,0,2,0
20,1,6,0,4,3,0,8,2,1,7,2,0,14,7,1,7,3,0,1,14,3,0,3,0
21,1,5,0,4,3,0,8,2,2,7,2,0,14,7,2,7,2,0,1,14,0,0,2,0
22,1,4,0,4,3,0,8,2,3,7,2,0,14,8,2,8,3,0,1,13,0,0,3,0
23,1,3,0,4,3,0,8,2,0,7,2,0,14,8,1,8,1,0,1,12,0,1,3,0
24,1,3,1,4,2,0,8,2,1,7,2,0,14,8,1,8,0,0,1,12,1,1,2,0
25,2,3,1,5,3,0,9,2,1,7,3,0,14,8,2,8,2,0,2,12,1,2,3,0
