t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,2,2,0,3,1,13,1,3,1,3,1,14,13,0,1,3,1,2,14,1,0,3,1
1,1,3,2,1,3,1,12,1,3,2,3,1,14,12,0,2,3,1,2,14,0,0,1,1
2,1,4,2,2,3,1,11,1,3,2,3,1,14,11,0,2,3,1,2,14,3,0,1,1
3,1,5,2,3,3,1,10,1,3,3,3,1,14,10,0,3,3,1,1,14,3,0,3,1
4,1,6,2,4,3,1,9,1,3,4,3,1,14,9,0,4,3,1,1,14,3,0,3,1
5,1,7,2,4,3,1,8,1,3,5,3,1,14,8,0,5,3,1,1,14,3,0,3,1
6,1,8,2,5,3,1,8,1,2,5,1,1,14,7,0,6,3,1,1,14,3,0,3,1
7,1,8,1,5,1,1,8,2,2,6,3,1,14,7,3,6,1,1,1,14,2,0,1,1
8,2,8,1,6,3,1,8,3,2,7,3,1,13,7,3,7,3,1,1,14,1,0,1,1
9,3,8,1,6,3,1,8,4,2,8,3,1,12,7,3,7,3,1,2,14,1,0,3,1
10,4,8,1,7,3,1,8,5,2,9,3,1,11,7,3,7,3,1,3,14,1,1,3,1
11,5,8,1,8,3,1,8,6,2,10,3,1,10,7,3,7,3,1,4,14,1,2,3,1
12,6,8,1,8,3,1,8,7,2,11,3,1,9,7,3,8,3,1,5,14,1,3,3,1
13,6,8,0,8,1,1,8,7,1,11,1,1,9,7,3,8,3,1,6,14,1,4,3,1
14,6,8,3,8,1,1,8,7,1,11,3,1,9,7,3,8,3,1,7,14,1,5,3,1
15,5,8,3,8,3,1,8,7,1,11,3,1,9,7,3,8,3,1,8,14,1,6,3,1
16,4,8,3,8,3,1,8,7,1,11,3,1,9,7,2,8,1,1,8,14,0,6,1,1
17,3,8,3,8,3,1,8,7,0,11,1,1,9,8,2,9,3,1,8,13,0,7,3,1
18,2,8,3,8,3,1,8,7,3,11,1,1,9,9,2,9,3,1,8,13,3,7,1,1
19,1,8,3,8,3,1,7,7,3,12,3,1,9,10,2,10,3,1,7,13,3,7,3,1
20,1,8,3,8,3,1,6,7,3,13,3,1,9,11,2,11,3,1,7,13,2,7,1,1
21,1,8,3,8,3,1,5,7,3,13,3,1,9,12,2,11,3,1,7,13,1,7,1,1
22,1,8,3,8,3,1,4,7,3,14,3,1,9,13,2,12,3,1,8,13,1,7,3,1
23,1,8,2,8,1,1,3,7,3,15,3,1,9,14,2,13,3,1,8,13,1,7,3,1
24,1,9,2,9,3,1,2,7,3,15,3,1,9,14,2,13,3,1,8,13,0,7,1,1
25,1,9,1,9,1,1,1,7,3,15,3,1,9,14,2,13,3,1,8,12,0,8,3,1
26,1,9,0,9,1,1,1,7,3,15,3,1,9,14,2,13,3,1,8,11,0,9,3,1
27,1,8,0,9,3,1,1,7,3,15,3,1,9,14,2,13,3,1,8,10,0,10,3,1
28,1,8,0,9,3,1,1,7,3,15,3,1,9,14,1,13,1,1,8,9,0,10,3,1
29,1,8,0,9,3,1,1,7,2,15,1,1,10,14,1,13,3,1,8,9,3,10,1,1
30,1,8,0,9,3,1,1,7,2,15,3,1,11,14,1,13,3,1,8,9,2,10,1,1
31,1,8,0,9,3,1,1,7,2,15,3,1,12,14,1,14,3,1,8,10,2,10,3,1
32,1,8,0,9,3,1,1,7,2,15,3,1,12,14,0,14,1,1,8,10,1,10,1,1
33,1,8,0,9,3,1,1,7,2,15,3,1,12,13,0,15,3,1,8,10,0,10,1,1
34,1,8,0,9,3,1,1,7,2,15,3,1,12,12,0,16,3,1,8,9,0,10,3,1
35,1,8,0,9,3,1,1,7,1,15,1,1,12,11,0,17,3,1,8,9,3,10,1,1
36,1,7,0,9,3,1,2,7,1,15,3,1,12,10,0,18,3,1,7,9,3,11,3,1
37,1,6,0,9,3,1,3,7,1,15,3,1,12,10,3,18,1,1,6,9,3,11,3,1
38,1,5,0,9,3,1,3,7,0,15,1,1,11,10,3,19,3,1,6,9,2,11,1,1
39,1,4,0,9,3,1,3,7,3,15,1,1,10,10,3,19,3,1,6,10,2,12,3,1
40,1,4,3,9,1,1,2,7,3,15,3,1,9,10,3,19,3,1,6,10,1,12,1,1
41,1,4,3,9,3,1,2,7,2,15,1,1,9,10,2,19,1,1,7,10,1,13,3,1
42,1,4,2,9,1,1,2,7,1,15,1,1,9,11,2,19,3,1,7,10,0,13,1,1
43,1,5,2,9,3,1,3,7,1,15,3,1,9,12,2,19,3,1,7,10,3,13,1,1
44,1,5,1,9,1,1,3,7,0,15,1,1,9,13,2,19,3,1,7,10,2,13,1,1
45,2,5,1,10,3,1,3,6,0,16,3,1,9,14,2,19,3,1,7,11,2,14,3,1
46,2,5,1,10,3,1,3,5,0,17,3,1,9,14,2,19,3,1,7,12,2,15,3,1
47,3,5,1,10,3,1,3,4,0,18,3,1,9,14,1,19,1,1,7,12,1,15,1,1
48,3,5,0,10,1,1,3,4,3,18,1,1,10,14,1,19,3,1,8,12,1,15,3,1
49,3,5,0,10,3,1,2,4,3,19,3,1,11,14,1,19,3,1,9,12,1,15,3,1
50,3,4,0,10,3,1,1,4,3,19,3,1,12,14,1,19,3,1,9,12,0,15,1,1
51,3,3,0,11,3,1,1,4,3,19,3,1,13,14,1,20,3,1,9,11,0,15,3,1
52,3,2,0,12,3,1,1,4,3,19,3,1,14,14,1,20,3,1,9,10,0,15,3,1
53,3,1,0,13,3,1,1,4,3,19,3,1,14,14,1,20,3,1,9,9,0,15,3,1
54,3,1,3,13,1,1,1,4,3,19,3,1,14,14,1,20,3,1,9,8,0,15,3,1
55,3,1,2,13,1,1,1,4,3,19,3,1,14,14,1,20,3,1,9,7,0,15,3,1
56,3,1,1,13,1,1,1,4,3,19,3,1,14,14,1,20,3,1,9,6,0,16,3,1
57,4,1,1,14,3,1,1,4,3,19,3,1,14,14,1,20,3,1,9,5,0,16,3,1
58,5,1,1,15,3,1,1,4,3,19,3,1,14,14,1,20,3,1,9,5,3,16,1,1
59,6,1,1,16,3,1,1,4,3,19,3,1,14,14,0,20,1,1,8,5,3,16,3,1
60,6,1,0,16,1,1,1,4,3,19,3,1,14,14,3,20,1,1,7,5,3,17,3,1
61,6,1,0,16,3,1,1,4,3,19,3,1,14,14,2,20,1,1,6,5,3,18,3,1
62,6,1,3,16,1,1,1,4,2,19,1,1,14,14,2,20,3,1,5,5,3,19,3,1
63,5,1,3,16,3,1,1,5,2,19,3,1,14,14,2,20,3,1,4,5,3,20,3,1
64,4,1,3,16,3,1,1,5,1,19,1,1,14,14,2,20,3,1,4,5,2,20,1,1
65,3,1,3,16,3,1,2,5,1,19,3,1,14,14,1,20,1,1,4,6,2,20,3,1
66,2,1,3,17,3,1,3,5,1,19,3,1,14,14,0,20,1,1,4,6,1,20,1,1
67,1,1,3,17,3,1,4,5,1,19,3,1,14,14,3,20,1,1,4,6,0,20,1,1
68,1,1,2,17,1,1,4,5,0,19,1,1,13,14,3,20,3,1,4,6,0,20,3,1
69,1,2,2,17,3,1,4,4,0,20,3,1,13,14,2,20,1,1,4,5,0,20,3,1
70,1,3,2,17,3,1,4,3,0,20,3,1,13,14,2,20,3,1,4,4,0,20,3,1
71,1,3,1,17,1,1,4,2,0,21,3,1,13,14,2,20,3,1,4,4,0,20,3,1
72,2,3,1,18,3,1,4,1,0,21,3,1,13,14,2,20,3,1,4,3,0,20,3,1
73,3,3,1,18,3,1,4,1,0,21,3,1,13,14,2,20,3,1,4,3,3,20,1,1
74,3,3,0,18,1,1,4,1,0,21,3,1,13,14,1,20,1,1,4,3,3,20,3,1
75,3,2,0,18,3,1,4,1,3,21,1,1,13,14,0,20,1,1,3,3,3,20,3,1
76,3,1,0,18,3,1,4,1,3,21,3,1,13,13,0,21,3,1,2,3,3,20,3,1
77,3,1,0,18,3,1,4,1,2,21,1,1,13,13,3,21,1,1,1,3,3,20,3,1
78,3,1,0,18,3,1,4,1,1,21,1,1,12,13,3,21,3,1,1,3,3,20,3,1
79,3,1,0,18,3,1,5,1,1,21,3,1,11,13,3,22,3,1,1,3,3,20,3,1
80,3,1,0,18,3,1,6,1,1,21,3,1,11,13,2,22,1,1,1,3,3,20,3,1
81,3,1,3,18,1,1,7,1,1,21,3,1,11,14,2,22,3,1,1,3,3,20,3,1
82,2,1,3,18,3,1,8,1,1,21,3,1,11,14,2,22,3,1,1,3,3,20,3,1
83,1,1,3,18,3,1,9,1,1,21,3,1,11,14,1,22,1,1,1,3,2,20,1,1
84,1,1,3,18,3,1,10,1,1,21,3,1,12,14,1,22,3,1,1,3,1,20,1,1
85,1,1,3,18,3,1,11,1,1,21,3,1,13,14,1,22,3,1,2,3,1,20,3,1
86,1,1,3,18,3,1,11,1,0,21,1,1,14,14,1,22,3,1,3,3,1,20,3,1
87,1,1,3,18,3,1,11,1,3,21,1,1,14,14,1,22,3,1,4,3,1,20,3,1
88,1,1,3,18,3,1,10,1,3,21,3,1,14,14,1,22,3,1,5,3,1,21,3,1
89,1,1,3,18,3,1,9,1,3,21,3,1,14,14,1,22,3,1,6,3,1,22,3,1
