t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,2,2,1,3,0,13,1,3,0,3,0,14,13,0,1,3,1,2,14,1,1,3,1
1,1,3,2,2,3,0,13,1,2,0,1,0,14,12,0,2,3,1,3,14,1,1,3,0
2,1,4,2,3,3,1,13,2,2,1,3,0,14,11,0,3,3,1,4,14,1,2,3,0
3,1,5,2,4,3,1,13,3,2,1,3,1,14,10,0,3,3,0,5,14,1,3,3,0
4,1,6,2,5,3,0,13,4,2,2,3,1,14,9,0,3,3,0,6,14,1,4,3,0
5,1,7,2,6,3,0,13,5,2,3,3,1,14,8,0,4,3,1,7,14,1,5,3,1
6,1,8,2,7,3,1,13,6,2,4,3,1,14,8,3,4,1,0,8,14,1,6,3,0
7,1,9,2,8,3,1,13,7,2,5,3,1,13,8,3,5,3,0,9,14,1,7,3,0
8,1,10,2,9,3,0,13,7,2,5,3,1,12,8,3,6,3,0,10,14,1,8,3,1
9,1,11,2,10,3,1,13,7,1,5,1,0,11,8,3,7,3,0,11,14,1,9,3,0
10,1,12,2,11,3,1,14,7,1,5,3,1,10,8,3,8,3,0,12,14,1,10,3,0
11,1,13,2,12,3,1,14,7,1,5,3,1,9,8,3,8,3,1,13,14,1,11,3,1
12,1,14,2,12,3,0,14,7,1,5,3,1,8,8,3,9,3,1,13,14,0,11,1,0
13,1,14,2,12,3,0,14,7,1,5,3,1,8,8,2,9,1,1,13,13,0,12,3,1
14,1,14,2,12,3,1,14,7,1,5,3,1,8,9,2,9,3,0,13,12,0,13,3,0
15,1,14,2,12,3,0,14,7,1,5,3,1,8,10,2,10,3,0,13,11,0,14,3,1
16,1,14,1,12,1,1,14,7,0,5,1,1,8,11,2,10,3,1,13,10,0,14,3,1
17,2,14,1,12,3,0,14,6,0,6,3,1,8,12,2,11,3,1,13,9,0,14,3,0
18,3,14,1,12,3,1,14,5,0,6,3,0,8,13,2,12,3,0,13,8,0,14,3,0
19,4,14,1,12,3,0,14,4,0,7,3,0,8,13,1,12,1,0,13,7,0,14,3,0
20,5,14,1,12,3,1,14,3,0,8,3,1,9,13,1,13,3,1,13,6,0,14,3,1
21,6,14,1,12,3,1,14,2,0,8,3,0,10,13,1,14,3,0,13,5,0,14,3,0
22,7,14,1,12,3,0,14,1,0,8,3,1,11,13,1,15,3,1,13,4,0,14,3,0
23,7,14,0,12,1,0,14,1,3,8,1,1,12,13,1,16,3,0,13,3,0,14,3,1
24,7,13,0,13,3,0,13,1,3,8,3,1,13,13,1,16,3,0,13,2,0,14,3,0
25,7,12,0,14,3,1,12,1,3,8,3,0,14,13,1,16,3,0,13,1,0,14,3,0
26,7,11,0,15,3,0,11,1,3,9,3,0,14,13,0,16,1,0,13,1,3,14,1,0
27,7,11,3,15,1,1,10,1,3,10,3,0,14,12,0,16,3,1,12,1,3,14,3,1
28,6,11,3,16,3,1,9,1,3,11,3,0,14,11,0,16,3,0,11,1,3,14,3,0
29,5,11,3,17,3,1,8,1,3,12,3,1,14,10,0,16,3,1,10,1,3,14,3,0
30,4,11,3,18,3,0,7,1,3,13,3,1,14,9,0,16,3,0,10,1,2,14,1,1
31,3,11,3,19,3,0,6,1,3,14,3,1,14,8,0,16,3,0,10,2,2,15,3,0
32,2,11,3,19,3,1,5,1,3,15,3,1,14,7,0,16,3,1,10,3,2,16,3,1
33,1,11,3,19,3,0,4,1,3,16,3,1,14,6,0,16,3,0,10,4,2,17,3,1
34,1,11,3,19,3,0,3,1,3,17,3,1,14,5,0,16,3,1,10,5,2,18,3,0
35,1,11,3,19,3,1,2,1,3,18,3,1,14,4,0,16,3,1,10,6,2,18,3,1
36,1,11,2,19,1,0,1,1,3,18,3,0,14,3,0,16,3,1,10,7,2,19,3,0
37,1,12,2,19,3,0,1,1,3,18,3,0,14,3,3,16,1,0,10,7,1,19,1,0
38,1,13,2,19,3,1,1,1,3,18,3,0,13,3,3,16,3,0,11,7,1,20,3,0
39,1,13,1,19,1,0,1,1,3,18,3,0,12,3,3,17,3,0,12,7,1,21,3,1
40,2,13,1,20,3,0,1,1,3,18,3,1,11,3,3,18,3,1,13,7,1,21,3,0
41,3,13,1,21,3,1,1,1,3,18,3,1,10,3,3,18,3,0,14,7,1,21,3,0
42,4,13,1,21,3,0,1,1,2,18,1,1,9,3,3,19,3,1,14,7,0,21,1,0
43,5,13,1,22,3,1,1,2,2,18,3,1,8,3,3,20,3,0,14,6,0,21,3,1
44,6,13,1,23,3,1,1,3,2,18,3,1,7,3,3,21,3,0,14,5,0,21,3,1
45,6,13,0,23,1,1,1,4,2,18,3,0,7,3,2,21,1,0,14,4,0,21,3,0
46,6,12,0,24,3,0,1,5,2,18,3,0,7,4,2,21,3,1,14,3,0,21,3,1
47,6,11,0,24,3,0,1,6,2,18,3,1,7,5,2,22,3,1,14,2,0,21,3,0
48,6,10,0,25,3,1,1,7,2,18,3,1,7,6,2,23,3,0,14,1,0,21,3,1
49,6,9,0,26,3,1,1,8,2,18,3,0,7,7,2,24,3,0,14,1,3,21,1,0
50,6,8,0,26,3,0,1,8,1,18,1,0,7,8,2,24,3,1,13,1,3,21,3,0
51,6,7,0,27,3,1,2,8,1,18,3,0,7,9,2,25,3,0,12,1,3,21,3,0
52,6,6,0,28,3,1,3,8,1,19,3,0,7,10,2,25,3,0,11,1,3,21,3,1
53,6,6,3,28,1,0,4,8,1,20,3,1,7,11,2,25,3,1,10,1,3,21,3,1
54,5,6,3,28,3,1,5,8,1,21,3,0,7,12,2,25,3,1,10,1,2,21,1,1
55,4,6,3,29,3,0,6,8,1,21,3,1,7,13,2,25,3,0,10,2,2,21,3,1
56,3,6,3,30,3,1,7,8,1,21,3,1,7,14,2,25,3,1,10,2,1,21,1,1
57,2,6,3,31,3,0,7,8,0,21,1,1,7,14,2,25,3,1,11,2,1,22,3,0
58,2,6,2,31,1,0,7,7,0,21,3,1,7,14,2,25,3,0,12,2,1,23,3,0
59,2,7,2,32,3,0,7,6,0,21,3,1,7,14,2,25,3,1,13,2,1,23,3,0
60,2,8,2,32,3,0,7,5,0,21,3,1,7,14,1,25,1,1,14,2,1,23,3,1
61,2,9,2,32,3,0,7,4,0,21,3,1,8,14,1,25,3,0,14,2,1,23,3,0
62,2,10,2,33,3,1,7,3,0,21,3,0,9,14,1,25,3,0,14,2,1,23,3,1
63,2,10,1,33,1,0,7,2,0,21,3,0,9,14,0,25,1,1,14,2,0,23,1,0
