t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,2,2,1,3,0,13,1,3,1,3,0,14,14,1,0,2,0,2,14,1,0,3,0
1,1,2,3,1,2,0,13,1,2,1,1,0,14,14,0,0,1,0,3,14,1,1,3,0
2,1,2,3,1,3,0,13,1,3,1,2,0,14,14,1,0,2,0,3,14,2,1,2,0
3,1,2,3,1,3,0,13,1,2,1,1,0,14,14,0,0,1,0,3,14,1,1,1,0
4,1,2,2,1,1,0,13,1,3,1,2,0,14,14,1,0,2,0,3,14,2,1,2,0
5,1,2,3,1,2,0,13,1,2,1,1,0,14,14,1,0,3,0,3,14,2,1,3,0
6,1,2,3,1,3,0,13,1,3,1,2,0,14,14,1,0,3,0,3,14,2,1,3,0
7,1,2,2,1,1,0,12,1,3,1,3,0,14,14,0,0,1,0,3,14,2,1,3,0
8,1,3,2,2,3,0,11,1,3,2,3,0,14,13,0,1,3,0,3,14,1,1,1,0
9,1,4,2,3,3,0,10,1,3,3,3,0,14,13,1,1,2,0,3,14,2,1,2,0
10,1,5,2,4,3,0,10,1,0,3,2,0,14,13,1,1,3,0,3,14,2,1,3,0
11,1,5,3,4,2,0,10,1,0,3,3,0,14,13,1,1,3,0,3,14,2,1,3,0
12,1,5,3,4,3,0,10,1,3,3,1,0,14,13,1,1,3,0,3,14,1,1,1,0
13,1,5,2,4,1,0,9,1,3,4,3,0,14,13,1,1,3,0,3,14,2,1,2,0
14,1,6,2,5,3,0,9,1,2,4,1,0,14,13,1,1,3,0,3,14,1,1,1,0
15,1,7,2,6,3,0,9,1,3,4,2,0,14,13,0,1,1,0,3,14,2,1,2,0
16,1,8,2,6,3,0,8,1,3,4,3,0,14,12,0,2,3,0,3,14,1,1,1,0
17,1,9,2,7,3,0,7,1,3,4,3,0,14,12,1,2,2,0,3,14,2,1,2,0
18,1,9,1,7,1,0,6,1,3,4,3,0,14,12,1,2,3,0,3,14,1,1,1,0
19,1,9,2,7,2,0,5,1,3,5,3,0,14,12,1,2,3,0,3,14,2,1,2,0
20,1,10,2,7,3,0,4,1,3,6,3,0,14,12,1,2,3,0,3,14,2,1,3,0
21,1,11,2,8,3,0,4,1,0,6,2,0,14,12,0,2,1,0,3,14,1,1,1,0
22,1,11,1,8,1,0,4,1,0,6,3,0,14,12,1,2,2,0,3,14,2,1,2,0
23,1,11,2,8,2,0,4,1,3,6,1,0,14,12,0,2,1,0,3,14,2,1,3,0
24,1,11,1,8,1,0,4,1,0,6,2,0,14,12,1,2,2,0,3,14,2,1,3,0
25,1,11,2,8,2,0,4,1,3,6,1,0,14,12,1,2,3,0,3,14,1,1,1,0
26,1,11,1,8,1,0,4,1,0,6,2,0,14,12,1,2,3,0,4,14,1,2,3,0
27,2,11,1,9,3,0,4,1,3,6,1,0,14,12,0,2,1,0,5,14,1,3,3,0
28,2,11,2,9,2,0,4,1,0,6,2,0,14,11,0,3,3,0,6,14,1,4,3,0
29,2,11,3,9,2,0,4,1,0,6,3,0,14,10,0,4,3,0,7,14,1,5,3,0
30,1,11,3,9,3,0,4,1,3,6,1,0,14,9,0,4,3,0,8,14,1,6,3,0
31,1,11,2,9,1,0,4,1,0,6,2,0,14,8,0,5,3,0,8,14,2,6,2,0
32,1,11,1,9,1,0,4,1,0,6,3,0,14,7,0,6,3,0,8,14,1,6,1,0
33,2,11,1,9,3,0,4,1,3,6,1,0,14,6,0,7,3,0,9,14,1,7,3,0
34,2,11,2,9,2,0,3,1,3,7,3,0,14,5,0,8,3,0,9,14,0,7,1,0
35,2,11,3,9,2,0,2,1,3,8,3,0,14,4,0,9,3,0,9,14,1,7,2,0
36,2,11,2,9,1,0,1,1,3,8,3,0,14,4,1,9,2,0,9,14,0,7,1,0
37,2,12,2,10,3,0,1,1,3,8,3,0,14,4,1,9,3,0,9,13,0,8,3,0
38,2,13,2,11,3,0,1,1,2,8,1,0,14,4,0,9,1,0,9,13,1,8,2,0
39,2,14,2,11,3,0,1,1,1,8,1,0,14,4,1,9,2,0,10,13,1,8,3,0
40,2,14,1,11,1,0,1,1,0,8,1,0,14,4,1,9,3,0,10,13,2,8,2,0
41,3,14,1,11,3,0,1,1,3,8,1,0,14,4,0,9,1,0,10,13,1,8,1,0
42,4,14,1,11,3,0,1,1,3,8,3,0,14,3,0,10,3,0,10,13,2,8,2,0
43,4,14,0,11,1,0,1,1,2,8,1,0,14,3,1,10,2,0,10,14,2,8,3,0
44,4,14,1,11,2,0,1,2,2,8,3,0,14,3,0,10,1,0,10,14,2,8,3,0
45,4,14,0,11,1,0,1,2,1,8,1,0,14,2,0,11,3,0,10,14,2,8,3,0
46,4,13,0,12,3,0,1,2,0,8,1,0,14,2,3,11,1,0,10,14,1,8,1,0
47,4,13,1,12,2,0,1,2,3,8,1,0,14,2,0,11,2,0,11,14,1,9,3,0
48,4,13,2,12,2,0,1,2,2,8,1,0,14,1,0,11,3,0,11,14,2,9,2,0
49,4,13,1,12,1,0,1,3,2,8,3,0,14,1,0,11,3,0,11,14,1,9,1,0
50,5,13,1,13,3,0,1,3,1,8,1,0,14,1,3,11,1,0,12,14,1,10,3,0
51,5,13,2,13,2,0,2,3,1,9,3,0,13,1,3,11,3,0,12,14,2,10,2,0
52,5,14,2,13,3,0,3,3,1,9,3,0,12,1,3,11,3,0,12,14,1,10,1,0
53,5,14,2,13,3,0,4,3,1,10,3,0,11,1,3,11,3,0,13,14,1,11,3,0
54,5,14,1,13,1,0,5,3,1,11,3,0,11,1,2,11,1,0,14,14,1,11,3,0
55,6,14,1,13,3,0,6,3,1,12,3,0,11,2,2,12,3,0,14,14,0,11,1,0
56,7,14,1,13,3,0,7,3,1,13,3,0,11,3,2,12,3,0,14,13,0,11,3,0
57,7,14,0,13,1,0,7,3,2,13,2,0,11,4,2,13,3,0,14,12,0,11,3,0
58,7,14,1,13,2,0,7,3,3,13,2,0,11,5,2,14,3,0,14,12,3,11,1,0
59,7,14,0,13,1,0,6,3,3,13,3,0,11,5,3,14,2,0,14,12,0,11,2,0
60,7,14,1,13,2,0,5,3,3,13,3,0,11,5,0,14,2,0,14,12,3,11,1,0
61,7,14,0,13,1,0,4,3,3,13,3,0,11,5,3,14,1,0,13,12,3,12,3,0
62,7,14,1,13,2,0,3,3,3,13,3,0,11,5,0,14,2,0,12,12,3,13,3,0
63,8,14,1,13,3,0,3,3,2,13,1,0,11,5,3,14,1,0,12,12,2,13,1,0
64,9,14,1,13,3,0,3,4,2,13,3,0,10,5,3,15,3,0,12,12,3,13,2,0
65,9,14,0,13,1,0,3,5,2,14,3,0,9,5,3,16,3,0,11,12,3,13,3,0
66,9,14,3,13,1,0,3,6,2,15,3,0,8,5,3,17,3,0,11,12,0,13,2,0
67,9,14,2,13,1,0,3,7,2,16,3,0,8,5,0,17,2,0,11,11,0,14,3,0
68,9,14,2,13,3,0,3,7,3,16,2,0,8,4,0,18,3,0,11,10,0,15,3,0
69,9,14,2,13,3,0,2,7,3,16,3,0,8,4,1,18,2,0,11,10,1,15,2,0
70,9,14,2,13,3,0,2,7,2,16,1,0,8,4,0,18,1,0,11,10,2,15,2,0
71,9,14,2,13,3,0,2,7,1,16,1,0,8,3,0,19,3,0,11,10,1,15,1,0
72,9,14,1,13,1,0,3,7,1,16,3,0,8,3,1,19,2,0,11,10,2,15,2,0
73,9,14,0,13,1,0,4,7,1,16,3,0,8,3,2,19,2,0,11,10,1,15,1,0
74,9,14,3,13,1,0,4,7,0,16,1,0,8,3,1,19,1,0,12,10,1,16,3,0
75,8,14,3,13,3,0,4,6,0,16,3,0,9,3,1,20,3,0,13,10,1,17,3,0
76,7,14,3,13,3,0,4,6,1,16,2,0,9,3,0,20,1,0,14,10,1,17,3,0
77,7,14,2,13,1,0,5,6,1,17,3,0,9,3,1,20,2,0,14,10,1,17,3,0
78,7,14,2,13,3,0,5,6,2,17,2,0,9,3,0,20,1,0,14,10,1,17,3,0
79,7,14,1,13,1,0,5,7,2,17,3,0,9,3,1,20,2,0,14,10,0,17,1,0
80,8,14,1,13,3,0,5,7,1,17,1,0,9,3,0,20,1,0,14,10,3,17,1,0
81,8,14,0,13,1,0,5,7,2,17,2,0,9,2,0,21,3,0,14,10,2,17,1,0
82,8,14,3,13,1,0,5,7,1,17,1,0,9,2,3,21,1,0,14,11,2,17,3,0
83,7,14,3,13,3,0,6,7,1,18,3,0,9,2,0,21,2,0,14,11,1,17,1,0
84,6,14,3,13,3,0,7,7,1,19,3,0,9,2,3,21,1,0,14,11,1,17,3,0
85,6,14,2,13,1,0,7,7,2,19,2,0,8,2,3,22,3,0,14,11,1,17,3,0
86,6,14,2,13,3,0,7,8,2,20,3,0,8,2,2,22,1,0,14,11,1,17,3,0
87,6,14,1,13,1,0,7,8,3,20,2,0,8,2,1,22,1,0,14,11,1,17,3,0
88,6,14,0,13,1,0,6,8,3,21,3,0,8,2,0,22,1,0,14,11,0,17,1,0
89,6,13,0,14,3,0,5,8,3,21,3,0,8,1,0,22,3,0,14,11,3,17,1,0
90,6,13,3,14,1,0,5,8,0,21,2,0,8,1,0,22,3,0,14,11,2,17,1,0
91,5,13,3,14,3,0,5,8,3,21,1,0,8,1,3,22,1,0,14,12,2,17,3,0
92,5,13,2,14,1,0,4,8,3,22,3,0,8,1,2,22,1,0,14,12,1,17,1,0
93,5,14,2,14,3,0,3,8,3,23,3,0,8,2,2,22,3,0,14,12,0,17,1,0
94,5,14,2,14,3,0,3,8,2,23,1,0,8,2,1,22,1,0,14,11,0,17,3,0
95,5,14,2,14,3,0,3,8,3,23,2,0,9,2,1,22,3,0,14,10,0,17,3,0
96,5,14,2,14,3,0,3,8,2,23,1,0,9,2,0,22,1,0,14,9,0,17,3,0
97,5,14,1,14,1,0,3,9,2,24,3,0,9,2,3,22,1,0,14,9,3,17,1,0
98,5,14,0,14,1,0,3,9,3,24,2,0,9,2,2,22,1,0,14,9,0,17,2,0
99,5,14,3,14,1,0,3,9,0,24,2,0,9,3,2,22,3,0,14,8,0,17,3,0
100,4,14,3,14,3,0,3,9,3,24,1,0,9,4,2,22,3,0,14,7,0,17,3,0
101,3,14,3,14,3,0,2,9,3,25,3,0,9,4,1,22,1,0,14,6,0,17,3,0
102,3,14,2,14,1,0,2,9,2,25,1,0,9,4,0,22,1,0,14,5,0,17,3,0
103,3,14,2,14,3,0,2,10,2,25,3,0,9,3,0,22,3,0,14,4,0,17,3,0
104,3,14,2,14,3,0,2,10,1,25,1,0,9,3,3,22,1,0,14,4,3,17,1,0
105,3,14,2,14,3,0,3,10,1,26,3,0,8,3,3,22,3,0,14,4,0,17,2,0
106,3,14,1,14,1,0,3,10,2,26,2,0,7,3,3,22,3,0,14,4,3,17,1,0
107,3,14,0,14,1,0,3,11,2,27,3,0,6,3,3,22,3,0,14,4,0,17,2,0
108,3,14,3,14,1,0,3,12,2,28,3,0,5,3,3,22,3,0,14,3,0,17,3,0
109,2,14,3,14,3,0,3,13,2,28,3,0,5,3,2,22,1,0,14,2,0,17,3,0
110,2,14,2,14,1,0,3,13,1,28,1,0,5,3,3,22,2,0,14,2,3,17,1,0
111,2,14,1,14,1,0,4,13,1,28,3,0,4,3,3,22,3,0,14,2,0,17,2,0
112,3,14,1,14,3,0,5,13,1,28,3,0,4,3,2,22,1,0,14,1,0,17,3,0
113,3,14,0,14,1,0,5,13,0,28,1,0,4,3,3,22,2,0,14,1,0,17,3,0
114,3,14,3,14,1,0,5,13,1,28,2,0,4,3,2,22,1,0,14,1,0,17,3,0
115,2,14,3,14,3,0,6,13,1,28,3,0,4,4,2,23,3,0,14,1,0,17,3,0
116,1,14,3,14,3,0,6,13,2,28,2,0,4,4,3,23,2,0,14,1,3,17,1,0
117,1,14,3,14,3,0,6,14,2,28,3,0,4,4,2,23,1,0,14,1,2,17,1,0
