t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,2,2,1,3,0,13,1,3,0,3,0,14,13,0,1,3,0,1,14,0,0,1,0
1,1,3,2,2,3,0,13,1,2,0,1,0,14,13,3,1,1,0,1,14,3,0,1,0
2,1,3,1,2,1,0,13,2,2,1,3,0,13,13,3,2,3,0,1,14,3,0,3,0
3,1,3,0,2,1,0,13,3,2,2,3,0,12,13,3,3,3,0,1,14,3,0,3,0
4,1,2,0,2,3,0,13,4,2,3,3,0,11,13,3,4,3,0,1,14,3,0,3,0
5,1,2,3,2,1,0,13,5,2,4,3,0,11,13,2,4,1,0,1,14,3,0,3,0
6,1,2,3,2,3,0,13,6,2,5,3,0,11,14,2,4,3,0,1,14,3,0,3,0
7,1,2,3,2,3,0,13,7,2,6,3,0,11,14,2,4,3,0,1,14,3,0,3,0
8,1,2,3,2,3,0,13,8,2,7,3,0,11,14,2,4,3,0,1,14,3,0,3,0
9,1,2,3,2,3,0,13,9,2,8,3,0,11,14,2,4,3,0,1,14,3,0,3,0
10,1,2,2,2,1,0,13,10,2,9,3,0,11,14,2,4,3,0,1,14,2,0,1,0
11,1,3,2,2,3,0,13,11,2,10,3,0,11,14,1,4,1,0,1,14,2,0,3,0
12,1,4,2,2,3,0,13,12,2,11,3,0,12,14,1,5,3,0,1,14,2,0,3,0
13,1,4,1,2,1,0,13,13,2,11,3,0,12,14,0,5,1,0,1,14,1,0,1,0
14,2,4,1,2,3,0,13,14,2,12,3,0,12,14,3,5,1,0,2,14,1,1,3,0
15,3,4,1,3,3,0,13,14,1,12,1,0,11,14,3,5,3,0,2,14,0,1,1,0
16,3,4,0,3,1,0,13,14,0,12,1,0,10,14,3,6,3,0,2,13,0,2,3,0
17,3,3,0,4,3,0,13,13,0,12,3,0,9,14,3,6,3,0,2,13,3,2,1,0
18,3,2,0,5,3,0,13,13,3,12,1,0,8,14,3,7,3,0,1,13,3,3,3,0
19,3,1,0,6,3,0,12,13,3,12,3,0,7,14,3,8,3,0,1,13,3,3,3,0
20,3,1,0,6,3,0,11,13,3,12,3,0,6,14,3,9,3,0,1,13,2,3,1,0
21,3,1,0,6,3,0,11,13,2,12,1,0,6,14,2,9,1,0,1,14,2,3,3,0
22,3,1,0,6,3,0,11,13,1,12,1,0,6,14,2,9,3,0,1,14,1,3,1,0
23,3,1,0,6,3,0,12,13,1,12,3,0,6,14,2,9,3,0,2,14,1,3,3,0
24,3,1,0,6,3,0,13,13,1,12,3,0,6,14,1,9,1,0,3,14,1,4,3,0
