t,x0,y0,d0,e0,a0,b0,x1,y1,d1,e1,a1,b1,x2,y2,d2,e2,a2,b2,x3,y3,d3,e3,a3,b3
0,1,2,2,1,3,0,13,1,3,0,3,0,14,13,0,0,3,0,2,14,1,1,3,0
1,1,3,2,2,3,0,12,1,3,1,3,0,14,12,0,0,3,0,2,14,0,1,1,0
2,1,4,2,3,3,0,12,1,2,1,1,0,14,11,0,1,3,0,2,14,3,1,1,0
3,1,5,2,4,3,0,12,2,2,2,3,0,14,11,3,1,1,0,1,14,3,1,3,0
4,1,5,1,4,1,0,12,3,2,3,3,0,13,11,3,2,3,0,1,14,3,1,3,0
5,2,5,1,5,3,0,12,4,2,4,3,0,12,11,3,3,3,0,1,14,3,1,3,0
6,2,5,0,5,1,0,12,5,2,5,3,0,11,11,3,3,3,0,1,14,3,1,3,0
7,2,4,0,6,3,0,12,6,2,6,3,0,10,11,3,4,3,0,1,14,2,1,1,0
8,2,3,0,7,3,0,12,7,2,7,3,0,9,11,3,4,3,0,1,14,2,1,3,0
9,2,3,3,7,1,0,12,8,2,7,3,0,8,11,3,5,3,0,1,14,2,1,3,0
10,1,3,3,7,3,0,12,8,1,7,1,0,7,11,3,6,3,0,1,14,1,1,1,0
11,1,3,3,7,3,0,13,8,1,8,3,0,6,11,3,7,3,0,1,14,0,1,1,0
12,1,3,3,7,3,0,14,8,1,8,3,0,5,11,3,8,3,0,1,13,0,2,3,0
13,1,3,3,7,3,0,14,8,1,8,3,0,4,11,3,9,3,0,1,12,0,2,3,0
14,1,3,3,7,3,0,14,8,1,8,3,0,4,11,2,9,1,0,1,12,3,2,1,0
15,1,3,3,7,3,0,14,8,1,8,3,0,4,12,2,10,3,0,1,12,3,2,3,0
16,1,3,3,7,3,0,14,8,1,8,3,0,4,13,2,11,3,0,1,12,2,2,1,0
17,1,3,3,7,3,0,14,8,1,8,3,0,4,13,1,11,1,0,1,13,2,2,3,0
18,1,3,3,7,3,0,14,8,1,8,3,0,5,13,1,12,3,0,1,14,2,2,3,0
19,1,3,3,7,3,0,14,8,1,8,3,0,5,13,0,12,1,0,1,14,1,2,1,0
20,1,3,3,7,3,0,14,8,0,8,1,0,5,13,3,12,1,0,2,14,1,2,3,0
21,1,3,3,7,3,0,14,7,0,9,3,0,5,13,2,12,1,0,3,14,1,2,3,0
22,1,3,2,7,1,0,14,6,0,9,3,0,5,13,1,12,1,0,4,14,1,3,3,0
23,1,4,2,7,3,0,14,5,0,10,3,0,5,13,0,12,1,0,4,14,0,3,1,0
24,1,5,2,7,3,0,14,4,0,11,3,0,5,12,0,13,3,0,4,13,0,3,3,0
25,1,6,2,8,3,0,14,4,3,11,1,0,5,11,0,13,3,0,4,12,0,3,3,0
26,1,7,2,8,3,0,13,4,3,12,3,0,5,10,0,13,3,0,4,12,3,3,1,0
27,1,8,2,8,3,0,13,4,2,12,1,0,5,10,3,13,1,0,3,12,3,3,3,0
28,1,9,2,8,3,0,13,5,2,12,3,0,4,10,3,14,3,0,2,12,3,4,3,0
29,1,10,2,9,3,0,13,6,2,13,3,0,3,10,3,15,3,0,2,12,2,4,1,0
30,1,11,2,10,3,0,13,7,2,14,3,0,2,10,3,16,3,0,2,13,2,5,3,0
31,1,11,1,10,1,0,13,8,2,14,3,0,2,10,2,16,1,0,2,13,1,5,1,0
32,1,11,0,10,1,0,13,9,2,14,3,0,2,11,2,17,3,0,2,13,0,5,1,0
