generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,194,112.0,"0.000000,112.000000,0.000000,0.000000",112.0,0.0,112.0,28.0,112.0
100,10119,49.0,"49.000000,0.000000,37.000000,48.000000",49.0,0.0,49.0,33.5,134.0
200,20121,67.0,"27.000000,0.000000,67.000000,47.000000",67.0,0.0,67.0,35.25,141.0
300,30170,53.0,"45.000000,53.000000,41.000000,0.000000",53.0,0.0,53.0,34.75,139.0
400,40164,76.0,"0.000000,0.000000,64.000000,76.000000",76.0,0.0,76.0,35.0,140.0
500,50149,55.0,"28.000000,35.000000,32.000000,55.000000",32.0,28.0,55.0,37.5,150.0
600,60126,78.0,"0.000000,78.000000,0.000000,57.000000",78.0,0.0,78.0,33.75,135.0
700,70194,66.0,"58.000000,66.000000,0.000000,0.000000",66.0,0.0,66.0,31.0,124.0
800,80127,75.0,"48.000000,75.000000,0.000000,0.000000",48.0,0.0,75.0,30.75,123.0
900,90195,79.0,"79.000000,0.000000,0.000000,50.000000",79.0,0.0,79.0,32.25,129.0
1000,100121,81.0,"0.000000,26.000000,81.000000,0.000000",81.0,0.0,81.0,26.75,107.0
1100,110165,61.0,"0.000000,61.000000,41.000000,21.000000",41.0,0.0,61.0,30.75,123.0
1200,120188,103.0,"0.000000,0.000000,0.000000,103.000000",103.0,0.0,103.0,25.75,103.0
1300,130157,70.0,"0.000000,0.000000,70.000000,57.000000",70.0,0.0,70.0,31.75,127.0
1400,140195,68.0,"66.000000,0.000000,68.000000,0.000000",66.0,0.0,68.0,33.5,134.0
1500,150183,99.0,"99.000000,0.000000,0.000000,0.000000",99.0,0.0,99.0,24.75,99.0
1600,160125,72.0,"0.000000,71.000000,72.000000,0.000000",72.0,0.0,72.0,35.75,143.0
1700,170103,73.0,"72.000000,0.000000,73.000000,0.000000",72.0,0.0,73.0,36.25,145.0
1800,180138,85.0,"0.000000,85.000000,0.000000,49.000000",85.0,0.0,85.0,33.5,134.0
1900,190146,90.0,"0.000000,90.000000,0.000000,22.000000",90.0,0.0,90.0,28.0,112.0
2000,200102,58.0,"32.000000,58.000000,54.000000,0.000000",58.0,0.0,58.0,36.0,144.0
2100,210148,55.0,"40.000000,0.000000,55.000000,50.000000",50.0,0.0,55.0,36.25,145.0
2200,220126,75.0,"58.000000,75.000000,0.000000,0.000000",75.0,0.0,75.0,33.25,133.0
2300,230104,75.0,"0.000000,0.000000,55.000000,75.000000",75.0,0.0,75.0,32.5,130.0
2400,240111,75.0,"75.000000,0.000000,0.000000,60.000000",75.0,0.0,75.0,33.75,135.0
2500,250166,68.0,"0.000000,68.000000,0.000000,0.000000",68.0,0.0,68.0,17.0,68.0
2600,260184,97.0,"0.000000,0.000000,49.000000,97.000000",97.0,0.0,97.0,36.5,146.0
2700,270165,56.0,"0.000000,50.000000,56.000000,0.000000",56.0,0.0,56.0,26.5,106.0
2800,280146,58.0,"38.000000,17.000000,31.000000,58.000000",17.0,17.0,58.0,36.0,144.0
2900,290172,83.0,"0.000000,0.000000,38.000000,83.000000",83.0,0.0,83.0,30.25,121.0
3000,300169,94.0,"0.000000,34.000000,94.000000,0.000000",94.0,0.0,94.0,32.0,128.0
3100,310116,79.0,"0.000000,0.000000,0.000000,79.000000",79.0,0.0,79.0,19.75,79.0
3200,320106,79.0,"0.000000,60.000000,79.000000,0.000000",60.0,0.0,79.0,34.75,139.0
3300,330127,92.0,"92.000000,0.000000,0.000000,0.000000",92.0,0.0,92.0,23.0,92.0
3400,340174,100.0,"0.000000,100.000000,0.000000,0.000000",100.0,0.0,100.0,25.0,100.0
3500,350111,64.0,"64.000000,0.000000,28.000000,55.000000",64.0,0.0,64.0,36.75,147.0
3600,360174,58.0,"43.000000,58.000000,0.000000,35.000000",58.0,0.0,58.0,34.0,136.0
3700,370157,87.0,"0.000000,17.000000,87.000000,0.000000",87.0,0.0,87.0,26.0,104.0
3800,380125,97.0,"0.000000,7.000000,97.000000,0.000000",97.0,0.0,97.0,26.0,104.0
3900,390189,112.0,"0.000000,0.000000,112.000000,0.000000",112.0,0.0,112.0,28.0,112.0
4000,400183,99.0,"99.000000,0.000000,0.000000,0.000000",99.0,0.0,99.0,24.75,99.0
4100,410196,112.0,"0.000000,0.000000,0.000000,112.000000",112.0,0.0,112.0,28.0,112.0
4200,420154,75.0,"0.000000,75.000000,56.000000,0.000000",75.0,0.0,75.0,32.75,131.0
4300,430189,104.0,"0.000000,0.000000,104.000000,0.000000",104.0,0.0,104.0,26.0,104.0
4400,440122,85.0,"0.000000,85.000000,0.000000,40.000000",85.0,0.0,85.0,31.25,125.0
4500,450196,76.0,"0.000000,0.000000,0.000000,76.000000",76.0,0.0,76.0,19.0,76.0
4600,460192,73.0,"73.000000,0.000000,0.000000,41.000000",41.0,0.0,73.0,28.5,114.0
4700,470186,84.0,"0.000000,84.000000,52.000000,0.000000",84.0,0.0,84.0,34.0,136.0
4800,470186,84.0,"0.000000,84.000000,52.000000,0.000000",84.0,0.0,84.0,34.0,136.0
