generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,161,29.0,"0.000000,0.000000,78.000000,38.000000",78.0,0.0,78.0,29.0,116.0
100,10124,23.75,"0.000000,33.000000,0.000000,62.000000",62.0,0.0,62.0,23.75,95.0
200,20173,34.0,"0.000000,28.000000,63.000000,45.000000",63.0,0.0,63.0,34.0,136.0
300,30134,37.0,"45.000000,69.000000,34.000000,0.000000",69.0,0.0,69.0,37.0,148.0
400,40127,36.25,"44.000000,31.000000,32.000000,38.000000",44.0,31.0,44.0,36.25,145.0
500,50181,34.75,"17.000000,36.000000,54.000000,32.000000",54.0,17.0,54.0,34.75,139.0
600,60105,37.0,"27.000000,51.000000,58.000000,12.000000",58.0,12.0,58.0,37.0,148.0
700,70165,35.5,"34.000000,10.000000,44.000000,54.000000",44.0,10.0,54.0,35.5,142.0
800,80176,32.75,"17.000000,35.000000,26.000000,53.000000",53.0,17.0,53.0,32.75,131.0
900,90152,32.0,"24.000000,0.000000,42.000000,62.000000",62.0,0.0,62.0,32.0,128.0
1000,100160,37.25,"48.000000,40.000000,26.000000,35.000000",35.0,26.0,48.0,37.25,149.0
1100,110145,31.5,"0.000000,29.000000,45.000000,52.000000",45.0,0.0,52.0,31.5,126.0
1200,120153,33.0,"29.000000,47.000000,41.000000,15.000000",41.0,15.0,47.0,33.0,132.0
1300,130126,31.25,"75.000000,0.000000,45.000000,5.000000",0.0,0.0,75.0,31.25,125.0
1400,140131,34.5,"42.000000,60.000000,0.000000,36.000000",42.0,0.0,60.0,34.5,138.0
1500,150108,35.0,"22.000000,42.000000,37.000000,39.000000",39.0,22.0,42.0,35.0,140.0
1600,160140,32.75,"0.000000,60.000000,31.000000,40.000000",40.0,0.0,60.0,32.75,131.0
1700,170122,33.75,"46.000000,28.000000,27.000000,34.000000",28.0,27.0,46.0,33.75,135.0
1800,180146,33.0,"0.000000,57.000000,29.000000,46.000000",57.0,0.0,57.0,33.0,132.0
1900,190107,37.0,"45.000000,25.000000,44.000000,34.000000",45.0,25.0,45.0,37.0,148.0
2000,200158,35.25,"18.000000,27.000000,54.000000,42.000000",27.0,18.0,54.0,35.25,141.0
2100,210101,35.5,"24.000000,53.000000,26.000000,39.000000",26.0,24.0,53.0,35.5,142.0
2200,220179,35.75,"47.000000,19.000000,46.000000,31.000000",47.0,19.0,47.0,35.75,143.0
2300,230154,35.5,"26.000000,43.000000,37.000000,36.000000",43.0,26.0,43.0,35.5,142.0
2400,240199,34.0,"32.000000,18.000000,46.000000,40.000000",32.0,18.0,46.0,34.0,136.0
2500,250145,34.75,"44.000000,54.000000,41.000000,0.000000",41.0,0.0,54.0,34.75,139.0
2600,260170,37.0,"57.000000,21.000000,36.000000,34.000000",21.0,21.0,57.0,37.0,148.0
2700,270123,32.75,"58.000000,30.000000,43.000000,0.000000",58.0,0.0,58.0,32.75,131.0
2800,280198,19.5,"37.000000,41.000000,0.000000,0.000000",41.0,0.0,41.0,19.5,78.0
2900,290104,31.25,"0.000000,58.000000,16.000000,51.000000",51.0,0.0,58.0,31.25,125.0
3000,300128,37.0,"31.000000,47.000000,33.000000,37.000000",37.0,31.0,47.0,37.0,148.0
3100,310184,36.25,"21.000000,35.000000,47.000000,42.000000",42.0,21.0,47.0,36.25,145.0
3200,320166,36.75,"49.000000,27.000000,34.000000,37.000000",27.0,27.0,49.0,36.75,147.0
3300,330186,34.75,"45.000000,53.000000,41.000000,0.000000",53.0,0.0,53.0,34.75,139.0
3400,340178,34.0,"63.000000,43.000000,30.000000,0.000000",43.0,0.0,63.0,34.0,136.0
3500,350115,36.75,"45.000000,38.000000,38.000000,26.000000",45.0,26.0,45.0,36.75,147.0
3600,360143,33.0,"32.000000,48.000000,16.000000,36.000000",32.0,16.0,48.0,33.0,132.0
3700,370130,35.75,"0.000000,41.000000,43.000000,59.000000",41.0,0.0,59.0,35.75,143.0
3800,380170,36.25,"30.000000,40.000000,32.000000,43.000000",40.0,30.0,43.0,36.25,145.0
3900,390144,37.25,"28.000000,34.000000,51.000000,36.000000",36.0,28.0,51.0,37.25,149.0
4000,400112,35.25,"40.000000,29.000000,41.000000,31.000000",31.0,29.0,41.0,35.25,141.0
4100,410141,37.25,"0.000000,29.000000,68.000000,52.000000",68.0,0.0,68.0,37.25,149.0
4200,420135,37.25,"62.000000,0.000000,47.000000,40.000000",62.0,0.0,62.0,37.25,149.0
4300,430162,35.0,"42.000000,54.000000,10.000000,34.000000",54.0,10.0,54.0,35.0,140.0
4400,440101,35.25,"78.000000,0.000000,24.000000,39.000000",24.0,0.0,78.0,35.25,141.0
4500,450100,35.5,"42.000000,45.000000,28.000000,27.000000",27.0,27.0,45.0,35.5,142.0
4600,460152,35.0,"0.000000,42.000000,38.000000,60.000000",60.0,0.0,60.0,35.0,140.0
4700,470121,35.5,"6.000000,26.000000,54.000000,56.000000",54.0,6.0,56.0,35.5,142.0
4800,480105,32.0,"0.000000,50.000000,78.000000,0.000000",78.0,0.0,78.0,32.0,128.0
