generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,135,34.25,"27.000000,41.000000,32.000000,37.000000",34.25,27.0,41.0,34.25,137.0
100,10151,36.25,"38.000000,22.000000,42.000000,43.000000",36.25,22.0,43.0,36.25,145.0
200,20118,37.0,"33.000000,42.000000,53.000000,20.000000",37.0,20.0,53.0,37.0,148.0
300,30183,36.5,"43.000000,24.000000,45.000000,34.000000",36.5,24.0,45.0,36.5,146.0
400,40154,37.5,"21.000000,39.000000,41.000000,49.000000",37.5,21.0,49.0,37.5,150.0
500,50198,35.5,"37.000000,44.000000,44.000000,17.000000",35.5,17.0,44.0,35.5,142.0
600,60194,35.25,"23.000000,36.000000,33.000000,49.000000",35.25,23.0,49.0,35.25,141.0
700,70103,37.25,"37.000000,46.000000,39.000000,27.000000",37.25,27.0,46.0,37.25,149.0
800,80179,36.25,"43.000000,41.000000,35.000000,26.000000",36.25,26.0,43.0,36.25,145.0
900,90133,36.25,"34.000000,33.000000,35.000000,43.000000",36.25,33.0,43.0,36.25,145.0
1000,100187,35.25,"40.000000,28.000000,45.000000,28.000000",35.25,28.0,45.0,35.25,141.0
1100,110155,37.0,"33.000000,44.000000,43.000000,28.000000",37.0,28.0,44.0,37.0,148.0
1200,120180,37.25,"29.000000,48.000000,41.000000,31.000000",37.25,29.0,48.0,37.25,149.0
1300,130156,36.25,"31.000000,30.000000,52.000000,32.000000",36.25,30.0,52.0,36.25,145.0
1400,140165,38.5,"35.000000,49.000000,30.000000,40.000000",38.5,30.0,49.0,38.5,154.0
1500,150121,36.25,"42.000000,32.000000,40.000000,31.000000",36.25,31.0,42.0,36.25,145.0
1600,160104,37.5,"32.000000,43.000000,46.000000,29.000000",37.5,29.0,46.0,37.5,150.0
1700,170121,35.5,"51.000000,19.000000,27.000000,45.000000",35.5,19.0,51.0,35.5,142.0
1800,180172,37.25,"28.000000,43.000000,32.000000,46.000000",37.25,28.0,46.0,37.25,149.0
1900,190133,36.25,"35.000000,41.000000,36.000000,33.000000",36.25,33.0,41.0,36.25,145.0
2000,200177,36.0,"29.000000,42.000000,36.000000,37.000000",36.0,29.0,42.0,36.0,144.0
2100,210191,36.25,"34.000000,27.000000,43.000000,41.000000",36.25,27.0,43.0,36.25,145.0
2200,220155,37.25,"25.000000,36.000000,36.000000,52.000000",37.25,25.0,52.0,37.25,149.0
2300,230124,36.5,"33.000000,31.000000,31.000000,51.000000",36.5,31.0,51.0,36.5,146.0
2400,240110,35.75,"39.000000,33.000000,37.000000,34.000000",35.75,33.0,39.0,35.75,143.0
2500,250140,35.0,"39.000000,37.000000,27.000000,37.000000",35.0,27.0,39.0,35.0,140.0
2600,260142,37.25,"34.000000,52.000000,39.000000,24.000000",37.25,24.0,52.0,37.25,149.0
2700,270157,37.0,"20.000000,34.000000,28.000000,66.000000",37.0,20.0,66.0,37.0,148.0
2800,280178,36.25,"26.000000,43.000000,32.000000,44.000000",36.25,26.0,44.0,36.25,145.0
2900,290144,35.5,"49.000000,33.000000,35.000000,25.000000",35.5,25.0,49.0,35.5,142.0
3000,300151,35.75,"31.000000,41.000000,36.000000,35.000000",35.75,31.0,41.0,35.75,143.0
3100,310125,37.25,"44.000000,35.000000,43.000000,27.000000",37.25,27.0,44.0,37.25,149.0
3200,320165,36.75,"42.000000,23.000000,39.000000,43.000000",36.75,23.0,43.0,36.75,147.0
3300,330199,38.0,"16.000000,59.000000,37.000000,40.000000",38.0,16.0,59.0,38.0,152.0
3400,340172,37.75,"58.000000,22.000000,22.000000,49.000000",37.75,22.0,58.0,37.75,151.0
3500,350129,36.75,"44.000000,27.000000,33.000000,43.000000",36.75,27.0,44.0,36.75,147.0
3600,360163,37.25,"39.000000,29.000000,34.000000,47.000000",37.25,29.0,47.0,37.25,149.0
3700,370176,37.0,"49.000000,35.000000,47.000000,17.000000",37.0,17.0,49.0,37.0,148.0
3800,380146,36.75,"37.000000,37.000000,33.000000,40.000000",36.75,33.0,40.0,36.75,147.0
3900,390199,38.75,"42.000000,38.000000,45.000000,30.000000",38.75,30.0,45.0,38.75,155.0
4000,400105,36.75,"41.000000,34.000000,34.000000,38.000000",36.75,34.0,41.0,36.75,147.0
4100,410107,36.0,"46.000000,29.000000,37.000000,32.000000",36.0,29.0,46.0,36.0,144.0
4200,420194,35.5,"36.000000,40.000000,38.000000,28.000000",35.5,28.0,40.0,35.5,142.0
4300,430133,37.5,"50.000000,30.000000,50.000000,20.000000",37.5,20.0,50.0,37.5,150.0
4400,440189,36.75,"31.000000,33.000000,37.000000,46.000000",36.75,31.0,46.0,36.75,147.0
4500,450112,36.5,"26.000000,53.000000,33.000000,34.000000",36.5,26.0,53.0,36.5,146.0
4600,460115,38.0,"51.000000,34.000000,24.000000,43.000000",38.0,24.0,51.0,38.0,152.0
4700,470142,37.5,"27.000000,49.000000,27.000000,47.000000",37.5,27.0,49.0,37.5,150.0
4800,480148,36.0,"40.000000,23.000000,54.000000,27.000000",36.0,23.0,54.0,36.0,144.0
