generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,132,37.5,"52.000000,38.000000,29.000000,31.000000",37.5,29.0,52.0,37.5,150.0
100,10176,36.75,"33.000000,47.000000,33.000000,34.000000",36.75,33.0,47.0,36.75,147.0
200,20183,36.25,"40.000000,53.000000,16.000000,36.000000",36.25,16.0,53.0,36.25,145.0
300,30142,36.5,"43.000000,32.000000,31.000000,40.000000",36.5,31.0,43.0,36.5,146.0
400,40108,36.75,"40.000000,30.000000,48.000000,29.000000",36.75,29.0,48.0,36.75,147.0
500,50192,38.25,"26.000000,52.000000,38.000000,37.000000",38.25,26.0,52.0,38.25,153.0
600,60102,36.25,"38.000000,51.000000,28.000000,28.000000",36.25,28.0,51.0,36.25,145.0
700,70178,36.0,"38.000000,36.000000,40.000000,30.000000",36.0,30.0,40.0,36.0,144.0
800,80131,36.0,"35.000000,44.000000,36.000000,29.000000",36.0,29.0,44.0,36.0,144.0
900,90151,36.0,"41.000000,21.000000,36.000000,46.000000",36.0,21.0,46.0,36.0,144.0
1000,100160,37.5,"49.000000,25.000000,46.000000,30.000000",37.5,25.0,49.0,37.5,150.0
1100,110177,37.0,"21.000000,34.000000,38.000000,55.000000",37.0,21.0,55.0,37.0,148.0
1200,120138,36.5,"38.000000,37.000000,35.000000,36.000000",36.5,35.0,38.0,36.5,146.0
1300,130161,32.5,"38.000000,40.000000,37.000000,15.000000",32.5,15.0,40.0,32.5,130.0
1400,140197,36.0,"39.000000,41.000000,27.000000,37.000000",36.0,27.0,41.0,36.0,144.0
1500,150137,37.5,"34.000000,26.000000,43.000000,47.000000",37.5,26.0,47.0,37.5,150.0
1600,160194,36.0,"29.000000,39.000000,26.000000,50.000000",36.0,26.0,50.0,36.0,144.0
1700,170121,38.0,"49.000000,40.000000,29.000000,34.000000",38.0,29.0,49.0,38.0,152.0
1800,180181,37.5,"49.000000,34.000000,31.000000,36.000000",37.5,31.0,49.0,37.5,150.0
1900,190161,35.75,"35.000000,40.000000,37.000000,31.000000",35.75,31.0,40.0,35.75,143.0
2000,200103,34.5,"30.000000,33.000000,38.000000,37.000000",34.5,30.0,38.0,34.5,138.0
2100,210155,37.75,"36.000000,36.000000,43.000000,36.000000",37.75,36.0,43.0,37.75,151.0
2200,220187,35.75,"30.000000,41.000000,34.000000,38.000000",35.75,30.0,41.0,35.75,143.0
2300,230159,36.25,"54.000000,35.000000,34.000000,22.000000",36.25,22.0,54.0,36.25,145.0
2400,240113,36.0,"29.000000,38.000000,23.000000,54.000000",36.0,23.0,54.0,36.0,144.0
2500,250146,37.5,"27.000000,37.000000,58.000000,28.000000",37.5,27.0,58.0,37.5,150.0
2600,260184,36.75,"55.000000,28.000000,22.000000,42.000000",36.75,22.0,55.0,36.75,147.0
2700,270161,31.0,"31.000000,29.000000,41.000000,23.000000",31.0,23.0,41.0,31.0,124.0
2800,280153,37.0,"28.000000,37.000000,41.000000,42.000000",37.0,28.0,42.0,37.0,148.0
2900,290116,37.0,"31.000000,42.000000,43.000000,32.000000",37.0,31.0,43.0,37.0,148.0
3000,300162,36.5,"23.000000,48.000000,39.000000,36.000000",36.5,23.0,48.0,36.5,146.0
3100,310192,36.75,"39.000000,33.000000,54.000000,21.000000",36.75,21.0,54.0,36.75,147.0
3200,320170,36.75,"37.000000,39.000000,41.000000,30.000000",36.75,30.0,41.0,36.75,147.0
3300,330139,35.75,"48.000000,33.000000,29.000000,33.000000",35.75,29.0,48.0,35.75,143.0
3400,340167,32.25,"12.000000,32.000000,50.000000,35.000000",32.25,12.0,50.0,32.25,129.0
3500,350179,37.25,"40.000000,26.000000,45.000000,38.000000",37.25,26.0,45.0,37.25,149.0
3600,360131,35.75,"47.000000,22.000000,35.000000,39.000000",35.75,22.0,47.0,35.75,143.0
3700,370124,37.5,"45.000000,25.000000,35.000000,45.000000",37.5,25.0,45.0,37.5,150.0
3800,380142,36.5,"43.000000,21.000000,44.000000,38.000000",36.5,21.0,44.0,36.5,146.0
3900,390130,36.75,"53.000000,26.000000,27.000000,41.000000",36.75,26.0,53.0,36.75,147.0
4000,400101,37.75,"25.000000,25.000000,47.000000,54.000000",37.75,25.0,54.0,37.75,151.0
4100,410193,36.5,"24.000000,41.000000,20.000000,61.000000",36.5,20.0,61.0,36.5,146.0
4200,420177,37.5,"51.000000,21.000000,48.000000,30.000000",37.5,21.0,51.0,37.5,150.0
4300,430124,37.0,"26.000000,47.000000,27.000000,48.000000",37.0,26.0,48.0,37.0,148.0
4400,440101,35.75,"30.000000,29.000000,39.000000,45.000000",35.75,29.0,45.0,35.75,143.0
4500,450185,35.25,"46.000000,28.000000,27.000000,40.000000",35.25,27.0,46.0,35.25,141.0
4600,460149,37.0,"43.000000,31.000000,33.000000,41.000000",37.0,31.0,43.0,37.0,148.0
4700,470188,34.0,"26.000000,29.000000,46.000000,35.000000",34.0,26.0,46.0,34.0,136.0
4800,470188,34.0,"26.000000,29.000000,46.000000,35.000000",34.0,26.0,46.0,34.0,136.0
