generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,196,31.0,"31.000000,31.000000,46.000000,40.000000",31.0,31.0,46.0,37.0,148.0
100,10114,32.0,"33.000000,46.000000,32.000000,34.000000",32.0,32.0,46.0,36.25,145.0
200,20103,22.0,"51.000000,40.000000,35.000000,22.000000",22.0,22.0,51.0,37.0,148.0
300,30176,24.0,"24.000000,40.000000,42.000000,35.000000",24.0,24.0,42.0,35.25,141.0
400,40171,32.0,"32.000000,38.000000,39.000000,35.000000",32.0,32.0,39.0,36.0,144.0
500,50132,18.0,"48.000000,31.000000,18.000000,48.000000",18.0,18.0,48.0,36.25,145.0
600,60105,32.0,"45.000000,33.000000,41.000000,32.000000",32.0,32.0,45.0,37.75,151.0
700,70154,23.0,"59.000000,32.000000,23.000000,31.000000",23.0,23.0,59.0,36.25,145.0
800,80114,29.0,"31.000000,49.000000,41.000000,29.000000",29.0,29.0,49.0,37.5,150.0
900,90102,32.0,"45.000000,34.000000,38.000000,32.000000",32.0,32.0,45.0,37.25,149.0
1000,100178,29.0,"29.000000,33.000000,36.000000,48.000000",29.0,29.0,48.0,36.5,146.0
1100,110175,28.0,"28.000000,48.000000,28.000000,44.000000",28.0,28.0,48.0,37.0,148.0
1200,120152,32.0,"38.000000,46.000000,37.000000,32.000000",32.0,32.0,46.0,38.25,153.0
1300,130157,22.0,"31.000000,44.000000,49.000000,22.000000",22.0,22.0,49.0,36.5,146.0
1400,140120,27.0,"52.000000,28.000000,39.000000,27.000000",27.0,27.0,52.0,36.5,146.0
1500,150156,33.0,"34.000000,44.000000,33.000000,35.000000",33.0,33.0,44.0,36.5,146.0
1600,160123,16.0,"41.000000,16.000000,51.000000,40.000000",16.0,16.0,51.0,37.0,148.0
1700,170140,14.0,"14.000000,38.000000,33.000000,51.000000",14.0,14.0,51.0,34.0,136.0
1800,180119,26.0,"34.000000,26.000000,42.000000,47.000000",26.0,26.0,47.0,37.25,149.0
1900,190100,23.0,"52.000000,23.000000,32.000000,45.000000",23.0,23.0,52.0,38.0,152.0
2000,200123,23.0,"25.000000,48.000000,23.000000,50.000000",23.0,23.0,50.0,36.5,146.0
2100,210115,26.0,"37.000000,42.000000,26.000000,46.000000",26.0,26.0,46.0,37.75,151.0
2200,220127,28.0,"28.000000,30.000000,43.000000,48.000000",28.0,28.0,48.0,37.25,149.0
2300,230182,17.0,"17.000000,48.000000,30.000000,53.000000",17.0,17.0,53.0,37.0,148.0
2400,240146,34.0,"34.000000,45.000000,38.000000,35.000000",34.0,34.0,45.0,38.0,152.0
2500,250100,34.0,"39.000000,39.000000,37.000000,34.000000",34.0,34.0,39.0,37.25,149.0
2600,260183,34.0,"34.000000,40.000000,35.000000,38.000000",34.0,34.0,40.0,36.75,147.0
2700,270164,35.0,"35.000000,42.000000,35.000000,35.000000",35.0,35.0,42.0,36.75,147.0
2800,280108,33.0,"40.000000,36.000000,33.000000,36.000000",33.0,33.0,40.0,36.25,145.0
2900,290124,35.0,"36.000000,36.000000,41.000000,35.000000",35.0,35.0,41.0,37.0,148.0
3000,300145,35.0,"37.000000,39.000000,39.000000,35.000000",35.0,35.0,39.0,37.5,150.0
3100,310147,29.0,"29.000000,31.000000,39.000000,36.000000",29.0,29.0,39.0,33.75,135.0
3200,320193,31.0,"31.000000,33.000000,31.000000,36.000000",31.0,31.0,36.0,32.75,131.0
3300,330198,31.0,"40.000000,35.000000,31.000000,32.000000",31.0,31.0,40.0,34.5,138.0
3400,340191,34.0,"37.000000,34.000000,37.000000,37.000000",34.0,34.0,37.0,36.25,145.0
3500,350173,30.0,"37.000000,41.000000,41.000000,30.000000",30.0,30.0,41.0,37.25,149.0
3600,360113,34.0,"36.000000,37.000000,34.000000,34.000000",34.0,34.0,37.0,35.25,141.0
3700,370139,31.0,"35.000000,31.000000,34.000000,37.000000",31.0,31.0,37.0,34.25,137.0
3800,380178,35.0,"36.000000,35.000000,38.000000,39.000000",35.0,35.0,39.0,37.0,148.0
3900,390190,32.0,"33.000000,35.000000,36.000000,32.000000",32.0,32.0,36.0,34.0,136.0
4000,400153,34.0,"40.000000,39.000000,34.000000,35.000000",34.0,34.0,40.0,37.0,148.0
4100,410188,34.0,"34.000000,38.000000,34.000000,37.000000",34.0,34.0,38.0,35.75,143.0
4200,420138,32.0,"32.000000,39.000000,38.000000,41.000000",32.0,32.0,41.0,37.5,150.0
4300,430145,35.0,"35.000000,40.000000,36.000000,38.000000",35.0,35.0,40.0,37.25,149.0
4400,440131,32.0,"40.000000,42.000000,36.000000,32.000000",32.0,32.0,42.0,37.5,150.0
4500,450184,35.0,"35.000000,38.000000,39.000000,36.000000",35.0,35.0,39.0,37.0,148.0
4600,460158,27.0,"33.000000,35.000000,31.000000,27.000000",27.0,27.0,35.0,31.5,126.0
4700,470181,35.0,"36.000000,40.000000,35.000000,37.000000",35.0,35.0,40.0,37.0,148.0
4800,480128,36.0,"39.000000,39.000000,37.000000,36.000000",36.0,36.0,39.0,37.75,151.0
