generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,144,36.25,"45.000000,39.000000,29.000000,32.000000",36.25,29.0,45.0,36.25,145.0
100,10196,37.25,"38.000000,27.000000,56.000000,28.000000",37.25,27.0,56.0,37.25,149.0
200,20141,34.5,"41.000000,48.000000,15.000000,34.000000",34.5,15.0,48.0,34.5,138.0
300,30193,37.25,"52.000000,34.000000,40.000000,23.000000",37.25,23.0,52.0,37.25,149.0
400,40191,36.75,"57.000000,34.000000,39.000000,17.000000",36.75,17.0,57.0,36.75,147.0
500,50114,36.75,"40.000000,37.000000,36.000000,34.000000",36.75,34.0,40.0,36.75,147.0
600,60153,37.0,"26.000000,45.000000,34.000000,43.000000",37.0,26.0,45.0,37.0,148.0
700,70113,36.25,"21.000000,37.000000,42.000000,45.000000",36.25,21.0,45.0,36.25,145.0
800,80148,36.25,"44.000000,38.000000,31.000000,32.000000",36.25,31.0,44.0,36.25,145.0
900,90136,35.75,"41.000000,22.000000,38.000000,42.000000",35.75,22.0,42.0,35.75,143.0
1000,100135,36.0,"38.000000,33.000000,47.000000,26.000000",36.0,26.0,47.0,36.0,144.0
1100,110182,37.5,"44.000000,40.000000,33.000000,33.000000",37.5,33.0,44.0,37.5,150.0
1200,120191,36.0,"28.000000,44.000000,25.000000,47.000000",36.0,25.0,47.0,36.0,144.0
1300,130133,37.25,"42.000000,39.000000,38.000000,30.000000",37.25,30.0,42.0,37.25,149.0
1400,140124,36.75,"40.000000,46.000000,27.000000,34.000000",36.75,27.0,46.0,36.75,147.0
1500,150140,37.0,"33.000000,39.000000,26.000000,50.000000",37.0,26.0,50.0,37.0,148.0
1600,160163,37.0,"49.000000,15.000000,27.000000,57.000000",37.0,15.0,57.0,37.0,148.0
1700,170106,36.25,"37.000000,20.000000,36.000000,52.000000",36.25,20.0,52.0,36.25,145.0
1800,180132,35.5,"34.000000,45.000000,18.000000,45.000000",35.5,18.0,45.0,35.5,142.0
1900,190102,37.25,"27.000000,25.000000,50.000000,47.000000",37.25,25.0,50.0,37.25,149.0
2000,200122,36.0,"39.000000,27.000000,38.000000,40.000000",36.0,27.0,40.0,36.0,144.0
2100,210156,36.5,"37.000000,24.000000,40.000000,45.000000",36.5,24.0,45.0,36.5,146.0
2200,220158,34.75,"32.000000,31.000000,41.000000,35.000000",34.75,31.0,41.0,34.75,139.0
2300,230155,34.0,"28.000000,36.000000,37.000000,35.000000",34.0,28.0,37.0,34.0,136.0
2400,240169,36.5,"35.000000,46.000000,34.000000,31.000000",36.5,31.0,46.0,36.5,146.0
2500,250126,36.5,"35.000000,34.000000,44.000000,33.000000",36.5,33.0,44.0,36.5,146.0
2600,260100,37.5,"31.000000,28.000000,47.000000,44.000000",37.5,28.0,47.0,37.5,150.0
2700,270122,35.5,"40.000000,39.000000,26.000000,37.000000",35.5,26.0,40.0,35.5,142.0
2800,280152,37.5,"53.000000,23.000000,34.000000,40.000000",37.5,23.0,53.0,37.5,150.0
2900,290147,36.0,"44.000000,24.000000,37.000000,39.000000",36.0,24.0,44.0,36.0,144.0
3000,300120,37.0,"28.000000,49.000000,35.000000,36.000000",37.0,28.0,49.0,37.0,148.0
3100,310171,36.0,"42.000000,45.000000,42.000000,15.000000",36.0,15.0,45.0,36.0,144.0
3200,320126,35.25,"48.000000,23.000000,37.000000,33.000000",35.25,23.0,48.0,35.25,141.0
3300,330192,36.25,"41.000000,34.000000,34.000000,36.000000",36.25,34.0,41.0,36.25,145.0
3400,340178,37.0,"58.000000,33.000000,33.000000,24.000000",37.0,24.0,58.0,37.0,148.0
3500,350118,34.0,"53.000000,29.000000,31.000000,23.000000",34.0,23.0,53.0,34.0,136.0
3600,360125,35.75,"38.000000,39.000000,14.000000,52.000000",35.75,14.0,52.0,35.75,143.0
3700,370198,30.0,"39.000000,26.000000,17.000000,38.000000",30.0,17.0,39.0,30.0,120.0
3800,380129,34.25,"45.000000,30.000000,15.000000,47.000000",34.25,15.0,47.0,34.25,137.0
3900,390159,36.75,"50.000000,38.000000,21.000000,38.000000",36.75,21.0,50.0,36.75,147.0
4000,400156,35.5,"49.000000,37.000000,31.000000,25.000000",35.5,25.0,49.0,35.5,142.0
4100,410142,35.75,"40.000000,33.000000,33.000000,37.000000",35.75,33.0,40.0,35.75,143.0
4200,420111,36.5,"34.000000,33.000000,36.000000,43.000000",36.5,33.0,43.0,36.5,146.0
4300,430114,37.0,"25.000000,28.000000,48.000000,47.000000",37.0,25.0,48.0,37.0,148.0
4400,440122,36.5,"31.000000,41.000000,31.000000,43.000000",36.5,31.0,43.0,36.5,146.0
4500,450197,37.0,"44.000000,46.000000,30.000000,28.000000",37.0,28.0,46.0,37.0,148.0
4600,460191,36.0,"20.000000,38.000000,39.000000,47.000000",36.0,20.0,47.0,36.0,144.0
4700,470182,37.25,"54.000000,33.000000,23.000000,39.000000",37.25,23.0,54.0,37.25,149.0
4800,470182,37.25,"54.000000,33.000000,23.000000,39.000000",37.25,23.0,54.0,37.25,149.0
