generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,122,37.5,"28.000000,38.000000,56.000000,28.000000",37.5,28.0,56.0,37.5,150.0
100,10112,33.0,"27.000000,33.000000,33.000000,39.000000",33.0,27.0,39.0,33.0,132.0
200,20190,37.25,"47.000000,27.000000,40.000000,35.000000",37.25,27.0,47.0,37.25,149.0
300,30146,35.5,"42.000000,27.000000,60.000000,13.000000",35.5,13.0,60.0,35.5,142.0
400,40195,36.0,"21.000000,31.000000,29.000000,63.000000",36.0,21.0,63.0,36.0,144.0
500,50184,36.75,"32.000000,42.000000,35.000000,38.000000",36.75,32.0,42.0,36.75,147.0
600,60160,36.75,"33.000000,47.000000,37.000000,30.000000",36.75,30.0,47.0,36.75,147.0
700,70118,36.5,"41.000000,46.000000,26.000000,33.000000",36.5,26.0,46.0,36.5,146.0
800,80188,37.0,"30.000000,43.000000,34.000000,41.000000",37.0,30.0,43.0,37.0,148.0
900,90165,36.25,"58.000000,34.000000,32.000000,21.000000",36.25,21.0,58.0,36.25,145.0
1000,100153,35.75,"55.000000,28.000000,28.000000,32.000000",35.75,28.0,55.0,35.75,143.0
1100,110176,35.0,"47.000000,32.000000,30.000000,31.000000",35.0,30.0,47.0,35.0,140.0
1200,120129,36.75,"51.000000,37.000000,34.000000,25.000000",36.75,25.0,51.0,36.75,147.0
1300,130169,37.25,"39.000000,25.000000,49.000000,36.000000",37.25,25.0,49.0,37.25,149.0
1400,140119,37.0,"59.000000,21.000000,41.000000,27.000000",37.0,21.0,59.0,37.0,148.0
1500,150153,35.75,"22.000000,37.000000,48.000000,36.000000",35.75,22.0,48.0,35.75,143.0
1600,160182,37.5,"35.000000,38.000000,42.000000,35.000000",37.5,35.0,42.0,37.5,150.0
1700,170168,36.75,"42.000000,24.000000,34.000000,47.000000",36.75,24.0,47.0,36.75,147.0
1800,180120,37.0,"54.000000,12.000000,53.000000,29.000000",37.0,12.0,54.0,37.0,148.0
1900,190158,34.0,"36.000000,25.000000,25.000000,50.000000",34.0,25.0,50.0,34.0,136.0
2000,200143,34.5,"30.000000,46.000000,37.000000,25.000000",34.5,25.0,46.0,34.5,138.0
2100,210109,37.5,"29.000000,41.000000,34.000000,46.000000",37.5,29.0,46.0,37.5,150.0
2200,220129,37.5,"31.000000,42.000000,39.000000,38.000000",37.5,31.0,42.0,37.5,150.0
2300,230191,36.25,"20.000000,48.000000,28.000000,49.000000",36.25,20.0,49.0,36.25,145.0
2400,240114,34.25,"41.000000,42.000000,39.000000,15.000000",34.25,15.0,42.0,34.25,137.0
2500,250186,36.0,"32.000000,46.000000,36.000000,30.000000",36.0,30.0,46.0,36.0,144.0
2600,260125,37.75,"39.000000,42.000000,33.000000,37.000000",37.75,33.0,42.0,37.75,151.0
2700,270102,36.75,"19.000000,37.000000,45.000000,46.000000",36.75,19.0,46.0,36.75,147.0
2800,280124,35.0,"27.000000,41.000000,27.000000,45.000000",35.0,27.0,45.0,35.0,140.0
2900,290145,36.75,"30.000000,17.000000,56.000000,44.000000",36.75,17.0,56.0,36.75,147.0
3000,300135,35.5,"32.000000,38.000000,36.000000,36.000000",35.5,32.0,38.0,35.5,142.0
3100,310183,35.5,"44.000000,29.000000,36.000000,33.000000",35.5,29.0,44.0,35.5,142.0
3200,320101,37.25,"36.000000,35.000000,41.000000,37.000000",37.25,35.0,41.0,37.25,149.0
3300,330178,37.75,"43.000000,37.000000,32.000000,39.000000",37.75,32.0,43.0,37.75,151.0
3400,340150,36.75,"50.000000,19.000000,39.000000,39.000000",36.75,19.0,50.0,36.75,147.0
3500,350142,36.5,"33.000000,58.000000,27.000000,28.000000",36.5,27.0,58.0,36.5,146.0
3600,360105,37.0,"55.000000,31.000000,24.000000,38.000000",37.0,24.0,55.0,37.0,148.0
3700,370171,36.75,"23.000000,34.000000,43.000000,47.000000",36.75,23.0,47.0,36.75,147.0
3800,380121,36.5,"31.000000,46.000000,23.000000,46.000000",36.5,23.0,46.0,36.5,146.0
3900,390151,37.5,"29.000000,33.000000,38.000000,50.000000",37.5,29.0,50.0,37.5,150.0
4000,400179,36.75,"47.000000,36.000000,38.000000,26.000000",36.75,26.0,47.0,36.75,147.0
4100,410155,36.5,"30.000000,33.000000,43.000000,40.000000",36.5,30.0,43.0,36.5,146.0
4200,420168,36.75,"41.000000,33.000000,44.000000,29.000000",36.75,29.0,44.0,36.75,147.0
4300,430142,37.25,"36.000000,39.000000,32.000000,42.000000",37.25,32.0,42.0,37.25,149.0
4400,440117,36.75,"29.000000,29.000000,43.000000,46.000000",36.75,29.0,46.0,36.75,147.0
4500,450158,37.0,"40.000000,45.000000,27.000000,36.000000",37.0,27.0,45.0,37.0,148.0
4600,460148,37.25,"34.000000,51.000000,31.000000,33.000000",37.25,31.0,51.0,37.25,149.0
4700,470128,36.75,"47.000000,41.000000,25.000000,34.000000",36.75,25.0,47.0,36.75,147.0
4800,470128,36.75,"47.000000,41.000000,25.000000,34.000000",36.75,25.0,47.0,36.75,147.0
