generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,141,25.5,"1.000000,0.000000,101.000000,0.000000",101.0,0.0,101.0,25.5,102.0
100,10154,35.5,"39.000000,45.000000,25.000000,33.000000",45.0,25.0,45.0,35.5,142.0
200,20164,36.5,"46.000000,24.000000,38.000000,38.000000",38.0,24.0,46.0,36.5,146.0
300,30100,32.0,"42.000000,0.000000,24.000000,62.000000",62.0,0.0,62.0,32.0,128.0
400,40131,36.0,"42.000000,20.000000,39.000000,43.000000",42.0,20.0,43.0,36.0,144.0
500,50180,33.25,"58.000000,0.000000,37.000000,38.000000",38.0,0.0,58.0,33.25,133.0
600,60169,37.0,"48.000000,36.000000,37.000000,27.000000",37.0,27.0,48.0,37.0,148.0
700,70194,34.5,"0.000000,48.000000,90.000000,0.000000",48.0,0.0,90.0,34.5,138.0
800,80105,35.25,"36.000000,31.000000,26.000000,48.000000",26.0,26.0,48.0,35.25,141.0
900,90127,31.5,"30.000000,0.000000,70.000000,26.000000",30.0,0.0,70.0,31.5,126.0
1000,100180,36.25,"37.000000,43.000000,34.000000,31.000000",31.0,31.0,43.0,36.25,145.0
1100,110192,36.0,"58.000000,13.000000,34.000000,39.000000",39.0,13.0,58.0,36.0,144.0
1200,120166,31.0,"42.000000,51.000000,0.000000,31.000000",51.0,0.0,51.0,31.0,124.0
1300,130142,36.0,"30.000000,58.000000,56.000000,0.000000",58.0,0.0,58.0,36.0,144.0
1400,140145,31.5,"42.000000,13.000000,48.000000,23.000000",48.0,13.0,48.0,31.5,126.0
1500,150168,35.25,"37.000000,23.000000,27.000000,54.000000",54.0,23.0,54.0,35.25,141.0
1600,160137,25.0,"0.000000,0.000000,54.000000,46.000000",54.0,0.0,54.0,25.0,100.0
1700,170107,29.0,"43.000000,50.000000,23.000000,0.000000",43.0,0.0,50.0,29.0,116.0
1800,180107,36.25,"51.000000,33.000000,36.000000,25.000000",51.0,25.0,51.0,36.25,145.0
1900,190185,32.0,"18.000000,0.000000,39.000000,71.000000",39.0,0.0,71.0,32.0,128.0
2000,200109,34.5,"31.000000,40.000000,32.000000,35.000000",32.0,31.0,40.0,34.5,138.0
2100,210158,33.5,"0.000000,39.000000,49.000000,46.000000",39.0,0.0,49.0,33.5,134.0
2200,220147,31.5,"38.000000,23.000000,38.000000,27.000000",38.0,23.0,38.0,31.5,126.0
2300,230106,34.75,"14.000000,40.000000,39.000000,46.000000",40.0,14.0,46.0,34.75,139.0
2400,240171,35.75,"32.000000,23.000000,38.000000,50.000000",32.0,23.0,50.0,35.75,143.0
2500,250112,36.25,"30.000000,42.000000,38.000000,35.000000",35.0,30.0,42.0,36.25,145.0
2600,260173,31.0,"37.000000,33.000000,54.000000,0.000000",54.0,0.0,54.0,31.0,124.0
2700,270130,37.75,"45.000000,47.000000,20.000000,39.000000",47.0,20.0,47.0,37.75,151.0
2800,280163,34.75,"43.000000,26.000000,26.000000,44.000000",43.0,26.0,44.0,34.75,139.0
2900,290110,32.25,"51.000000,30.000000,37.000000,11.000000",30.0,11.0,51.0,32.25,129.0
3000,300165,33.25,"0.000000,18.000000,65.000000,50.000000",65.0,0.0,65.0,33.25,133.0
3100,310199,34.5,"64.000000,0.000000,54.000000,20.000000",64.0,0.0,64.0,34.5,138.0
3200,320160,33.75,"23.000000,13.000000,52.000000,47.000000",47.0,13.0,52.0,33.75,135.0
3300,330150,34.0,"21.000000,69.000000,46.000000,0.000000",69.0,0.0,69.0,34.0,136.0
3400,340176,33.75,"47.000000,10.000000,32.000000,46.000000",46.0,10.0,47.0,33.75,135.0
3500,350193,36.25,"46.000000,0.000000,53.000000,46.000000",53.0,0.0,53.0,36.25,145.0
3600,360197,29.75,"26.000000,49.000000,44.000000,0.000000",44.0,0.0,49.0,29.75,119.0
3700,370194,35.75,"33.000000,34.000000,16.000000,60.000000",34.0,16.0,60.0,35.75,143.0
3800,380184,35.0,"45.000000,32.000000,0.000000,63.000000",63.0,0.0,63.0,35.0,140.0
3900,390165,37.0,"14.000000,48.000000,45.000000,41.000000",45.0,14.0,48.0,37.0,148.0
4000,400121,35.75,"49.000000,40.000000,54.000000,0.000000",54.0,0.0,54.0,35.75,143.0
4100,410161,34.25,"43.000000,31.000000,39.000000,24.000000",39.0,24.0,43.0,34.25,137.0
4200,420160,36.25,"61.000000,0.000000,0.000000,84.000000",84.0,0.0,84.0,36.25,145.0
4300,430104,34.0,"46.000000,0.000000,40.000000,50.000000",50.0,0.0,50.0,34.0,136.0
4400,440161,36.5,"28.000000,47.000000,38.000000,33.000000",38.0,28.0,47.0,36.5,146.0
4500,450143,34.0,"65.000000,71.000000,0.000000,0.000000",65.0,0.0,71.0,34.0,136.0
4600,460121,36.5,"44.000000,37.000000,65.000000,0.000000",65.0,0.0,65.0,36.5,146.0
4700,470164,36.0,"0.000000,43.000000,50.000000,51.000000",51.0,0.0,51.0,36.0,144.0
4800,480198,35.75,"41.000000,57.000000,30.000000,15.000000",57.0,15.0,57.0,35.75,143.0
