generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,152,0.0,"1.000000,9.000000,0.000000,9.000000",9.0,0.0,9.0,4.75,19.0
100,10115,25.0,"46.000000,25.000000,42.000000,26.000000",46.0,25.0,46.0,34.75,139.0
200,20132,30.0,"30.000000,32.000000,34.000000,39.000000",39.0,30.0,39.0,33.75,135.0
300,30160,24.0,"26.000000,25.000000,39.000000,24.000000",24.0,24.0,39.0,28.5,114.0
400,40141,22.0,"35.000000,44.000000,22.000000,36.000000",22.0,22.0,44.0,34.25,137.0
500,50153,18.0,"49.000000,18.000000,44.000000,30.000000",44.0,18.0,49.0,35.25,141.0
600,60107,22.0,"62.000000,31.000000,25.000000,22.000000",62.0,22.0,62.0,35.0,140.0
700,70189,24.0,"54.000000,31.000000,28.000000,24.000000",28.0,24.0,54.0,34.25,137.0
800,80158,28.0,"37.000000,42.000000,28.000000,32.000000",42.0,28.0,42.0,34.75,139.0
900,90106,19.0,"20.000000,64.000000,41.000000,19.000000",64.0,19.0,64.0,36.0,144.0
1000,100147,16.0,"36.000000,16.000000,36.000000,49.000000",36.0,16.0,49.0,34.25,137.0
1100,110155,31.0,"42.000000,35.000000,36.000000,31.000000",42.0,31.0,42.0,36.0,144.0
1200,120185,9.0,"33.000000,9.000000,31.000000,66.000000",31.0,9.0,66.0,34.75,139.0
1300,130192,27.0,"41.000000,27.000000,32.000000,44.000000",44.0,27.0,44.0,36.0,144.0
1400,140108,28.0,"32.000000,43.000000,36.000000,28.000000",28.0,28.0,43.0,34.75,139.0
1500,150164,17.0,"40.000000,42.000000,17.000000,42.000000",42.0,17.0,42.0,35.25,141.0
1600,160184,23.0,"23.000000,31.000000,47.000000,44.000000",44.0,23.0,47.0,36.25,145.0
1700,170141,22.0,"48.000000,33.000000,37.000000,22.000000",37.0,22.0,48.0,35.0,140.0
1800,180105,21.0,"45.000000,21.000000,36.000000,39.000000",36.0,21.0,45.0,35.25,141.0
1900,190119,29.0,"31.000000,29.000000,32.000000,42.000000",31.0,29.0,42.0,33.5,134.0
2000,200140,27.0,"48.000000,32.000000,27.000000,36.000000",36.0,27.0,48.0,35.75,143.0
2100,210188,19.0,"26.000000,19.000000,42.000000,38.000000",38.0,19.0,42.0,31.25,125.0
2200,220111,23.0,"49.000000,42.000000,23.000000,25.000000",49.0,23.0,49.0,34.75,139.0
2300,230165,32.0,"32.000000,34.000000,38.000000,36.000000",38.0,32.0,38.0,35.0,140.0
2400,240106,25.0,"30.000000,49.000000,25.000000,35.000000",49.0,25.0,49.0,34.75,139.0
2500,250142,32.0,"32.000000,33.000000,40.000000,38.000000",33.0,32.0,40.0,35.75,143.0
2600,260137,30.0,"40.000000,30.000000,38.000000,35.000000",38.0,30.0,40.0,35.75,143.0
2700,270175,31.0,"31.000000,33.000000,35.000000,42.000000",31.0,31.0,42.0,35.25,141.0
2800,280103,22.0,"41.000000,22.000000,31.000000,45.000000",41.0,22.0,45.0,34.75,139.0
2900,290179,18.0,"20.000000,20.000000,32.000000,18.000000",20.0,18.0,32.0,22.5,90.0
3000,300142,20.0,"45.000000,20.000000,44.000000,29.000000",20.0,20.0,45.0,34.5,138.0
3100,310149,28.0,"34.000000,28.000000,32.000000,31.000000",32.0,28.0,34.0,31.25,125.0
3200,320136,16.0,"32.000000,16.000000,26.000000,34.000000",34.0,16.0,34.0,27.0,108.0
3300,330110,14.0,"14.000000,40.000000,40.000000,30.000000",40.0,14.0,40.0,31.0,124.0
3400,340182,28.0,"30.000000,30.000000,28.000000,58.000000",30.0,28.0,58.0,36.5,146.0
3500,350108,26.0,"29.000000,34.000000,40.000000,26.000000",26.0,26.0,40.0,32.25,129.0
3600,360173,20.0,"42.000000,38.000000,43.000000,20.000000",43.0,20.0,43.0,35.75,143.0
3700,370175,24.0,"44.000000,24.000000,27.000000,33.000000",44.0,24.0,44.0,32.0,128.0
3800,380133,28.0,"44.000000,43.000000,28.000000,31.000000",28.0,28.0,44.0,36.5,146.0
3900,390189,22.0,"24.000000,62.000000,27.000000,22.000000",27.0,22.0,62.0,33.75,135.0
4000,400123,24.0,"32.000000,40.000000,31.000000,24.000000",32.0,24.0,40.0,31.75,127.0
4100,410132,26.0,"26.000000,45.000000,30.000000,43.000000",43.0,26.0,45.0,36.0,144.0
4200,420155,31.0,"31.000000,36.000000,37.000000,32.000000",31.0,31.0,37.0,34.0,136.0
4300,430150,27.0,"30.000000,31.000000,27.000000,54.000000",31.0,27.0,54.0,35.5,142.0
4400,440184,25.0,"25.000000,34.000000,43.000000,29.000000",29.0,25.0,43.0,32.75,131.0
4500,450155,11.0,"39.000000,11.000000,40.000000,45.000000",39.0,11.0,45.0,33.75,135.0
4600,460105,13.0,"50.000000,13.000000,43.000000,26.000000",43.0,13.0,50.0,33.0,132.0
4700,470111,23.0,"52.000000,25.000000,38.000000,23.000000",52.0,23.0,52.0,34.5,138.0
4800,470111,23.0,"52.000000,25.000000,38.000000,23.000000",52.0,23.0,52.0,34.5,138.0
