generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,163,0.0,"3.000000,7.000000,0.000000,0.000000",3.0,0.0,7.0,2.5,10.0
100,10144,14.0,"31.000000,43.000000,19.000000,14.000000",14.0,14.0,43.0,26.75,107.0
200,20149,15.0,"82.000000,17.000000,15.000000,24.000000",15.0,15.0,82.0,34.5,138.0
300,30196,23.0,"46.000000,46.000000,24.000000,23.000000",23.0,23.0,46.0,34.75,139.0
400,40141,23.0,"40.000000,23.000000,33.000000,39.000000",33.0,23.0,40.0,33.75,135.0
500,50185,26.0,"37.000000,29.000000,31.000000,26.000000",31.0,26.0,37.0,30.75,123.0
600,60106,21.0,"34.000000,51.000000,21.000000,23.000000",51.0,21.0,51.0,32.25,129.0
700,70155,19.0,"35.000000,19.000000,47.000000,41.000000",35.0,19.0,47.0,35.5,142.0
800,80171,23.0,"30.000000,63.000000,23.000000,31.000000",30.0,23.0,63.0,36.75,147.0
900,90160,25.0,"39.000000,35.000000,38.000000,25.000000",25.0,25.0,39.0,34.25,137.0
1000,100158,16.0,"48.000000,33.000000,33.000000,16.000000",33.0,16.0,48.0,32.5,130.0
1100,110159,28.0,"28.000000,33.000000,42.000000,33.000000",28.0,28.0,42.0,34.0,136.0
1200,120194,26.0,"29.000000,43.000000,29.000000,26.000000",43.0,26.0,43.0,31.75,127.0
1300,130151,18.0,"32.000000,38.000000,18.000000,46.000000",32.0,18.0,46.0,33.5,134.0
1400,140141,24.0,"44.000000,24.000000,36.000000,34.000000",36.0,24.0,44.0,34.5,138.0
1500,150111,15.0,"40.000000,42.000000,36.000000,15.000000",40.0,15.0,42.0,33.25,133.0
1600,160197,23.0,"26.000000,23.000000,23.000000,55.000000",23.0,23.0,55.0,31.75,127.0
1700,170181,20.0,"20.000000,44.000000,40.000000,26.000000",40.0,20.0,44.0,32.5,130.0
1800,180145,18.0,"37.000000,18.000000,53.000000,28.000000",53.0,18.0,53.0,34.0,136.0
1900,190194,31.0,"37.000000,38.000000,31.000000,34.000000",38.0,31.0,38.0,35.0,140.0
2000,200182,13.0,"43.000000,46.000000,38.000000,13.000000",46.0,13.0,46.0,35.0,140.0
2100,210162,24.0,"29.000000,42.000000,34.000000,24.000000",42.0,24.0,42.0,32.25,129.0
2200,220154,25.0,"44.000000,25.000000,25.000000,39.000000",25.0,25.0,44.0,33.25,133.0
2300,230106,18.0,"55.000000,30.000000,27.000000,18.000000",30.0,18.0,55.0,32.5,130.0
2400,240149,27.0,"27.000000,40.000000,36.000000,33.000000",36.0,27.0,40.0,34.0,136.0
2500,250128,24.0,"29.000000,24.000000,41.000000,36.000000",36.0,24.0,41.0,32.5,130.0
2600,260112,30.0,"35.000000,30.000000,31.000000,38.000000",38.0,30.0,38.0,33.5,134.0
2700,270179,31.0,"31.000000,31.000000,32.000000,37.000000",31.0,31.0,37.0,32.75,131.0
2800,280150,19.0,"31.000000,19.000000,26.000000,64.000000",19.0,19.0,64.0,35.0,140.0
2900,290139,12.0,"33.000000,12.000000,54.000000,16.000000",33.0,12.0,54.0,28.75,115.0
3000,300103,21.0,"21.000000,45.000000,42.000000,34.000000",21.0,21.0,45.0,35.5,142.0
3100,310102,29.0,"41.000000,33.000000,33.000000,29.000000",33.0,29.0,41.0,34.0,136.0
3200,320152,18.0,"37.000000,22.000000,18.000000,51.000000",51.0,18.0,51.0,32.0,128.0
3300,330196,23.0,"23.000000,33.000000,44.000000,26.000000",26.0,23.0,44.0,31.5,126.0
3400,340120,18.0,"60.000000,23.000000,18.000000,41.000000",41.0,18.0,60.0,35.5,142.0
3500,350185,23.0,"50.000000,30.000000,31.000000,23.000000",31.0,23.0,50.0,33.5,134.0
3600,360141,32.0,"40.000000,32.000000,33.000000,35.000000",33.0,32.0,40.0,35.0,140.0
3700,370123,30.0,"49.000000,31.000000,34.000000,30.000000",49.0,30.0,49.0,36.0,144.0
3800,380193,32.0,"32.000000,32.000000,36.000000,43.000000",36.0,32.0,43.0,35.75,143.0
3900,390112,25.0,"38.000000,34.000000,36.000000,25.000000",25.0,25.0,38.0,33.25,133.0
4000,400125,27.0,"42.000000,27.000000,27.000000,32.000000",27.0,27.0,42.0,32.0,128.0
4100,410111,26.0,"52.000000,33.000000,26.000000,32.000000",52.0,26.0,52.0,35.75,143.0
4200,420184,32.0,"42.000000,34.000000,34.000000,32.000000",32.0,32.0,42.0,35.5,142.0
4300,430192,25.0,"25.000000,33.000000,29.000000,49.000000",49.0,25.0,49.0,34.0,136.0
4400,440102,14.0,"56.000000,14.000000,44.000000,32.000000",14.0,14.0,56.0,36.5,146.0
4500,450182,26.0,"26.000000,39.000000,40.000000,32.000000",39.0,26.0,40.0,34.25,137.0
4600,460161,21.0,"21.000000,32.000000,47.000000,34.000000",47.0,21.0,47.0,33.5,134.0
4700,470182,17.0,"35.000000,44.000000,39.000000,17.000000",44.0,17.0,44.0,33.75,135.0
4800,470182,17.0,"35.000000,44.000000,39.000000,17.000000",44.0,17.0,44.0,33.75,135.0
