generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,105,45.0,"31.000000,45.000000,35.000000,38.000000",45.0,31.0,45.0,37.25,149.0
100,10100,103.0,"103.000000,2.000000,11.000000,1.000000",103.0,1.0,103.0,29.25,117.0
200,20140,100.0,"100.000000,0.000000,0.000000,1.000000",100.0,0.0,100.0,25.25,101.0
300,30117,109.0,"109.000000,11.000000,10.000000,1.000000",109.0,1.0,109.0,32.75,131.0
400,40137,93.0,"93.000000,4.000000,6.000000,6.000000",93.0,4.0,93.0,27.25,109.0
500,50141,96.0,"96.000000,4.000000,6.000000,10.000000",96.0,4.0,96.0,29.0,116.0
600,60104,108.0,"108.000000,1.000000,1.000000,1.000000",108.0,1.0,108.0,27.75,111.0
700,70192,111.0,"111.000000,0.000000,0.000000,0.000000",111.0,0.0,111.0,27.75,111.0
800,80194,90.0,"90.000000,1.000000,1.000000,4.000000",90.0,1.0,90.0,24.0,96.0
900,90186,111.0,"111.000000,0.000000,0.000000,1.000000",111.0,0.0,111.0,28.0,112.0
1000,100145,113.0,"113.000000,0.000000,0.000000,0.000000",113.0,0.0,113.0,28.25,113.0
1100,110192,97.0,"97.000000,4.000000,0.000000,1.000000",97.0,0.0,97.0,25.5,102.0
1200,120182,94.0,"94.000000,1.000000,3.000000,2.000000",94.0,1.0,94.0,25.0,100.0
1300,130189,107.0,"107.000000,0.000000,0.000000,0.000000",107.0,0.0,107.0,26.75,107.0
1400,140114,102.0,"102.000000,0.000000,0.000000,0.000000",102.0,0.0,102.0,25.5,102.0
1500,150131,92.0,"92.000000,0.000000,0.000000,0.000000",92.0,0.0,92.0,23.0,92.0
1600,160190,92.0,"92.000000,0.000000,0.000000,0.000000",92.0,0.0,92.0,23.0,92.0
1700,170165,92.0,"92.000000,0.000000,0.000000,0.000000",92.0,0.0,92.0,23.0,92.0
1800,180128,122.0,"122.000000,0.000000,1.000000,0.000000",122.0,0.0,122.0,30.75,123.0
1900,190157,125.0,"125.000000,0.000000,0.000000,0.000000",125.0,0.0,125.0,31.25,125.0
2000,200100,93.0,"93.000000,0.000000,0.000000,0.000000",93.0,0.0,93.0,23.25,93.0
2100,210105,101.0,"101.000000,0.000000,0.000000,0.000000",101.0,0.0,101.0,25.25,101.0
2200,220144,114.0,"114.000000,0.000000,0.000000,0.000000",114.0,0.0,114.0,28.5,114.0
2300,230186,111.0,"111.000000,0.000000,0.000000,0.000000",111.0,0.0,111.0,27.75,111.0
2400,240197,98.0,"98.000000,0.000000,0.000000,0.000000",98.0,0.0,98.0,24.5,98.0
2500,250141,92.0,"92.000000,0.000000,0.000000,0.000000",92.0,0.0,92.0,23.0,92.0
2600,260153,119.0,"119.000000,0.000000,0.000000,0.000000",119.0,0.0,119.0,29.75,119.0
2700,270100,114.0,"114.000000,0.000000,0.000000,0.000000",114.0,0.0,114.0,28.5,114.0
2800,280144,117.0,"117.000000,0.000000,0.000000,0.000000",117.0,0.0,117.0,29.25,117.0
2900,290164,117.0,"117.000000,0.000000,0.000000,0.000000",117.0,0.0,117.0,29.25,117.0
3000,300116,93.0,"93.000000,0.000000,0.000000,0.000000",93.0,0.0,93.0,23.25,93.0
3100,310106,102.0,"102.000000,0.000000,0.000000,0.000000",102.0,0.0,102.0,25.5,102.0
3200,320174,115.0,"115.000000,0.000000,0.000000,0.000000",115.0,0.0,115.0,28.75,115.0
3300,330126,95.0,"95.000000,1.000000,1.000000,0.000000",95.0,0.0,95.0,24.25,97.0
3400,340193,124.0,"124.000000,0.000000,0.000000,0.000000",124.0,0.0,124.0,31.0,124.0
3500,350129,98.0,"98.000000,0.000000,1.000000,0.000000",98.0,0.0,98.0,24.75,99.0
3600,360110,97.0,"97.000000,0.000000,0.000000,0.000000",97.0,0.0,97.0,24.25,97.0
3700,370190,76.0,"76.000000,15.000000,22.000000,8.000000",76.0,8.0,76.0,30.25,121.0
3800,380196,115.0,"115.000000,2.000000,1.000000,0.000000",115.0,0.0,115.0,29.5,118.0
3900,390170,102.0,"102.000000,1.000000,0.000000,0.000000",102.0,0.0,102.0,25.75,103.0
4000,400163,100.0,"100.000000,2.000000,1.000000,3.000000",100.0,1.0,100.0,26.5,106.0
4100,410177,105.0,"105.000000,1.000000,0.000000,0.000000",105.0,0.0,105.0,26.5,106.0
4200,420146,94.0,"94.000000,1.000000,1.000000,0.000000",94.0,0.0,94.0,24.0,96.0
4300,430156,112.0,"112.000000,0.000000,1.000000,0.000000",112.0,0.0,112.0,28.25,113.0
4400,440173,103.0,"103.000000,1.000000,3.000000,2.000000",103.0,1.0,103.0,27.25,109.0
4500,450143,108.0,"108.000000,0.000000,0.000000,0.000000",108.0,0.0,108.0,27.0,108.0
4600,460168,96.0,"96.000000,0.000000,2.000000,0.000000",96.0,0.0,96.0,24.5,98.0
4700,470188,100.0,"100.000000,7.000000,1.000000,1.000000",100.0,1.0,100.0,27.25,109.0
4800,480142,86.0,"86.000000,0.000000,0.000000,0.000000",86.0,0.0,86.0,21.5,86.0
