generation,ID,score,rawScores,ownScore,minimumScore,maximumScore,averageOfScores,sumOfScores
0,171,92.0,"92.000000,0.000000,10.000000,0.000000",92.0,0.0,92.0,25.5,102.0
100,10123,67.0,"67.000000,61.000000,0.000000,17.000000",67.0,0.0,67.0,36.25,145.0
200,20192,55.0,"55.000000,49.000000,0.000000,38.000000",38.0,0.0,55.0,35.5,142.0
300,30199,60.0,"60.000000,27.000000,20.000000,30.000000",60.0,20.0,60.0,34.25,137.0
400,40169,48.0,"0.000000,40.000000,48.000000,0.000000",48.0,0.0,48.0,22.0,88.0
500,50114,76.0,"0.000000,58.000000,76.000000,0.000000",58.0,0.0,76.0,33.5,134.0
600,60114,73.0,"54.000000,73.000000,0.000000,0.000000",73.0,0.0,73.0,31.75,127.0
700,70142,71.0,"0.000000,67.000000,71.000000,0.000000",67.0,0.0,71.0,34.5,138.0
800,80168,49.0,"49.000000,14.000000,37.000000,47.000000",47.0,14.0,49.0,36.75,147.0
900,90155,84.0,"84.000000,0.000000,0.000000,0.000000",84.0,0.0,84.0,21.0,84.0
1000,100159,45.0,"34.000000,45.000000,25.000000,42.000000",34.0,25.0,45.0,36.5,146.0
1100,110170,83.0,"0.000000,83.000000,0.000000,0.000000",83.0,0.0,83.0,20.75,83.0
1200,120182,48.0,"36.000000,40.000000,20.000000,48.000000",40.0,20.0,48.0,36.0,144.0
1300,130194,67.0,"48.000000,67.000000,0.000000,0.000000",67.0,0.0,67.0,28.75,115.0
1400,140142,81.0,"0.000000,81.000000,17.000000,0.000000",81.0,0.0,81.0,24.5,98.0
1500,150137,48.0,"0.000000,48.000000,47.000000,43.000000",47.0,0.0,48.0,34.5,138.0
1600,160114,80.0,"0.000000,80.000000,59.000000,0.000000",80.0,0.0,80.0,34.75,139.0
1700,170158,85.0,"0.000000,51.000000,0.000000,85.000000",51.0,0.0,85.0,34.0,136.0
1800,180184,78.0,"0.000000,0.000000,45.000000,78.000000",78.0,0.0,78.0,30.75,123.0
1900,190193,111.0,"0.000000,0.000000,111.000000,0.000000",111.0,0.0,111.0,27.75,111.0
2000,200114,68.0,"0.000000,38.000000,34.000000,68.000000",38.0,0.0,68.0,35.0,140.0
2100,210131,97.0,"97.000000,0.000000,0.000000,0.000000",97.0,0.0,97.0,24.25,97.0
2200,220145,79.0,"11.000000,36.000000,79.000000,0.000000",79.0,0.0,79.0,31.5,126.0
2300,230158,96.0,"0.000000,96.000000,0.000000,0.000000",96.0,0.0,96.0,24.0,96.0
2400,240175,76.0,"76.000000,0.000000,58.000000,0.000000",76.0,0.0,76.0,33.5,134.0
2500,250167,64.0,"64.000000,63.000000,0.000000,0.000000",64.0,0.0,64.0,31.75,127.0
2600,260190,70.0,"0.000000,57.000000,0.000000,70.000000",57.0,0.0,70.0,31.75,127.0
2700,270143,103.0,"103.000000,0.000000,0.000000,0.000000",103.0,0.0,103.0,25.75,103.0
2800,280125,113.0,"0.000000,0.000000,113.000000,0.000000",113.0,0.0,113.0,28.25,113.0
2900,290156,63.0,"0.000000,63.000000,23.000000,41.000000",41.0,0.0,63.0,31.75,127.0
3000,300195,86.0,"86.000000,0.000000,0.000000,0.000000",86.0,0.0,86.0,21.5,86.0
3100,310106,75.0,"75.000000,37.000000,0.000000,0.000000",37.0,0.0,75.0,28.0,112.0
3200,320199,90.0,"90.000000,37.000000,0.000000,0.000000",90.0,0.0,90.0,31.75,127.0
3300,330123,87.0,"87.000000,0.000000,41.000000,0.000000",87.0,0.0,87.0,32.0,128.0
3400,340149,83.0,"0.000000,0.000000,45.000000,83.000000",45.0,0.0,83.0,32.0,128.0
3500,350132,56.0,"56.000000,39.000000,0.000000,43.000000",43.0,0.0,56.0,34.5,138.0
3600,360125,68.0,"48.000000,0.000000,68.000000,0.000000",68.0,0.0,68.0,29.0,116.0
3700,370169,63.0,"16.000000,0.000000,63.000000,0.000000",63.0,0.0,63.0,19.75,79.0
3800,380177,73.0,"73.000000,0.000000,53.000000,1.000000",53.0,0.0,73.0,31.75,127.0
3900,390127,91.0,"91.000000,0.000000,0.000000,40.000000",91.0,0.0,91.0,32.75,131.0
4000,400173,54.0,"54.000000,0.000000,49.000000,30.000000",49.0,0.0,54.0,33.25,133.0
4100,410121,116.0,"0.000000,0.000000,116.000000,0.000000",116.0,0.0,116.0,29.0,116.0
4200,420121,89.0,"0.000000,0.000000,89.000000,0.000000",89.0,0.0,89.0,22.25,89.0
4300,430138,70.0,"50.000000,17.000000,70.000000,0.000000",17.0,0.0,70.0,34.25,137.0
4400,440129,55.0,"0.000000,55.000000,34.000000,39.000000",34.0,0.0,55.0,32.0,128.0
4500,450122,99.0,"0.000000,99.000000,0.000000,0.000000",99.0,0.0,99.0,24.75,99.0
4600,460106,100.0,"0.000000,100.000000,0.000000,0.000000",100.0,0.0,100.0,25.0,100.0
4700,470134,66.0,"0.000000,65.000000,66.000000,0.000000",65.0,0.0,66.0,32.75,131.0
4800,470134,66.0,"0.000000,65.000000,66.000000,0.000000",65.0,0.0,66.0,32.75,131.0
