replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,0,1,46,96,0,0,84,55,0,0,96,84,35.75,34.75,143,139
1,49,0,53,41,48,43,24,29,0,24,53,48,35.75,36.0,143,144
2,87,12,9,30,7,26,41,23,9,7,87,41,34.5,24.25,138,97
3,21,27,69,1,44,12,31,24,1,12,69,44,29.5,27.75,118,111
4,28,89,0,0,8,0,0,123,0,0,89,123,29.25,32.75,117,131
5,33,10,0,73,0,18,60,0,0,0,73,60,29.0,19.5,116,78
6,38,0,97,0,40,42,0,0,0,0,97,42,33.75,20.5,135,82
7,106,4,38,0,76,47,18,0,0,0,106,76,37.0,35.25,148,141
8,6,26,84,24,26,0,54,62,6,0,84,62,35.0,35.5,140,142
9,33,15,25,21,53,0,73,0,15,0,33,73,23.5,31.5,94,126
10,24,0,78,43,0,59,31,55,0,0,78,59,36.25,36.25,145,145
11,34,15,1,85,38,0,0,92,1,0,85,92,33.75,32.5,135,130
12,0,0,110,6,22,0,90,30,0,0,110,90,29.0,35.5,116,142
13,114,0,0,29,19,66,3,49,0,3,114,66,35.75,34.25,143,137
14,59,0,0,66,93,0,0,22,0,0,66,93,31.25,28.75,125,115
15,126,0,7,0,0,66,76,0,0,0,126,76,33.25,35.5,133,142
16,0,35,0,69,13,61,48,0,0,0,69,61,26.0,30.5,104,122
17,0,24,0,55,44,37,53,1,0,1,55,53,19.75,33.75,79,135
18,0,0,84,58,34,30,23,22,0,22,84,34,35.5,27.25,142,109
19,103,0,39,0,30,36,40,41,0,30,103,41,35.5,36.75,142,147
20,29,0,48,70,6,0,0,109,0,0,70,109,36.75,28.75,147,115
21,2,0,0,130,60,0,4,76,0,0,130,76,33.0,35.0,132,140
22,64,23,51,0,0,0,86,48,0,0,64,86,34.5,33.5,138,134
23,12,8,63,39,30,14,41,32,8,14,63,41,30.5,29.25,122,117
24,31,46,55,9,32,34,34,28,9,28,55,34,35.25,32.0,141,128
25,87,29,0,0,0,21,125,0,0,0,87,125,29.0,36.5,116,146
26,106,0,28,0,80,61,0,0,0,0,106,80,33.5,35.25,134,141
27,54,37,0,51,0,0,35,97,0,0,54,97,35.5,33.0,142,132
28,78,0,63,0,32,0,0,93,0,0,78,93,35.25,31.25,141,125
29,0,41,34,0,0,9,46,0,0,0,41,46,18.75,13.75,75,55
30,0,0,70,43,0,22,94,0,0,0,70,94,28.25,29.0,113,116
31,4,114,0,0,40,19,41,45,0,19,114,45,29.5,36.25,118,145
32,47,1,31,64,0,102,34,0,1,0,64,102,35.75,34.0,143,136
33,21,21,58,46,33,0,0,83,21,0,58,83,36.5,29.0,146,116
34,113,0,24,0,0,0,116,24,0,0,113,116,34.25,35.0,137,140
35,8,0,0,113,93,34,18,1,0,1,113,93,30.25,36.5,121,146
36,113,0,0,22,80,30,15,0,0,0,113,80,33.75,31.25,135,125
37,4,82,0,55,0,13,76,0,0,0,82,76,35.25,22.25,141,89
38,59,16,32,33,0,0,107,16,16,0,59,107,35.0,30.75,140,123
39,0,38,31,78,24,16,16,29,0,16,78,29,36.75,21.25,147,85
40,30,25,53,39,39,24,51,24,25,24,53,51,36.75,34.5,147,138
41,78,0,51,0,99,36,9,0,0,0,78,99,32.25,36.0,129,144
42,0,0,55,81,38,40,18,45,0,18,81,45,34.0,35.25,136,141
43,44,0,88,15,16,46,0,0,0,0,88,46,36.75,15.5,147,62
44,43,15,22,68,19,0,0,55,15,0,68,55,37.0,18.5,148,74
45,37,1,43,66,59,21,12,55,1,12,66,59,36.75,36.75,147,147
46,60,0,63,22,33,112,0,0,0,0,63,112,36.25,36.25,145,145
47,22,45,51,26,0,75,0,64,22,0,51,75,36.0,34.75,144,139
48,38,10,47,46,0,0,98,18,10,0,47,98,35.25,29.0,141,116
49,15,10,26,61,0,6,91,0,10,0,61,91,28.0,24.25,112,97
50,15,49,32,39,12,7,34,40,15,7,49,40,33.75,23.25,135,93
51,0,15,56,65,72,9,6,31,0,6,65,72,34.0,29.5,136,118
52,73,0,0,65,0,0,56,87,0,0,73,87,34.5,35.75,138,143
53,0,0,28,90,0,0,15,66,0,0,90,66,29.5,20.25,118,81
54,3,88,10,48,17,78,46,1,3,1,88,78,37.25,35.5,149,142
55,53,19,0,0,31,0,67,39,0,0,53,67,18.0,34.25,72,137
56,0,4,116,0,69,0,24,40,0,0,116,69,30.0,33.25,120,133
57,16,63,0,55,25,13,5,50,0,5,63,50,33.5,23.25,134,93
58,1,72,23,51,0,68,1,0,1,0,72,68,36.75,17.25,147,69
59,25,0,0,49,49,35,42,1,0,1,49,49,18.5,31.75,74,127
60,120,0,26,0,55,0,0,91,0,0,120,91,36.5,36.5,146,146
61,5,0,0,120,53,23,0,25,0,0,120,53,31.25,25.25,125,101
62,103,0,24,0,0,0,27,116,0,0,103,116,31.75,35.75,127,143
63,43,0,59,0,88,0,31,22,0,0,59,88,25.5,35.25,102,141
64,27,29,89,0,28,0,95,0,0,0,89,95,36.25,30.75,145,123
65,24,35,52,37,60,29,54,0,24,0,52,60,37.0,35.75,148,143
66,36,110,0,0,41,0,88,18,0,0,110,88,36.5,36.75,146,147
67,1,23,29,43,29,22,0,98,1,0,43,98,24.0,37.25,96,149
68,0,77,44,0,0,49,18,80,0,0,77,80,30.25,36.75,121,147
69,73,65,0,0,27,0,0,111,0,0,73,111,34.5,34.5,138,138
70,0,37,96,0,66,0,19,0,0,0,96,66,33.25,21.25,133,85
71,14,0,99,0,0,0,125,19,0,0,99,125,28.25,36.0,113,144
72,0,32,30,72,43,18,23,1,0,1,72,43,33.5,21.25,134,85
73,57,0,56,13,0,50,43,48,0,0,57,50,31.5,35.25,126,141
74,56,40,35,13,0,8,0,125,13,0,56,125,36.0,33.25,144,133
75,0,79,46,0,0,90,1,24,0,0,79,90,31.25,28.75,125,115
76,0,103,0,34,24,0,30,90,0,0,103,90,34.25,36.0,137,144
77,100,40,0,5,0,0,102,1,0,0,100,102,36.25,25.75,145,103
78,53,21,33,27,0,0,126,20,21,0,53,126,33.5,36.5,134,146
79,22,104,0,0,0,9,58,0,0,0,104,58,31.5,16.75,126,67
80,45,81,0,0,10,16,0,90,0,0,81,90,31.5,29.0,126,116
81,58,34,21,26,28,0,24,79,21,0,58,79,34.75,32.75,139,131
82,27,68,33,15,28,0,0,98,15,0,68,98,35.75,31.5,143,126
83,0,0,33,77,45,50,0,31,0,0,77,50,27.5,31.5,110,126
84,12,54,71,0,0,8,116,0,0,0,71,116,34.25,31.0,137,124
85,0,28,64,0,0,67,46,0,0,0,64,67,23.0,28.25,92,113
86,0,49,7,89,92,0,0,1,0,0,89,92,36.25,23.25,145,93
87,1,65,4,76,0,0,25,113,1,0,76,113,36.5,34.5,146,138
88,36,1,70,38,10,30,45,40,1,10,70,45,36.25,31.25,145,125
89,0,116,22,0,32,35,64,17,0,17,116,64,34.5,37.0,138,148
90,0,0,4,135,13,101,1,22,0,1,135,101,34.75,34.25,139,137
91,60,13,71,2,0,65,0,70,2,0,71,70,36.5,33.75,146,135
92,31,1,27,19,72,7,12,52,1,7,31,72,19.5,35.75,78,143
93,0,0,140,1,0,6,58,0,0,0,140,58,35.25,16.0,141,64
94,26,16,87,14,35,10,31,4,14,4,87,35,35.75,20.0,143,80
95,0,0,91,43,106,10,0,0,0,0,91,106,33.5,29.0,134,116
96,35,80,0,0,139,0,1,0,0,0,80,139,28.75,35.0,115,140
97,30,11,3,12,0,47,0,69,3,0,30,69,14.0,29.0,56,116
98,138,3,4,0,59,65,0,0,0,0,138,65,36.25,31.0,145,124
99,39,56,44,0,37,0,14,90,0,0,56,90,34.75,35.25,139,141
