replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,41,42,36,27,38,24,27,46,27,24,42,46,36.5,33.75,146,135
1,35,43,34,30,28,37,45,25,30,25,43,45,35.5,33.75,142,135
2,37,27,33,30,29,24,35,44,27,24,37,44,31.75,33.0,127,132
3,42,26,46,37,32,35,32,43,26,32,46,43,37.75,35.5,151,142
4,34,29,35,47,23,41,29,52,29,23,47,52,36.25,36.25,145,145
5,27,35,29,39,32,49,27,34,27,27,39,49,32.5,35.5,130,142
6,37,50,32,23,38,37,32,31,23,31,50,38,35.5,34.5,142,138
7,33,22,63,31,65,34,20,26,22,20,63,65,37.25,36.25,149,145
8,43,37,39,15,36,37,43,29,15,29,43,43,33.5,36.25,134,145
9,25,33,50,30,27,30,38,28,25,27,50,38,34.5,30.75,138,123
10,30,42,33,40,40,37,24,29,30,24,42,40,36.25,32.5,145,130
11,31,53,32,25,46,29,33,36,25,29,53,46,35.25,36.0,141,144
12,42,34,40,26,38,35,43,31,26,31,42,43,35.5,36.75,142,147
13,23,26,55,35,25,52,22,48,23,22,55,52,34.75,36.75,139,147
14,31,36,54,27,31,39,48,27,27,27,54,48,37.0,36.25,148,145
15,53,29,32,23,27,36,43,35,23,27,53,43,34.25,35.25,137,141
16,44,31,26,46,26,44,41,29,26,26,46,44,36.75,35.0,147,140
17,31,25,41,42,23,57,31,34,25,23,42,57,34.75,36.25,139,145
18,34,27,48,36,31,36,35,39,27,31,48,39,36.25,35.25,145,141
19,33,21,24,54,30,38,39,33,21,30,54,39,33.0,35.0,132,140
20,33,45,33,37,37,25,44,20,33,20,45,44,37.0,31.5,148,126
21,27,50,30,26,30,33,34,46,26,30,50,46,33.25,35.75,133,143
22,41,26,42,35,34,48,39,25,26,25,42,48,36.0,36.5,144,146
23,48,25,37,32,32,38,41,34,25,32,48,41,35.5,36.25,142,145
24,40,25,35,46,28,32,46,42,25,28,46,46,36.5,37.0,146,148
25,37,47,35,31,45,24,33,39,31,24,47,45,37.5,35.25,150,141
26,35,40,40,16,36,42,27,40,16,27,40,42,32.75,36.25,131,145
27,31,43,42,34,26,39,35,39,31,26,43,39,37.5,34.75,150,139
