replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,32,32,33,56,34,40,39,40,32,34,56,40,38.25,38.25,153,153
1,28,37,38,50,31,32,36,54,28,31,50,54,38.25,38.25,153,153
2,33,34,38,48,47,34,38,34,33,34,48,47,38.25,38.25,153,153
3,60,26,27,40,44,33,26,50,26,26,60,50,38.25,38.25,153,153
4,44,39,34,36,47,39,27,40,34,27,44,47,38.25,38.25,153,153
5,37,52,31,33,53,44,21,35,31,21,52,53,38.25,38.25,153,153
6,38,33,42,40,41,32,38,42,33,32,42,42,38.25,38.25,153,153
7,44,35,37,37,38,38,39,38,35,38,44,39,38.25,38.25,153,153
8,28,38,31,54,47,48,29,29,28,29,54,48,37.75,38.25,151,153
9,44,32,36,41,36,49,22,46,32,22,44,49,38.25,38.25,153,153
10,42,22,45,44,44,26,40,43,22,26,45,44,38.25,38.25,153,153
11,45,35,34,39,52,52,29,20,34,20,45,52,38.25,38.25,153,153
12,45,40,31,37,40,38,30,45,31,30,45,45,38.25,38.25,153,153
13,43,39,30,41,45,45,30,33,30,30,43,45,38.25,38.25,153,153
14,50,22,40,41,28,31,45,49,22,28,50,49,38.25,38.25,153,153
15,43,44,18,48,43,39,33,38,18,33,48,43,38.25,38.25,153,153
16,34,33,48,38,51,51,25,26,33,25,48,51,38.25,38.25,153,153
17,43,29,44,37,35,43,41,34,29,34,44,43,38.25,38.25,153,153
18,44,31,35,43,47,37,29,40,31,29,44,47,38.25,38.25,153,153
19,40,34,54,25,60,28,22,43,25,22,54,60,38.25,38.25,153,153
20,35,45,38,35,36,40,32,45,35,32,45,45,38.25,38.25,153,153
21,40,44,26,43,45,37,31,40,26,31,44,45,38.25,38.25,153,153
22,34,25,43,51,44,34,31,44,25,31,51,44,38.25,38.25,153,153
23,50,23,43,37,41,30,52,30,23,30,50,52,38.25,38.25,153,153
24,47,36,38,32,48,37,36,32,32,32,47,48,38.25,38.25,153,153
25,48,19,51,35,37,46,44,26,19,26,51,46,38.25,38.25,153,153
26,41,29,44,39,35,42,37,39,29,35,44,42,38.25,38.25,153,153
27,36,23,54,40,34,54,25,40,23,25,54,54,38.25,38.25,153,153
28,41,34,36,42,33,41,44,35,34,33,42,44,38.25,38.25,153,153
29,44,29,39,41,33,37,44,39,29,33,44,44,38.25,38.25,153,153
30,34,48,26,45,36,43,40,34,26,34,48,43,38.25,38.25,153,153
31,34,28,38,52,42,34,36,41,28,34,52,42,38.0,38.25,152,153
32,44,39,32,38,49,28,43,32,32,28,44,49,38.25,38.0,153,152
33,36,36,39,42,46,23,48,36,36,23,42,48,38.25,38.25,153,153
34,39,26,56,32,40,40,30,43,26,30,56,43,38.25,38.25,153,153
35,45,46,29,33,37,40,38,38,29,37,46,40,38.25,38.25,153,153
36,36,31,44,42,46,29,47,31,31,29,44,47,38.25,38.25,153,153
37,33,28,38,54,40,36,38,38,28,36,54,40,38.25,38.0,153,152
38,37,34,45,37,55,38,24,36,34,24,45,55,38.25,38.25,153,153
39,49,32,40,32,41,44,32,36,32,32,49,44,38.25,38.25,153,153
40,49,28,44,32,41,36,31,45,28,31,49,45,38.25,38.25,153,153
41,50,42,25,36,29,54,27,43,25,27,50,54,38.25,38.25,153,153
42,49,37,42,25,48,38,31,36,25,31,49,48,38.25,38.25,153,153
43,37,42,24,50,31,51,39,32,24,31,50,51,38.25,38.25,153,153
44,35,28,42,48,51,32,26,41,28,26,48,51,38.25,37.5,153,150
45,55,43,27,28,29,52,41,31,27,29,55,52,38.25,38.25,153,153
46,39,42,22,50,33,25,49,46,22,25,50,49,38.25,38.25,153,153
47,46,38,33,36,34,60,33,26,33,26,46,60,38.25,38.25,153,153
48,41,52,23,37,40,42,38,33,23,33,52,42,38.25,38.25,153,153
49,55,29,38,31,47,31,37,38,29,31,55,47,38.25,38.25,153,153
50,49,29,42,33,41,40,37,35,29,35,49,41,38.25,38.25,153,153
51,42,41,31,39,40,39,30,44,31,30,42,44,38.25,38.25,153,153
52,30,46,34,43,59,26,30,38,30,26,46,59,38.25,38.25,153,153
53,44,40,24,44,33,35,40,45,24,33,44,45,38.0,38.25,152,153
54,30,53,35,35,30,35,39,49,30,30,53,49,38.25,38.25,153,153
55,40,34,39,40,51,24,32,46,34,24,40,51,38.25,38.25,153,153
56,40,51,34,28,48,34,32,39,28,32,51,48,38.25,38.25,153,153
57,30,39,46,38,42,29,42,40,30,29,46,42,38.25,38.25,153,153
58,62,17,38,36,32,32,45,44,17,32,62,45,38.25,38.25,153,153
59,36,30,45,42,38,45,30,40,30,30,45,45,38.25,38.25,153,153
60,45,33,37,38,48,36,29,40,33,29,45,48,38.25,38.25,153,153
61,42,36,40,35,42,47,29,35,35,29,42,47,38.25,38.25,153,153
62,40,50,30,33,47,33,45,28,30,28,50,47,38.25,38.25,153,153
63,52,15,33,53,49,35,32,37,15,32,53,49,38.25,38.25,153,153
64,34,48,37,34,27,45,37,44,34,27,48,45,38.25,38.25,153,153
65,35,37,46,35,36,39,38,40,35,36,46,40,38.25,38.25,153,153
66,38,49,25,41,46,29,32,46,25,29,49,46,38.25,38.25,153,153
67,50,28,37,38,53,35,35,30,28,30,50,53,38.25,38.25,153,153
68,32,39,47,35,48,47,24,34,32,24,47,48,38.25,38.25,153,153
69,37,30,45,40,36,29,49,39,30,29,45,49,38.0,38.25,152,153
