replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,39,36,37,35,32,31,43,42,35,31,39,43,36.75,37.0,147,148
1,32,43,31,41,42,41,30,36,31,30,43,42,36.75,37.25,147,149
2,29,34,53,32,48,35,30,28,29,28,53,48,37.0,35.25,148,141
3,28,48,50,20,27,46,35,41,20,27,50,46,36.5,37.25,146,149
4,27,43,44,32,46,29,36,35,27,29,44,46,36.5,36.5,146,146
5,37,39,29,44,38,39,41,26,29,26,44,41,37.25,36.0,149,144
6,71,21,29,27,57,44,32,15,21,15,71,57,37.0,37.0,148,148
7,57,37,28,26,36,27,38,44,26,27,57,44,37.0,36.25,148,145
8,35,36,34,39,38,29,35,47,34,29,39,47,36.0,37.25,144,149
9,50,17,43,29,68,22,25,31,17,22,50,68,34.75,36.5,139,146
10,17,39,48,43,26,41,39,42,17,26,48,42,36.75,37.0,147,148
11,24,55,37,30,32,34,48,35,24,32,55,48,36.5,37.25,146,149
12,32,32,43,41,37,32,53,26,32,26,43,53,37.0,37.0,148,148
13,35,36,34,43,49,31,27,40,34,27,43,49,37.0,36.75,148,147
14,30,39,34,44,23,47,33,44,30,23,44,47,36.75,36.75,147,147
15,38,38,35,37,24,52,32,41,35,24,38,52,37.0,37.25,148,149
16,50,43,39,17,24,53,35,35,17,24,50,53,37.25,36.75,149,147
17,40,35,31,41,29,31,39,41,31,29,41,41,36.75,35.0,147,140
18,46,29,27,46,32,44,31,40,27,31,46,44,37.0,36.75,148,147
19,41,41,36,28,40,34,39,36,28,34,41,40,36.5,37.25,146,149
20,30,54,31,31,31,29,37,46,30,29,54,46,36.5,35.75,146,143
21,42,38,37,31,55,18,36,37,31,18,42,55,37.0,36.5,148,146
22,27,36,47,34,40,40,43,24,27,24,47,43,36.0,36.75,144,147
23,51,36,31,31,53,28,30,35,31,28,51,53,37.25,36.5,149,146
