replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,27,34,48,39,33,31,48,35,27,31,48,48,37.0,36.75,148,147
1,21,25,46,53,43,19,46,36,21,19,53,46,36.25,36.0,145,144
2,29,35,47,35,34,38,46,27,29,27,47,46,36.5,36.25,146,145
3,25,60,47,18,40,47,26,33,18,26,60,47,37.5,36.5,150,146
4,34,33,29,51,14,47,50,39,29,14,51,50,36.75,37.5,147,150
5,30,36,38,45,49,17,30,48,30,17,45,49,37.25,36.0,149,144
6,22,49,33,46,39,24,39,48,22,24,49,48,37.5,37.5,150,150
7,27,32,35,53,50,21,36,38,27,21,53,50,36.75,36.25,147,145
8,15,43,27,64,35,29,48,38,15,29,64,48,37.25,37.5,149,150
9,30,41,56,23,46,38,30,36,23,30,56,46,37.5,37.5,150,150
10,34,39,38,38,35,28,29,57,34,28,39,57,37.25,37.25,149,149
11,40,39,39,29,19,38,46,47,29,19,40,47,36.75,37.5,147,150
12,32,37,41,37,47,39,32,30,32,30,41,47,36.75,37.0,147,148
13,38,43,31,38,31,45,35,36,31,31,43,45,37.5,36.75,150,147
14,55,19,45,22,28,43,30,45,19,28,55,45,35.25,36.5,141,146
15,32,30,49,39,37,28,54,31,30,28,49,54,37.5,37.5,150,150
16,40,31,40,39,25,46,31,47,31,25,40,47,37.5,37.25,150,149
17,30,37,49,31,32,34,51,30,30,30,49,51,36.75,36.75,147,147
18,24,34,44,46,29,31,38,50,24,29,46,50,37.0,37.0,148,148
19,48,44,26,29,33,42,41,32,26,32,48,42,36.75,37.0,147,148
20,40,40,23,41,43,45,25,36,23,25,41,45,36.0,37.25,144,149
21,48,42,29,27,38,29,48,27,27,27,48,48,36.5,35.5,146,142
22,19,45,37,44,26,31,56,36,19,26,45,56,36.25,37.25,145,149
23,38,44,31,36,18,33,49,49,31,18,44,49,37.25,37.25,149,149
24,26,56,27,38,23,27,34,66,26,23,56,66,36.75,37.5,147,150
25,31,25,43,50,53,26,51,19,25,19,50,53,37.25,37.25,149,149
26,43,27,52,28,33,32,41,43,27,32,52,43,37.5,37.25,150,149
27,46,39,26,38,46,35,31,38,26,31,46,46,37.25,37.5,149,150
28,31,58,31,28,46,33,43,24,28,24,58,46,37.0,36.5,148,146
29,43,27,30,49,40,38,29,43,27,29,49,43,37.25,37.5,149,150
30,20,38,47,44,31,55,36,26,20,26,47,55,37.25,37.0,149,148
31,50,48,29,23,30,39,40,40,23,30,50,40,37.5,37.25,150,149
32,41,40,24,42,36,49,33,30,24,30,42,49,36.75,37.0,147,148
33,46,33,35,31,33,29,42,43,31,29,46,43,36.25,36.75,145,147
34,46,37,39,24,43,17,38,52,24,17,46,52,36.5,37.5,146,150
35,38,43,38,31,38,35,33,44,31,33,43,44,37.5,37.5,150,150
36,46,48,35,21,38,40,49,23,21,23,48,49,37.5,37.5,150,150
37,31,24,41,53,19,29,41,59,24,19,53,59,37.25,37.0,149,148
38,28,33,52,32,28,39,41,41,28,28,52,41,36.25,37.25,145,149
39,41,41,21,47,37,24,40,46,21,24,47,46,37.5,36.75,150,147
40,46,46,25,29,52,26,42,24,25,24,46,52,36.5,36.0,146,144
41,23,27,46,47,25,36,47,40,23,25,47,47,35.75,37.0,143,148
42,47,28,40,28,39,21,40,50,28,21,47,50,35.75,37.5,143,150
43,45,40,36,27,35,34,49,32,27,32,45,49,37.0,37.5,148,150
44,53,27,44,24,35,33,44,37,24,33,53,44,37.0,37.25,148,149
45,16,54,38,40,25,43,36,44,16,25,54,44,37.0,37.0,148,148
46,61,26,37,23,56,39,25,25,23,25,61,56,36.75,36.25,147,145
47,48,26,37,37,40,26,49,28,26,26,48,49,37.0,35.75,148,143
48,34,48,30,38,35,30,50,35,30,30,48,50,37.5,37.5,150,150
49,49,34,26,38,35,33,45,37,26,33,49,45,36.75,37.5,147,150
50,37,35,47,25,51,28,41,30,25,28,47,51,36.0,37.5,144,150
51,27,39,41,43,35,46,31,38,27,31,43,46,37.5,37.5,150,150
52,32,26,49,42,27,29,39,50,26,27,49,50,37.25,36.25,149,145
53,53,24,35,33,19,41,50,37,24,19,53,50,36.25,36.75,145,147
54,35,37,43,33,29,51,37,33,33,29,43,51,37.0,37.5,148,150
