replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,48,36,34,26,31,54,16,33,26,16,48,54,36.0,33.5,144,134
1,31,33,27,53,44,42,21,37,27,21,53,44,36.0,36.0,144,144
2,43,24,26,49,37,29,38,34,24,29,49,38,35.5,34.5,142,138
3,41,32,28,34,42,37,23,35,28,23,41,42,33.75,34.25,135,137
4,32,40,40,35,27,30,35,44,32,27,40,44,36.75,34.0,147,136
5,44,39,30,22,26,44,28,46,22,26,44,46,33.75,36.0,135,144
6,40,30,55,18,37,37,41,23,18,23,55,41,35.75,34.5,143,138
7,39,26,46,31,21,25,43,52,26,21,46,52,35.5,35.25,142,141
8,29,38,28,42,39,30,19,53,28,19,42,53,34.25,35.25,137,141
9,27,51,30,34,43,23,30,47,27,23,51,47,35.5,35.75,142,143
10,39,41,41,26,30,39,29,36,26,29,41,39,36.75,33.5,147,134
11,48,29,36,29,41,52,28,16,29,16,48,52,35.5,34.25,142,137
12,31,31,27,37,40,16,35,44,27,16,37,44,31.5,33.75,126,135
13,33,44,25,41,22,25,26,45,25,22,44,45,35.75,29.5,143,118
14,44,39,24,31,31,51,32,21,24,21,44,51,34.5,33.75,138,135
15,36,31,31,44,41,49,26,31,31,26,44,49,35.5,36.75,142,147
16,41,42,34,20,29,48,27,35,20,27,42,48,34.25,34.75,137,139
17,51,30,22,33,42,31,29,38,22,29,51,42,34.0,35.0,136,140
18,16,38,42,30,28,23,50,35,16,23,42,50,31.5,34.0,126,136
19,47,15,46,33,35,28,32,39,15,28,47,39,35.25,33.5,141,134
20,40,37,38,27,26,45,33,39,27,26,40,45,35.5,35.75,142,143
21,23,35,65,22,53,44,14,33,22,14,65,53,36.25,36.0,145,144
22,33,35,15,44,34,27,35,30,15,27,44,35,31.75,31.5,127,126
23,25,36,25,50,24,33,61,21,25,21,50,61,34.0,34.75,136,139
24,43,40,25,37,24,41,27,32,25,24,43,41,36.25,31.0,145,124
25,45,36,29,22,27,20,27,62,22,20,45,62,33.0,34.0,132,136
26,36,35,28,37,31,30,39,29,28,29,37,39,34.0,32.25,136,129
27,35,33,23,44,33,29,34,43,23,29,44,43,33.75,34.75,135,139
28,41,20,45,28,35,43,35,26,20,26,45,43,33.5,34.75,134,139
29,27,32,39,42,27,28,34,52,27,27,42,52,35.0,35.25,140,141
