replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,61,33,22,30,29,19,55,43,22,19,61,55,36.5,36.5,146,146
1,38,35,32,41,36,16,50,43,32,16,41,50,36.5,36.25,146,145
2,38,38,39,32,35,45,18,48,32,18,39,48,36.75,36.5,147,146
3,30,35,29,41,48,35,41,22,29,22,41,48,33.75,36.5,135,146
4,32,29,39,46,41,32,33,36,29,32,46,41,36.5,35.5,146,142
5,38,37,35,30,41,23,42,39,30,23,38,42,35.0,36.25,140,145
6,27,61,35,24,42,33,23,45,24,23,61,45,36.75,35.75,147,143
7,48,38,29,32,32,56,30,27,29,27,48,56,36.75,36.25,147,145
8,47,35,28,34,50,33,29,34,28,29,47,50,36.0,36.5,144,146
9,39,33,55,19,39,41,29,37,19,29,55,41,36.5,36.5,146,146
10,25,24,48,49,35,35,32,43,24,32,49,43,36.5,36.25,146,145
11,26,57,33,31,31,28,49,38,26,28,57,49,36.75,36.5,147,146
12,36,38,33,40,27,49,34,36,33,27,40,49,36.75,36.5,147,146
13,34,30,47,34,40,42,25,39,30,25,47,42,36.25,36.5,145,146
14,53,31,27,22,30,36,19,58,22,19,53,58,33.25,35.75,133,143
15,29,63,14,39,19,58,32,37,14,19,63,58,36.25,36.5,145,146
16,28,46,44,29,24,44,21,54,28,21,46,54,36.75,35.75,147,143
17,27,43,43,33,34,45,35,33,27,33,43,45,36.5,36.75,146,147
18,34,24,30,53,31,27,45,42,24,27,53,45,35.25,36.25,141,145
19,46,28,37,27,38,36,42,30,27,30,46,42,34.5,36.5,138,146
20,34,45,33,34,23,40,30,54,33,23,45,54,36.5,36.75,146,147
21,31,31,39,45,47,27,45,28,31,27,45,47,36.5,36.75,146,147
22,37,20,15,64,24,48,39,34,15,24,64,48,34.0,36.25,136,145
23,50,34,30,33,35,29,34,48,30,29,50,48,36.75,36.5,147,146
24,39,34,28,44,17,44,51,34,28,17,44,51,36.25,36.5,145,146
25,31,48,34,34,27,39,37,39,31,27,48,39,36.75,35.5,147,142
26,42,34,41,29,29,38,34,45,29,29,42,45,36.5,36.5,146,146
27,33,37,40,37,51,30,43,21,33,21,40,51,36.75,36.25,147,145
28,15,37,60,33,30,36,40,41,15,30,60,41,36.25,36.75,145,147
29,36,46,36,27,58,36,22,29,27,22,46,58,36.25,36.25,145,145
30,39,39,36,30,41,23,29,51,30,23,39,51,36.0,36.0,144,144
31,38,43,26,39,21,37,42,46,26,21,43,46,36.5,36.5,146,146
32,32,24,41,47,43,36,37,30,24,30,47,43,36.0,36.5,144,146
33,32,39,34,38,39,30,34,37,32,30,39,39,35.75,35.0,143,140
34,20,43,51,33,27,31,37,45,20,27,51,45,36.75,35.0,147,140
35,37,41,36,32,37,36,44,24,32,24,41,44,36.5,35.25,146,141
36,35,43,41,27,45,32,29,39,27,29,43,45,36.5,36.25,146,145
37,29,37,33,47,45,17,40,45,29,17,47,45,36.5,36.75,146,147
38,35,31,27,50,44,35,29,39,27,29,50,44,35.75,36.75,143,147
39,38,22,38,49,42,28,47,25,22,25,49,47,36.75,35.5,147,142
40,33,35,32,45,22,43,48,33,32,22,45,48,36.25,36.5,145,146
41,20,32,38,56,38,41,32,33,20,32,56,41,36.5,36.0,146,144
42,27,40,44,34,46,33,43,25,27,25,44,46,36.25,36.75,145,147
43,39,34,44,30,47,19,42,32,30,19,44,47,36.75,35.0,147,140
44,36,36,37,36,32,27,40,46,36,27,37,46,36.25,36.25,145,145
45,34,41,26,46,33,32,28,54,26,28,46,54,36.75,36.75,147,147
46,22,38,41,40,31,35,44,36,22,31,41,44,35.25,36.5,141,146
47,24,42,36,42,41,47,33,25,24,25,42,47,36.0,36.5,144,146
48,37,38,35,34,32,38,40,36,34,32,38,40,36.0,36.5,144,146
49,33,45,35,31,18,44,48,35,31,18,45,48,36.0,36.25,144,145
50,23,25,38,59,32,39,41,31,23,31,59,41,36.25,35.75,145,143
51,31,40,25,50,27,26,54,36,25,26,50,54,36.5,35.75,146,143
52,38,30,39,38,31,37,35,40,30,31,39,40,36.25,35.75,145,143
53,40,41,24,39,35,36,40,34,24,34,41,40,36.0,36.25,144,145
54,30,38,37,41,11,36,50,50,30,11,41,50,36.5,36.75,146,147
55,45,19,47,30,31,39,32,44,19,31,47,44,35.25,36.5,141,146
56,36,37,23,51,24,30,37,54,23,24,51,54,36.75,36.25,147,145
57,30,27,35,51,24,44,41,32,27,24,51,44,35.75,35.25,143,141
58,46,26,20,54,30,24,59,33,20,24,54,59,36.5,36.5,146,146
59,53,24,28,41,34,24,35,52,24,24,53,52,36.5,36.25,146,145
60,34,39,38,35,34,26,40,44,34,26,39,44,36.5,36.0,146,144
61,37,27,53,29,36,59,31,21,27,21,53,59,36.5,36.75,146,147
62,43,21,25,48,38,38,30,39,21,30,48,39,34.25,36.25,137,145
63,18,53,40,35,24,55,42,23,18,23,53,55,36.5,36.0,146,144
64,43,15,48,39,33,49,20,43,15,20,48,49,36.25,36.25,145,145
65,20,30,47,50,28,42,21,52,20,21,50,52,36.75,35.75,147,143
66,26,31,45,43,40,26,43,33,26,26,45,43,36.25,35.5,145,142
67,40,23,41,41,38,27,35,39,23,27,41,39,36.25,34.75,145,139
68,26,26,37,58,23,30,45,41,26,23,58,45,36.75,34.75,147,139
69,43,36,42,24,27,48,39,32,24,27,43,48,36.25,36.5,145,146
70,24,30,36,53,22,46,38,40,24,22,53,46,35.75,36.5,143,146
71,34,43,32,35,30,54,22,35,32,22,43,54,36.0,35.25,144,141
72,32,40,34,33,40,34,28,41,32,28,40,41,34.75,35.75,139,143
73,24,31,47,45,23,45,45,33,24,23,47,45,36.75,36.5,147,146
74,26,23,59,37,16,42,39,48,23,16,59,48,36.25,36.25,145,145
75,52,40,27,27,41,36,31,38,27,31,52,41,36.5,36.5,146,146
76,24,49,30,44,51,29,29,35,24,29,49,51,36.75,36.0,147,144
77,25,40,26,53,44,40,33,30,25,30,53,44,36.0,36.75,144,147
78,38,34,38,32,33,34,36,41,32,33,38,41,35.5,36.0,142,144
79,35,34,28,49,44,43,24,32,28,24,49,44,36.5,35.75,146,143
80,30,39,38,40,34,46,37,28,30,28,40,46,36.75,36.25,147,145
81,27,38,34,47,26,45,52,23,27,23,47,52,36.5,36.5,146,146
82,25,35,45,41,48,30,37,32,25,30,45,48,36.5,36.75,146,147
83,39,47,35,25,25,40,42,32,25,25,47,42,36.5,34.75,146,139
84,31,18,35,49,11,68,40,22,18,11,49,68,33.25,35.25,133,141
85,41,19,49,37,31,37,34,44,19,31,49,44,36.5,36.5,146,146
86,35,45,35,32,26,40,46,33,32,26,45,46,36.75,36.25,147,145
87,22,40,53,32,44,36,35,31,22,31,53,44,36.75,36.5,147,146
88,28,40,29,50,18,50,43,36,28,18,50,50,36.75,36.75,147,147
89,25,28,42,50,20,45,38,42,25,20,50,45,36.25,36.25,145,145
90,35,40,43,29,58,19,43,26,29,19,43,58,36.75,36.5,147,146
91,20,27,42,58,46,28,34,37,20,28,58,46,36.75,36.25,147,145
92,26,35,34,51,35,41,36,34,26,34,51,41,36.5,36.5,146,146
93,42,34,30,39,35,35,37,38,30,35,42,38,36.25,36.25,145,145
94,23,44,43,34,36,36,51,20,23,20,44,51,36.0,35.75,144,143
95,31,37,29,50,36,28,44,37,29,28,50,44,36.75,36.25,147,145
96,25,32,47,42,57,38,30,17,25,17,47,57,36.5,35.5,146,142
97,34,43,32,35,21,35,40,50,32,21,43,50,36.0,36.5,144,146
98,42,29,27,47,39,37,37,32,27,32,47,39,36.25,36.25,145,145
99,11,37,52,43,44,41,24,38,11,24,52,44,35.75,36.75,143,147
