replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,35,56,22,23,32,36,30,37,22,30,56,37,34.0,33.75,136,135
1,34,38,22,43,24,27,32,44,22,24,43,44,34.25,31.75,137,127
2,36,39,25,30,45,41,23,29,25,23,39,45,32.5,34.5,130,138
3,31,37,34,40,46,32,49,15,31,15,40,49,35.5,35.5,142,142
4,25,44,35,32,26,45,11,44,25,11,44,45,34.0,31.5,136,126
5,29,31,27,39,17,43,35,35,27,17,39,43,31.5,32.5,126,130
6,43,29,27,41,30,32,45,27,27,27,43,45,35.0,33.5,140,134
7,46,40,27,26,33,32,44,34,26,32,46,44,34.75,35.75,139,143
8,29,31,49,26,51,30,27,30,26,27,49,51,33.75,34.5,135,138
9,41,28,27,32,31,32,23,49,27,23,41,49,32.0,33.75,128,135
10,35,46,18,28,35,35,31,41,18,31,46,41,31.75,35.5,127,142
11,34,25,54,20,33,40,18,22,20,18,54,40,33.25,28.25,133,113
12,49,28,36,26,45,28,31,35,26,28,49,45,34.75,34.75,139,139
13,29,43,27,43,27,39,31,47,27,27,43,47,35.5,36.0,142,144
14,40,34,27,35,42,48,22,23,27,22,40,48,34.0,33.75,136,135
15,27,32,36,47,24,44,42,31,27,24,47,44,35.5,35.25,142,141
16,20,45,33,43,34,24,34,42,20,24,45,42,35.25,33.5,141,134
17,15,20,32,32,36,36,32,39,15,32,32,39,24.75,35.75,99,143
18,25,34,41,33,26,50,20,35,25,20,41,50,33.25,32.75,133,131
19,46,33,27,28,29,40,32,26,27,26,46,40,33.5,31.75,134,127
20,28,38,23,51,34,30,41,28,23,28,51,41,35.0,33.25,140,133
21,33,47,27,30,56,29,31,28,27,28,47,56,34.25,36.0,137,144
22,26,27,49,31,37,49,24,26,26,24,49,49,33.25,34.0,133,136
23,30,32,29,42,37,28,31,32,29,28,42,37,33.25,32.0,133,128
24,37,29,34,21,60,20,25,32,21,20,37,60,30.25,34.25,121,137
25,39,33,27,39,27,28,30,31,27,27,39,31,34.5,29.0,138,116
26,36,19,43,45,33,24,45,40,19,24,45,45,35.75,35.5,143,142
27,22,35,33,33,46,40,30,25,22,25,35,46,30.75,35.25,123,141
28,34,35,29,39,39,42,26,30,29,26,39,42,34.25,34.25,137,137
29,44,25,43,24,33,39,21,44,24,21,44,44,34.0,34.25,136,137
30,32,33,41,36,23,54,23,26,32,23,41,54,35.5,31.5,142,126
31,37,26,37,42,32,35,31,39,26,31,42,39,35.5,34.25,142,137
32,28,32,24,51,39,23,42,16,24,16,51,42,33.75,30.0,135,120
33,51,26,23,24,38,36,24,34,23,24,51,38,31.0,33.0,124,132
34,26,50,19,37,27,38,39,32,19,27,50,39,33.0,34.0,132,136
35,33,37,29,26,38,40,24,39,26,24,37,40,31.25,35.25,125,141
36,38,48,34,20,31,37,17,53,20,17,48,53,35.0,34.5,140,138
37,15,44,28,43,23,43,32,34,15,23,44,43,32.5,33.0,130,132
38,32,33,41,29,23,35,37,40,29,23,41,40,33.75,33.75,135,135
39,27,38,47,22,30,34,25,52,22,25,47,52,33.5,35.25,134,141
40,33,48,34,27,38,29,29,37,27,29,48,38,35.5,33.25,142,133
41,45,10,52,31,17,9,51,31,10,9,52,51,34.5,27.0,138,108
42,41,26,26,42,22,40,32,42,26,22,42,42,33.75,34.0,135,136
43,33,17,52,34,14,54,39,28,17,14,52,54,34.0,33.75,136,135
44,36,34,26,32,43,31,27,36,26,27,36,43,32.0,34.25,128,137
45,37,39,34,27,28,33,28,48,27,28,39,48,34.25,34.25,137,137
46,29,38,30,40,40,32,30,33,29,30,40,40,34.25,33.75,137,135
47,35,48,27,21,19,45,37,33,21,19,48,45,32.75,33.5,131,134
48,39,32,19,40,24,32,41,42,19,24,40,42,32.5,34.75,130,139
49,21,30,48,40,36,17,30,25,21,17,48,36,34.75,27.0,139,108
50,24,32,40,30,28,34,26,53,24,26,40,53,31.5,35.25,126,141
51,23,37,33,39,25,44,19,32,23,19,39,44,33.0,30.0,132,120
52,43,16,56,23,37,37,38,18,16,18,56,38,34.5,32.5,138,130
53,18,52,33,31,25,48,28,30,18,25,52,48,33.5,32.75,134,131
54,18,25,47,46,20,43,34,39,18,20,47,43,34.0,34.0,136,136
55,44,42,18,27,30,44,31,33,18,30,44,44,32.75,34.5,131,138
56,24,35,34,43,28,39,31,29,24,28,43,39,34.0,31.75,136,127
57,43,38,19,39,27,45,26,29,19,26,43,45,34.75,31.75,139,127
58,44,34,42,13,22,35,41,23,13,22,44,41,33.25,30.25,133,121
59,31,38,24,24,34,30,45,29,24,29,38,45,29.25,34.5,117,138
60,14,46,34,40,26,36,28,34,14,26,46,36,33.5,31.0,134,124
61,25,44,26,36,40,28,36,28,25,28,44,40,32.75,33.0,131,132
62,40,30,41,23,25,34,46,28,23,25,41,46,33.5,33.25,134,133
63,37,51,27,23,33,39,45,26,23,26,51,45,34.5,35.75,138,143
64,41,35,33,35,35,35,31,28,33,28,41,35,36.0,32.25,144,129
65,38,36,42,14,30,32,36,40,14,30,42,40,32.5,34.5,130,138
66,41,49,23,21,47,23,26,33,21,23,49,47,33.5,32.25,134,129
67,28,33,35,46,36,45,26,36,28,26,46,45,35.5,35.75,142,143
68,30,34,21,56,46,29,16,41,21,16,56,46,35.25,33.0,141,132
69,23,48,25,39,30,41,33,35,23,30,48,41,33.75,34.75,135,139
70,32,47,25,34,22,50,25,38,25,22,47,50,34.5,33.75,138,135
71,33,40,37,28,44,42,24,28,28,24,40,44,34.5,34.5,138,138
72,35,30,39,25,29,29,36,42,25,29,39,42,32.25,34.0,129,136
73,42,29,31,39,20,42,52,17,29,17,42,52,35.25,32.75,141,131
74,26,48,20,38,46,32,31,35,20,31,48,46,33.0,36.0,132,144
75,32,38,35,31,31,30,44,37,31,30,38,44,34.0,35.5,136,142
76,28,43,32,38,28,45,34,33,28,28,43,45,35.25,35.0,141,140
77,27,24,41,39,35,23,34,30,24,23,41,35,32.75,30.5,131,122
78,32,49,26,33,39,41,20,29,26,20,49,41,35.0,32.25,140,129
79,38,38,28,34,49,38,38,20,28,20,38,49,34.5,36.25,138,145
80,48,30,20,37,31,24,23,53,20,23,48,53,33.75,32.75,135,131
81,41,31,37,32,28,39,37,39,31,28,41,39,35.25,35.75,141,143
82,37,29,51,23,39,14,34,41,23,14,51,41,35.0,32.0,140,128
83,42,30,12,24,38,45,28,26,12,26,42,45,27.0,34.25,108,137
84,25,43,34,31,41,27,24,27,25,24,43,41,33.25,29.75,133,119
85,38,38,29,26,38,43,11,41,26,11,38,43,32.75,33.25,131,133
86,47,37,25,29,38,49,17,33,25,17,47,49,34.5,34.25,138,137
87,47,24,33,27,37,38,28,37,24,28,47,38,32.75,35.0,131,140
88,39,28,29,44,23,43,20,42,28,20,44,43,35.0,32.0,140,128
89,34,43,40,22,36,32,46,19,22,19,43,46,34.75,33.25,139,133
90,24,37,21,57,39,24,29,29,21,24,57,39,34.75,30.25,139,121
91,58,22,24,34,29,39,39,29,22,29,58,39,34.5,34.0,138,136
92,31,35,52,21,42,29,44,25,21,25,52,44,34.75,35.0,139,140
93,42,21,41,32,47,29,33,31,21,29,42,47,34.0,35.0,136,140
94,34,23,25,45,44,35,38,21,23,21,45,44,31.75,34.5,127,138
95,29,34,33,39,44,41,26,21,29,21,39,44,33.75,33.0,135,132
96,59,17,20,37,39,21,31,42,17,21,59,42,33.25,33.25,133,133
97,28,41,32,30,31,44,29,29,28,29,41,44,32.75,33.25,131,133
98,36,38,38,26,25,48,36,34,26,25,38,48,34.5,35.75,138,143
99,41,34,18,41,43,47,29,17,18,17,41,47,33.5,34.0,134,136
