replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,20,42,37,32,54,19,23,30,20,19,42,54,32.75,31.5,131,126
1,34,18,33,35,39,34,29,30,18,29,35,39,30.0,33.0,120,132
2,42,31,28,29,24,14,38,34,28,14,42,38,32.5,27.5,130,110
3,33,18,31,43,40,31,37,22,18,22,43,40,31.25,32.5,125,130
4,43,34,21,36,34,42,28,38,21,28,43,42,33.5,35.5,134,142
5,29,33,23,47,47,37,23,31,23,23,47,47,33.0,34.5,132,138
6,37,15,43,38,38,15,37,48,15,15,43,48,33.25,34.5,133,138
7,36,24,26,33,26,28,24,47,24,24,36,47,29.75,31.25,119,125
8,26,35,20,41,40,31,27,37,20,27,41,40,30.5,33.75,122,135
9,47,22,39,24,24,36,31,30,22,24,47,36,33.0,30.25,132,121
10,40,44,22,31,38,35,37,33,22,33,44,38,34.25,35.75,137,143
11,37,22,41,31,46,24,40,30,22,24,41,46,32.75,35.0,131,140
12,40,41,34,28,26,36,43,29,28,26,41,43,35.75,33.5,143,134
13,33,41,25,27,44,27,36,30,25,27,41,44,31.5,34.25,126,137
14,50,35,15,27,30,25,23,36,15,23,50,36,31.75,28.5,127,114
15,28,25,40,38,39,37,38,30,25,30,40,39,32.75,36.0,131,144
16,35,34,28,41,42,16,22,57,28,16,41,57,34.5,34.25,138,137
17,35,33,32,28,35,18,28,40,28,18,35,40,32.0,30.25,128,121
18,26,27,29,41,32,28,35,35,26,28,41,35,30.75,32.5,123,130
19,26,47,27,31,41,28,33,35,26,28,47,41,32.75,34.25,131,137
20,31,44,18,45,29,44,27,38,18,27,45,44,34.5,34.5,138,138
21,37,21,27,50,44,34,36,31,21,31,50,44,33.75,36.25,135,145
22,35,41,37,29,45,39,25,33,29,25,41,45,35.5,35.5,142,142
23,39,29,19,29,30,43,23,31,19,23,39,43,29.0,31.75,116,127
24,30,34,44,25,28,50,25,28,25,25,44,50,33.25,32.75,133,131
25,41,18,32,34,40,28,40,28,18,28,41,40,31.25,34.0,125,136
26,48,38,27,27,38,29,28,37,27,28,48,38,35.0,33.0,140,132
27,31,39,26,43,30,37,36,35,26,30,43,37,34.75,34.5,139,138
28,27,41,32,21,23,30,27,37,21,23,41,37,30.25,29.25,121,117
29,23,40,30,37,23,55,35,30,23,23,40,55,32.5,35.75,130,143
30,31,43,39,26,25,41,36,34,26,25,43,41,34.75,34.0,139,136
31,32,18,34,52,34,43,22,36,18,22,52,43,34.0,33.75,136,135
32,35,32,16,45,21,38,30,39,16,21,45,39,32.0,32.0,128,128
33,29,36,14,45,16,48,40,32,14,16,45,48,31.0,34.0,124,136
34,39,46,28,18,24,47,38,20,18,20,46,47,32.75,32.25,131,129
35,33,58,25,28,24,35,26,43,25,24,58,43,36.0,32.0,144,128
36,34,27,46,26,26,38,33,34,26,26,46,38,33.25,32.75,133,131
37,48,17,44,24,43,40,27,31,17,27,48,43,33.25,35.25,133,141
38,27,36,24,53,36,22,43,34,24,22,53,43,35.0,33.75,140,135
39,32,31,32,39,33,32,40,40,31,32,39,40,33.5,36.25,134,145
40,41,28,31,43,31,33,34,30,28,30,43,34,35.75,32.0,143,128
41,38,36,33,38,37,41,31,28,33,28,38,41,36.25,34.25,145,137
42,30,52,30,23,21,61,29,32,23,21,52,61,33.75,35.75,135,143
43,36,37,29,32,25,35,32,40,29,25,37,40,33.5,33.0,134,132
44,25,37,34,31,25,34,42,24,25,24,37,42,31.75,31.25,127,125
45,26,37,45,30,35,35,21,40,26,21,45,40,34.5,32.75,138,131
46,37,27,35,42,35,21,38,37,27,21,42,38,35.25,32.75,141,131
47,35,18,34,42,30,41,38,25,18,25,42,41,32.25,33.5,129,134
48,33,23,31,38,32,30,36,44,23,30,38,44,31.25,35.5,125,142
49,43,32,42,27,34,52,21,32,27,21,43,52,36.0,34.75,144,139
50,38,37,35,29,31,18,48,27,29,18,38,48,34.75,31.0,139,124
51,41,28,30,34,29,39,36,30,28,29,41,39,33.25,33.5,133,134
52,36,21,37,42,33,26,20,48,21,20,42,48,34.0,31.75,136,127
53,35,33,32,29,38,47,18,32,29,18,35,47,32.25,33.75,129,135
54,42,24,42,33,33,28,28,49,24,28,42,49,35.25,34.5,141,138
55,44,27,34,35,26,33,21,22,27,21,44,33,35.0,25.5,140,102
56,32,31,35,32,32,32,31,42,31,31,35,42,32.5,34.25,130,137
57,36,28,31,31,32,33,39,31,28,31,36,39,31.5,33.75,126,135
58,32,42,27,36,22,50,41,13,27,13,42,50,34.25,31.5,137,126
59,38,36,24,37,44,33,19,33,24,19,38,44,33.75,32.25,135,129
