replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,44,32,37,39,47,45,24,33,32,24,44,47,38.0,37.25,152,149
1,31,24,36,61,32,46,38,34,24,32,61,46,38.0,37.5,152,150
2,31,56,12,52,40,32,50,29,12,29,56,50,37.75,37.75,151,151
3,49,44,32,26,40,36,49,25,26,25,49,49,37.75,37.5,151,150
4,57,35,29,29,53,41,28,30,29,28,57,53,37.5,38.0,150,152
5,52,36,39,23,21,24,44,59,23,21,52,59,37.5,37.0,150,148
6,45,39,44,23,33,34,39,43,23,33,45,43,37.75,37.25,151,149
7,39,36,48,25,31,27,39,55,25,27,48,55,37.0,38.0,148,152
8,30,45,29,45,30,50,35,35,29,30,45,50,37.25,37.5,149,150
9,42,38,37,23,43,34,42,31,23,31,42,43,35.0,37.5,140,150
10,34,51,22,45,49,24,41,38,22,24,51,49,38.0,38.0,152,152
11,55,30,22,45,38,46,44,23,22,23,55,46,38.0,37.75,152,151
12,45,46,33,26,40,36,31,42,26,31,46,42,37.5,37.25,150,149
13,35,46,36,31,49,22,30,44,31,22,46,49,37.0,36.25,148,145
14,58,30,26,33,41,25,52,33,26,25,58,52,36.75,37.75,147,151
15,41,32,43,33,26,52,38,34,32,26,43,52,37.25,37.5,149,150
16,24,39,42,45,53,46,23,30,24,23,45,53,37.5,38.0,150,152
17,29,33,39,47,53,39,35,22,29,22,47,53,37.0,37.25,148,149
18,34,38,42,37,42,32,41,34,34,32,42,42,37.75,37.25,151,149
19,28,34,48,41,45,45,20,40,28,20,48,45,37.75,37.5,151,150
20,52,27,47,26,38,46,55,13,26,13,52,55,38.0,38.0,152,152
21,43,31,39,37,42,40,26,39,31,26,43,42,37.5,36.75,150,147
22,37,29,29,50,47,28,47,24,29,24,50,47,36.25,36.5,145,146
23,21,41,55,35,37,48,25,41,21,25,55,48,38.0,37.75,152,151
24,39,35,31,42,41,54,28,26,31,26,42,54,36.75,37.25,147,149
25,41,36,26,32,50,37,31,34,26,31,41,50,33.75,38.0,135,152
26,35,49,46,22,21,50,48,32,22,21,49,50,38.0,37.75,152,151
27,35,46,38,32,29,41,28,47,32,28,46,47,37.75,36.25,151,145
28,38,32,41,39,45,32,42,31,32,31,41,45,37.5,37.5,150,150
29,38,38,29,44,25,46,44,37,29,25,44,46,37.25,38.0,149,152
30,43,36,26,39,36,32,31,50,26,31,43,50,36.0,37.25,144,149
31,50,45,29,28,36,38,55,23,28,23,50,55,38.0,38.0,152,152
32,35,28,73,15,39,37,37,39,15,37,73,39,37.75,38.0,151,152
33,54,43,31,23,41,39,37,33,23,33,54,41,37.75,37.5,151,150
34,55,40,19,35,39,25,31,52,19,25,55,52,37.25,36.75,149,147
35,44,37,29,41,22,23,35,66,29,22,44,66,37.75,36.5,151,146
36,35,33,33,50,15,32,27,69,33,15,50,69,37.75,35.75,151,143
37,38,38,38,37,42,26,48,34,37,26,38,48,37.75,37.5,151,150
38,35,43,31,43,30,42,30,49,31,30,43,49,38.0,37.75,152,151
39,47,24,49,32,39,46,29,35,24,29,49,46,38.0,37.25,152,149
40,23,57,36,34,35,37,37,43,23,35,57,43,37.5,38.0,150,152
41,39,45,27,41,41,36,27,40,27,27,45,41,38.0,36.0,152,144
42,27,39,42,43,12,54,46,38,27,12,43,54,37.75,37.5,151,150
43,44,49,27,29,25,46,27,52,27,25,49,52,37.25,37.5,149,150
44,47,51,25,29,39,41,36,34,25,34,51,41,38.0,37.5,152,150
45,36,14,64,35,45,30,31,41,14,30,64,45,37.25,36.75,149,147
46,49,36,32,34,41,30,65,16,32,16,49,65,37.75,38.0,151,152
47,44,30,30,45,44,55,26,25,30,25,45,55,37.25,37.5,149,150
48,31,42,31,46,41,44,38,25,31,25,46,44,37.5,37.0,150,148
49,51,28,36,37,31,27,34,58,28,27,51,58,38.0,37.5,152,150
50,39,39,28,44,29,38,52,32,28,29,44,52,37.5,37.75,150,151
51,36,34,36,46,47,33,35,36,34,33,46,47,38.0,37.75,152,151
52,33,34,47,37,37,17,33,43,33,17,47,43,37.75,32.5,151,130
53,43,33,38,37,31,35,57,28,33,28,43,57,37.75,37.75,151,151
54,28,44,39,41,38,39,27,48,28,27,44,48,38.0,38.0,152,152
55,46,26,49,30,42,35,34,37,26,34,49,42,37.75,37.0,151,148
56,37,38,53,22,45,32,33,41,22,32,53,45,37.5,37.75,150,151
57,34,32,24,54,31,63,17,40,24,17,54,63,36.0,37.75,144,151
58,46,35,43,28,41,46,34,28,28,28,46,46,38.0,37.25,152,149
59,25,30,31,65,38,31,46,35,25,31,65,46,37.75,37.5,151,150
60,40,40,47,25,27,47,56,21,25,21,47,56,38.0,37.75,152,151
61,23,36,40,50,27,42,32,49,23,27,50,49,37.25,37.5,149,150
62,39,50,26,33,40,41,29,40,26,29,50,41,37.0,37.5,148,150
63,42,50,16,41,42,36,38,34,16,34,50,42,37.25,37.5,149,150
64,43,38,30,39,27,38,41,44,30,27,43,44,37.5,37.5,150,150
65,23,39,47,39,33,30,47,36,23,30,47,47,37.0,36.5,148,146
66,36,29,50,35,51,29,38,34,29,29,50,51,37.5,38.0,150,152
67,34,47,25,43,38,34,47,32,25,32,47,47,37.25,37.75,149,151
