replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,36,46,21,41,43,37,36,35,21,35,46,43,36.0,37.75,144,151
1,32,42,50,26,42,43,29,31,26,29,50,43,37.5,36.25,150,145
2,34,25,48,41,40,24,46,42,25,24,48,46,37.0,38.0,148,152
3,33,30,53,33,41,23,27,55,30,23,53,55,37.25,36.5,149,146
4,38,30,33,50,50,28,36,36,30,28,50,50,37.75,37.5,151,150
5,25,53,31,41,29,37,49,36,25,29,53,49,37.5,37.75,150,151
6,35,37,50,29,31,48,38,33,29,31,50,48,37.75,37.5,151,150
7,51,34,30,35,42,45,35,29,30,29,51,45,37.5,37.75,150,151
8,43,43,33,32,52,20,29,46,32,20,43,52,37.75,36.75,151,147
9,45,32,27,41,30,52,43,26,27,26,45,52,36.25,37.75,145,151
10,35,37,33,42,43,33,34,42,33,33,42,43,36.75,38.0,147,152
11,36,44,31,39,17,38,57,36,31,17,44,57,37.5,37.0,150,148
12,22,51,39,39,27,31,66,28,22,27,51,66,37.75,38.0,151,152
13,39,33,36,44,40,50,25,37,33,25,44,50,38.0,38.0,152,152
14,51,39,34,24,46,39,26,41,24,26,51,46,37.0,38.0,148,152
15,56,37,28,30,36,45,44,27,28,27,56,45,37.75,38.0,151,152
16,28,29,36,59,56,29,23,43,28,23,59,56,38.0,37.75,152,151
17,43,52,20,27,33,36,25,57,20,25,52,57,35.5,37.75,142,151
18,32,28,56,35,38,37,37,40,28,37,56,40,37.75,38.0,151,152
19,25,36,45,44,30,48,50,17,25,17,45,50,37.5,36.25,150,145
20,47,26,43,31,25,37,33,55,26,25,47,55,36.75,37.5,147,150
21,40,32,42,38,46,44,35,25,32,25,42,46,38.0,37.5,152,150
22,50,31,25,41,46,45,33,26,25,26,50,46,36.75,37.5,147,150
23,52,48,25,26,34,38,34,45,25,34,52,45,37.75,37.75,151,151
24,31,45,35,39,46,44,31,22,31,22,45,46,37.5,35.75,150,143
25,33,32,33,52,39,20,60,31,32,20,52,60,37.5,37.5,150,150
26,33,33,43,42,37,36,39,40,33,36,43,40,37.75,38.0,151,152
27,33,35,42,42,36,39,39,31,33,31,42,39,38.0,36.25,152,145
28,37,29,46,39,30,38,28,53,29,28,46,53,37.75,37.25,151,149
29,40,37,35,38,42,38,38,32,35,32,40,42,37.5,37.5,150,150
30,39,49,41,22,33,46,37,36,22,33,49,46,37.75,38.0,151,152
31,48,43,26,33,44,47,28,29,26,28,48,47,37.5,37.0,150,148
32,30,36,42,44,15,55,33,48,30,15,44,55,38.0,37.75,152,151
33,25,45,43,35,27,42,37,45,25,27,45,45,37.0,37.75,148,151
34,33,56,31,29,53,32,46,19,29,19,56,53,37.25,37.5,149,150
35,36,41,43,31,31,45,34,41,31,31,43,45,37.75,37.75,151,151
36,45,40,26,40,32,34,36,47,26,32,45,47,37.75,37.25,151,149
37,47,46,12,46,34,26,65,24,12,24,47,65,37.75,37.25,151,149
38,41,38,37,35,23,43,41,42,35,23,41,43,37.75,37.25,151,149
