replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,0,0,0,0,37,40,35,39,0,35,0,40,0.0,37.75,0,151
1,0,0,0,0,35,36,41,37,0,35,0,41,0.0,37.25,0,149
2,0,0,0,0,34,39,38,40,0,34,0,40,0.0,37.75,0,151
3,0,0,0,0,39,33,39,40,0,33,0,40,0.0,37.75,0,151
4,0,0,0,0,37,35,41,38,0,35,0,41,0.0,37.75,0,151
5,0,0,0,0,38,38,38,37,0,37,0,38,0.0,37.75,0,151
6,0,0,0,0,34,38,36,39,0,34,0,39,0.0,36.75,0,147
7,0,0,0,0,37,36,42,34,0,34,0,42,0.0,37.25,0,149
8,0,0,0,0,36,37,36,38,0,36,0,38,0.0,36.75,0,147
9,0,0,0,0,39,36,33,41,0,33,0,41,0.0,37.25,0,149
10,0,0,0,0,38,38,34,41,0,34,0,41,0.0,37.75,0,151
11,0,0,0,0,37,31,41,42,0,31,0,42,0.0,37.75,0,151
12,0,0,0,0,36,37,38,40,0,36,0,40,0.0,37.75,0,151
13,0,0,0,0,37,38,37,39,0,37,0,39,0.0,37.75,0,151
14,0,0,0,0,33,41,37,40,0,33,0,41,0.0,37.75,0,151
15,0,0,0,0,32,35,32,37,0,32,0,37,0.0,34.0,0,136
16,0,0,0,0,32,36,35,35,0,32,0,36,0.0,34.5,0,138
17,0,0,0,0,37,37,37,40,0,37,0,40,0.0,37.75,0,151
18,0,0,0,0,41,36,36,34,0,34,0,41,0.0,36.75,0,147
19,0,0,0,0,36,38,39,38,0,36,0,39,0.0,37.75,0,151
20,0,0,0,0,40,38,38,35,0,35,0,40,0.0,37.75,0,151
21,0,0,0,0,41,37,37,36,0,36,0,41,0.0,37.75,0,151
22,0,0,0,0,33,31,35,38,0,31,0,38,0.0,34.25,0,137
23,0,0,0,0,34,37,38,42,0,34,0,42,0.0,37.75,0,151
24,0,0,0,0,34,38,38,41,0,34,0,41,0.0,37.75,0,151
25,0,0,0,0,33,35,35,42,0,33,0,42,0.0,36.25,0,145
26,0,0,0,0,37,42,32,40,0,32,0,42,0.0,37.75,0,151
27,0,0,0,0,34,40,36,41,0,34,0,41,0.0,37.75,0,151
28,0,0,0,0,32,36,34,41,0,32,0,41,0.0,35.75,0,143
29,0,0,0,0,36,39,38,38,0,36,0,39,0.0,37.75,0,151
30,0,0,0,0,37,35,41,38,0,35,0,41,0.0,37.75,0,151
31,0,0,0,0,36,38,40,34,0,34,0,40,0.0,37.0,0,148
32,0,0,0,0,37,31,36,38,0,31,0,38,0.0,35.5,0,142
33,0,0,0,0,39,39,35,38,0,35,0,39,0.0,37.75,0,151
34,0,0,0,0,37,34,39,37,0,34,0,39,0.0,36.75,0,147
35,0,0,0,0,30,35,36,36,0,30,0,36,0.0,34.25,0,137
36,0,0,0,0,36,39,37,39,0,36,0,39,0.0,37.75,0,151
37,0,0,0,0,38,38,36,39,0,36,0,39,0.0,37.75,0,151
38,0,0,0,0,36,35,36,35,0,35,0,36,0.0,35.5,0,142
39,0,0,0,0,39,38,37,37,0,37,0,39,0.0,37.75,0,151
40,0,0,0,0,37,35,36,36,0,35,0,37,0.0,36.0,0,144
41,0,0,0,0,28,37,34,40,0,28,0,40,0.0,34.75,0,139
42,0,0,0,0,35,37,40,39,0,35,0,40,0.0,37.75,0,151
43,0,0,0,0,35,39,34,43,0,34,0,43,0.0,37.75,0,151
44,0,0,0,0,35,38,41,37,0,35,0,41,0.0,37.75,0,151
45,0,0,0,0,31,34,33,38,0,31,0,38,0.0,34.0,0,136
46,0,0,0,0,37,38,38,38,0,37,0,38,0.0,37.75,0,151
47,0,0,0,0,37,36,39,39,0,36,0,39,0.0,37.75,0,151
48,0,0,0,0,38,34,36,39,0,34,0,39,0.0,36.75,0,147
49,0,0,0,0,36,35,39,41,0,35,0,41,0.0,37.75,0,151
50,0,0,0,0,39,37,37,38,0,37,0,39,0.0,37.75,0,151
51,0,0,0,0,35,40,38,38,0,35,0,40,0.0,37.75,0,151
52,0,0,0,0,37,31,38,38,0,31,0,38,0.0,36.0,0,144
53,0,0,0,0,37,31,39,36,0,31,0,39,0.0,35.75,0,143
54,0,0,0,0,37,40,34,40,0,34,0,40,0.0,37.75,0,151
55,0,0,0,0,36,40,36,39,0,36,0,40,0.0,37.75,0,151
56,0,0,0,0,37,37,40,37,0,37,0,40,0.0,37.75,0,151
57,0,0,0,0,35,36,34,37,0,34,0,37,0.0,35.5,0,142
58,0,0,0,0,39,34,37,41,0,34,0,41,0.0,37.75,0,151
59,0,0,0,0,33,38,38,42,0,33,0,42,0.0,37.75,0,151
60,0,0,0,0,35,37,40,39,0,35,0,40,0.0,37.75,0,151
61,0,0,0,0,35,41,39,36,0,35,0,41,0.0,37.75,0,151
62,0,0,0,0,35,36,34,42,0,34,0,42,0.0,36.75,0,147
63,0,0,0,0,38,36,34,40,0,34,0,40,0.0,37.0,0,148
64,0,0,0,0,32,38,36,39,0,32,0,39,0.0,36.25,0,145
65,0,0,0,0,35,30,36,33,0,30,0,36,0.0,33.5,0,134
66,0,0,0,0,40,37,41,33,0,33,0,41,0.0,37.75,0,151
67,0,0,0,0,36,36,38,38,0,36,0,38,0.0,37.0,0,148
68,0,0,0,0,37,39,37,38,0,37,0,39,0.0,37.75,0,151
69,0,0,0,0,32,37,34,40,0,32,0,40,0.0,35.75,0,143
70,0,0,0,0,37,35,38,35,0,35,0,38,0.0,36.25,0,145
71,0,0,0,0,40,35,36,40,0,35,0,40,0.0,37.75,0,151
72,0,0,0,0,40,40,34,37,0,34,0,40,0.0,37.75,0,151
73,0,0,0,0,37,39,36,39,0,36,0,39,0.0,37.75,0,151
