replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,1,1,3,1,0,116,0,0,1,0,3,116,1.5,29.0,6,116
1,2,1,0,0,0,105,0,0,0,0,2,105,0.75,26.25,3,105
2,1,2,0,2,0,105,0,0,0,0,2,105,1.25,26.25,5,105
3,0,0,0,1,0,102,0,1,0,0,1,102,0.25,25.75,1,103
4,0,0,0,1,0,96,0,1,0,0,1,96,0.25,24.25,1,97
5,0,1,0,2,0,118,0,0,0,0,2,118,0.75,29.5,3,118
6,2,0,0,2,0,117,0,0,0,0,2,117,1.0,29.25,4,117
7,0,1,1,1,0,104,0,0,0,0,1,104,0.75,26.0,3,104
8,1,0,0,0,0,76,0,1,0,0,1,76,0.25,19.25,1,77
9,0,0,0,2,0,92,0,2,0,0,2,92,0.5,23.5,2,94
10,0,2,0,0,0,114,0,2,0,0,2,114,0.5,29.0,2,116
11,0,0,0,0,0,105,0,0,0,0,0,105,0.0,26.25,0,105
12,0,1,3,5,0,122,0,0,0,0,5,122,2.25,30.5,9,122
13,0,0,0,0,0,105,0,0,0,0,0,105,0.0,26.25,0,105
14,0,3,1,0,1,107,0,0,0,0,3,107,1.0,27.0,4,108
15,1,0,1,1,0,75,1,1,0,0,1,75,0.75,19.25,3,77
16,0,2,0,0,0,118,0,0,0,0,2,118,0.5,29.5,2,118
17,1,2,0,1,0,124,0,0,0,0,2,124,1.0,31.0,4,124
18,0,0,0,0,0,110,1,0,0,0,0,110,0.0,27.75,0,111
19,4,2,0,1,0,100,0,0,0,0,4,100,1.75,25.0,7,100
20,1,0,0,1,1,99,0,2,0,0,1,99,0.5,25.5,2,102
21,1,1,0,2,2,112,0,0,0,0,2,112,1.0,28.5,4,114
22,0,0,0,0,0,111,0,0,0,0,0,111,0.0,27.75,0,111
23,0,0,0,0,0,94,0,0,0,0,0,94,0.0,23.5,0,94
24,1,1,0,0,0,124,1,0,0,0,1,124,0.5,31.25,2,125
25,1,0,0,0,0,92,0,0,0,0,1,92,0.25,23.0,1,92
26,0,0,0,1,0,107,0,0,0,0,1,107,0.25,26.75,1,107
27,3,2,0,2,0,117,0,0,0,0,3,117,1.75,29.25,7,117
28,0,0,0,0,0,81,0,0,0,0,0,81,0.0,20.25,0,81
29,2,0,0,0,0,115,0,0,0,0,2,115,0.5,28.75,2,115
30,1,2,0,0,0,128,0,0,0,0,2,128,0.75,32.0,3,128
31,0,0,1,2,3,115,0,0,0,0,2,115,0.75,29.5,3,118
32,2,1,1,0,0,103,0,0,0,0,2,103,1.0,25.75,4,103
33,0,2,2,2,0,111,0,0,0,0,2,111,1.5,27.75,6,111
34,2,0,0,1,0,121,0,0,0,0,2,121,0.75,30.25,3,121
35,0,1,0,1,0,97,0,0,0,0,1,97,0.5,24.25,2,97
36,1,0,1,1,0,87,0,1,0,0,1,87,0.75,22.0,3,88
37,1,4,2,2,0,112,2,0,1,0,4,112,2.25,28.5,9,114
38,2,4,1,2,0,118,0,0,1,0,4,118,2.25,29.5,9,118
39,4,0,0,0,2,124,0,0,0,0,4,124,1.0,31.5,4,126
40,2,1,1,2,0,122,0,0,1,0,2,122,1.5,30.5,6,122
41,2,1,1,1,0,135,0,0,1,0,2,135,1.25,33.75,5,135
42,0,0,0,1,0,126,0,0,0,0,1,126,0.25,31.5,1,126
43,1,0,0,1,0,116,0,0,0,0,1,116,0.5,29.0,2,116
44,0,0,1,1,0,97,0,3,0,0,1,97,0.5,25.0,2,100
45,0,2,0,1,0,126,0,0,0,0,2,126,0.75,31.5,3,126
46,1,1,1,2,0,119,0,0,1,0,2,119,1.25,29.75,5,119
47,1,2,1,1,0,120,0,0,1,0,2,120,1.25,30.0,5,120
48,1,2,0,0,0,107,0,2,0,0,2,107,0.75,27.25,3,109
49,0,0,0,0,0,83,0,0,0,0,0,83,0.0,20.75,0,83
50,2,0,0,0,0,102,0,2,0,0,2,102,0.5,26.0,2,104
51,0,0,0,0,2,108,0,0,0,0,0,108,0.0,27.5,0,110
52,0,0,3,0,0,117,0,0,0,0,3,117,0.75,29.25,3,117
53,5,4,0,1,3,102,0,0,0,0,5,102,2.5,26.25,10,105
54,0,0,0,2,1,86,0,2,0,0,2,86,0.5,22.25,2,89
55,6,0,0,3,3,107,0,0,0,0,6,107,2.25,27.5,9,110
56,0,1,2,2,0,101,0,3,0,0,2,101,1.25,26.0,5,104
57,0,2,2,2,0,101,0,0,0,0,2,101,1.5,25.25,6,101
58,1,1,0,0,0,116,0,2,0,0,1,116,0.5,29.5,2,118
59,0,1,0,1,3,112,0,0,0,0,1,112,0.5,28.75,2,115
60,3,0,2,3,0,111,0,0,0,0,3,111,2.0,27.75,8,111
61,1,2,0,0,1,99,2,0,0,0,2,99,0.75,25.5,3,102
62,0,0,0,1,0,93,0,2,0,0,1,93,0.25,23.75,1,95
63,5,1,0,0,0,97,0,0,0,0,5,97,1.5,24.25,6,97
64,0,3,0,2,1,92,0,1,0,0,3,92,1.25,23.5,5,94
65,0,0,0,0,0,77,0,0,0,0,0,77,0.0,19.25,0,77
66,3,0,0,2,1,100,0,0,0,0,3,100,1.25,25.25,5,101
67,2,2,0,0,0,116,0,0,0,0,2,116,1.0,29.0,4,116
68,0,0,0,1,0,111,0,0,0,0,1,111,0.25,27.75,1,111
69,0,0,0,0,0,105,0,0,0,0,0,105,0.0,26.25,0,105
