replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,49,21,32,39,53,31,38,25,21,25,49,53,35.25,36.75,141,147
1,37,27,43,39,30,34,52,30,27,30,43,52,36.5,36.5,146,146
2,37,31,31,48,43,37,22,44,31,22,48,44,36.75,36.5,147,146
3,24,48,44,29,29,35,48,32,24,29,48,48,36.25,36.0,145,144
4,27,31,55,34,22,51,31,42,27,22,55,51,36.75,36.5,147,146
5,31,39,46,31,45,30,41,29,31,29,46,45,36.75,36.25,147,145
6,43,34,27,41,32,29,52,33,27,29,43,52,36.25,36.5,145,146
7,47,32,28,40,19,54,38,35,28,19,47,54,36.75,36.5,147,146
8,39,43,35,29,49,36,24,35,29,24,43,49,36.5,36.0,146,144
9,33,36,45,33,36,35,30,46,33,30,45,46,36.75,36.75,147,147
10,44,46,25,32,37,46,29,34,25,29,46,46,36.75,36.5,147,146
11,42,26,45,32,30,42,35,40,26,30,45,42,36.25,36.75,145,147
12,29,37,51,29,33,44,35,34,29,33,51,44,36.5,36.5,146,146
13,30,39,38,40,34,32,34,45,30,32,40,45,36.75,36.25,147,145
14,28,42,42,33,23,39,29,56,28,23,42,56,36.25,36.75,145,147
15,30,44,32,40,28,28,40,51,30,28,44,51,36.5,36.75,146,147
16,37,31,36,40,34,23,47,42,31,23,40,47,36.0,36.5,144,146
17,46,16,46,39,33,29,21,56,16,21,46,56,36.75,34.75,147,139
18,22,37,30,52,43,53,30,19,22,19,52,53,35.25,36.25,141,145
19,47,32,24,44,38,51,31,27,24,27,47,51,36.75,36.75,147,147
20,56,26,22,35,43,25,31,43,22,25,56,43,34.75,35.5,139,142
21,41,24,32,49,32,37,34,43,24,32,49,43,36.5,36.5,146,146
22,34,27,49,36,42,46,22,36,27,22,49,46,36.5,36.5,146,146
23,34,41,32,35,31,35,27,54,32,27,41,54,35.5,36.75,142,147
24,39,26,41,40,34,38,46,29,26,29,41,46,36.5,36.75,146,147
25,35,44,42,24,30,42,29,41,24,29,44,42,36.25,35.5,145,142
26,39,41,23,44,33,57,26,23,23,23,44,57,36.75,34.75,147,139
27,15,40,36,56,38,40,38,28,15,28,56,40,36.75,36.0,147,144
28,38,43,29,37,36,29,31,46,29,29,43,46,36.75,35.5,147,142
29,43,45,26,31,29,32,43,39,26,29,45,43,36.25,35.75,145,143
30,25,38,34,48,50,31,29,34,25,29,48,50,36.25,36.0,145,144
31,30,37,40,37,38,37,38,34,30,34,40,38,36.0,36.75,144,147
32,36,42,42,26,35,43,50,19,26,19,42,50,36.5,36.75,146,147
33,55,36,20,34,34,25,37,47,20,25,55,47,36.25,35.75,145,143
34,43,23,44,37,27,36,45,36,23,27,44,45,36.75,36.0,147,144
35,52,43,30,21,37,51,27,27,21,27,52,51,36.5,35.5,146,142
36,42,23,51,30,39,40,24,41,23,24,51,41,36.5,36.0,146,144
37,19,34,43,50,39,29,43,36,19,29,50,43,36.5,36.75,146,147
38,45,27,36,39,56,33,22,35,27,22,45,56,36.75,36.5,147,146
39,30,52,18,43,35,29,34,49,18,29,52,49,35.75,36.75,143,147
40,33,29,23,55,42,30,45,29,23,29,55,45,35.0,36.5,140,146
41,38,36,42,28,32,35,30,50,28,30,42,50,36.0,36.75,144,147
42,30,29,44,43,29,46,40,32,29,29,44,46,36.5,36.75,146,147
43,25,47,38,35,38,39,39,29,25,29,47,39,36.25,36.25,145,145
44,15,37,59,35,33,25,52,37,15,25,59,52,36.5,36.75,146,147
45,41,29,35,42,41,35,35,32,29,32,42,41,36.75,35.75,147,143
46,46,48,29,22,29,52,41,24,22,24,48,52,36.25,36.5,145,146
47,39,26,20,61,42,25,47,33,20,25,61,47,36.5,36.75,146,147
48,36,20,49,37,14,35,35,57,20,14,49,57,35.5,35.25,142,141
49,38,31,27,46,40,34,32,40,27,32,46,40,35.5,36.5,142,146
50,51,19,41,34,26,39,42,39,19,26,51,42,36.25,36.5,145,146
51,49,31,32,34,41,36,43,25,31,25,49,43,36.5,36.25,146,145
52,44,33,26,40,30,40,27,46,26,27,44,46,35.75,35.75,143,143
53,41,39,30,34,33,38,42,33,30,33,41,42,36.0,36.5,144,146
54,23,48,42,30,37,31,35,43,23,31,48,43,35.75,36.5,143,146
55,31,43,40,29,55,35,42,15,29,15,43,55,35.75,36.75,143,147
56,35,49,30,32,53,27,27,40,30,27,49,53,36.5,36.75,146,147
57,48,34,22,43,54,24,38,30,22,24,48,54,36.75,36.5,147,146
58,46,44,29,27,31,43,39,31,27,31,46,43,36.5,36.0,146,144
59,35,36,39,33,34,31,45,35,33,31,39,45,35.75,36.25,143,145
60,33,28,56,24,49,37,30,29,24,29,56,49,35.25,36.25,141,145
61,38,35,37,34,34,33,43,36,34,33,38,43,36.0,36.5,144,146
62,48,33,36,30,38,32,51,25,30,25,48,51,36.75,36.5,147,146
63,30,30,37,47,36,38,38,31,30,31,47,38,36.0,35.75,144,143
64,42,36,32,36,34,23,43,47,32,23,42,47,36.5,36.75,146,147
65,49,22,36,36,32,43,32,40,22,32,49,43,35.75,36.75,143,147
66,27,55,31,33,51,46,17,33,27,17,55,51,36.5,36.75,146,147
67,48,25,28,44,27,29,35,52,25,27,48,52,36.25,35.75,145,143
68,40,37,32,35,30,28,43,45,32,28,40,45,36.0,36.5,144,146
69,40,36,45,26,30,38,51,28,26,28,45,51,36.75,36.75,147,147
70,36,22,48,39,49,29,27,41,22,27,48,49,36.25,36.5,145,146
71,44,18,30,50,34,32,33,47,18,32,50,47,35.5,36.5,142,146
72,32,43,40,31,53,29,25,33,31,25,43,53,36.5,35.0,146,140
73,43,33,29,41,40,28,30,38,29,28,43,40,36.5,34.0,146,136
74,45,22,34,44,30,40,34,43,22,30,45,43,36.25,36.75,145,147
75,46,20,33,47,53,34,31,27,20,27,47,53,36.5,36.25,146,145
76,32,43,34,32,35,26,37,43,32,26,43,43,35.25,35.25,141,141
77,35,34,29,48,54,25,39,26,29,25,48,54,36.5,36.0,146,144
78,38,35,33,39,40,30,32,44,33,30,39,44,36.25,36.5,145,146
79,33,27,29,53,41,48,23,35,27,23,53,48,35.5,36.75,142,147
80,44,16,41,46,36,48,36,25,16,25,46,48,36.75,36.25,147,145
81,32,36,40,38,50,27,41,26,32,26,40,50,36.5,36.0,146,144
82,56,21,40,30,43,39,35,28,21,28,56,43,36.75,36.25,147,145
83,41,30,40,35,42,30,42,29,30,29,41,42,36.5,35.75,146,143
