replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,41,41,35,33,33,28,54,35,33,28,41,54,37.5,37.5,150,150
1,37,56,31,26,33,57,28,32,26,28,56,57,37.5,37.5,150,150
2,28,41,48,33,46,42,28,34,28,28,48,46,37.5,37.5,150,150
3,32,38,39,41,51,37,27,35,32,27,41,51,37.5,37.5,150,150
4,34,57,37,22,31,37,47,35,22,31,57,47,37.5,37.5,150,150
5,29,51,38,32,41,48,31,30,29,30,51,48,37.5,37.5,150,150
6,45,35,39,31,43,33,39,35,31,33,45,43,37.5,37.5,150,150
7,32,43,38,37,39,49,29,33,32,29,43,49,37.5,37.5,150,150
8,32,43,32,43,41,44,26,39,32,26,43,44,37.5,37.5,150,150
9,43,43,43,21,25,52,32,41,21,25,43,52,37.5,37.5,150,150
10,41,45,30,34,31,39,39,41,30,31,45,41,37.5,37.5,150,150
11,40,46,28,36,39,36,51,23,28,23,46,51,37.5,37.25,150,149
12,29,31,38,52,42,33,27,47,29,27,52,47,37.5,37.25,150,149
13,37,37,49,27,51,25,31,43,27,25,49,51,37.5,37.5,150,150
14,42,37,34,37,35,33,43,39,34,33,42,43,37.5,37.5,150,150
15,28,56,32,34,43,42,29,36,28,29,56,43,37.5,37.5,150,150
16,38,42,36,34,38,32,45,35,34,32,42,45,37.5,37.5,150,150
17,41,41,38,30,44,30,29,47,30,29,41,47,37.5,37.5,150,150
18,37,53,34,26,40,44,23,43,26,23,53,44,37.5,37.5,150,150
19,31,41,36,42,34,35,44,37,31,34,42,44,37.5,37.5,150,150
20,47,40,30,33,29,44,38,39,30,29,47,44,37.5,37.5,150,150
21,37,41,52,20,30,31,47,42,20,30,52,47,37.5,37.5,150,150
22,35,38,43,34,31,46,35,37,34,31,43,46,37.5,37.25,150,149
23,36,33,42,39,33,37,49,31,33,31,42,49,37.5,37.5,150,150
24,30,37,47,36,31,41,37,40,30,31,47,41,37.5,37.25,150,149
25,39,41,43,27,39,42,38,31,27,31,43,42,37.5,37.5,150,150
26,41,31,37,41,38,29,44,39,31,29,41,44,37.5,37.5,150,150
27,45,42,41,22,45,32,35,38,22,32,45,45,37.5,37.5,150,150
28,44,44,38,24,41,39,44,26,24,26,44,44,37.5,37.5,150,150
29,34,22,51,43,43,44,38,25,22,25,51,44,37.5,37.5,150,150
30,49,22,45,34,35,47,36,32,22,32,49,47,37.5,37.5,150,150
31,41,57,26,26,51,44,36,19,26,19,57,51,37.5,37.5,150,150
32,29,48,34,37,40,47,25,38,29,25,48,47,37.0,37.5,148,150
33,36,46,41,27,50,35,41,24,27,24,46,50,37.5,37.5,150,150
34,46,33,42,29,33,36,43,38,29,33,46,43,37.5,37.5,150,150
35,48,40,42,20,24,51,41,34,20,24,48,51,37.5,37.5,150,150
36,35,36,37,42,43,54,28,25,35,25,42,54,37.5,37.5,150,150
37,52,44,31,23,33,49,33,35,23,33,52,49,37.5,37.5,150,150
38,50,35,34,31,48,35,29,38,31,29,50,48,37.5,37.5,150,150
39,32,38,47,33,46,45,30,29,32,29,47,46,37.5,37.5,150,150
40,48,28,38,36,53,38,26,33,28,26,48,53,37.5,37.5,150,150
41,32,45,37,36,36,48,28,38,32,28,45,48,37.5,37.5,150,150
42,38,37,30,45,42,37,30,41,30,30,45,42,37.5,37.5,150,150
43,48,48,30,24,29,44,42,35,24,29,48,44,37.5,37.5,150,150
44,47,31,33,39,29,51,24,46,31,24,47,51,37.5,37.5,150,150
45,38,33,33,46,52,43,31,24,33,24,46,52,37.5,37.5,150,150
46,44,35,34,37,35,44,41,30,34,30,44,44,37.5,37.5,150,150
47,49,46,28,27,38,35,35,42,27,35,49,42,37.5,37.5,150,150
48,45,39,42,24,33,51,40,26,24,26,45,51,37.5,37.5,150,150
49,34,56,34,26,33,45,44,28,26,28,56,45,37.5,37.5,150,150
50,61,22,29,38,40,34,39,37,22,34,61,40,37.5,37.5,150,150
51,31,50,42,27,37,22,46,45,27,22,50,46,37.5,37.5,150,150
52,43,37,30,40,24,25,56,45,30,24,43,56,37.5,37.5,150,150
53,53,48,18,31,40,27,44,39,18,27,53,44,37.5,37.5,150,150
54,31,39,39,41,49,48,30,23,31,23,41,49,37.5,37.5,150,150
55,29,35,42,44,49,44,29,28,29,28,44,49,37.5,37.5,150,150
56,38,51,37,24,33,47,36,34,24,33,51,47,37.5,37.5,150,150
57,45,48,33,24,47,37,28,38,24,28,48,47,37.5,37.5,150,150
58,35,45,47,23,43,43,24,40,23,24,47,43,37.5,37.5,150,150
59,53,49,30,18,37,44,37,32,18,32,53,44,37.5,37.5,150,150
60,41,30,38,41,40,41,28,41,30,28,41,41,37.5,37.5,150,150
61,40,22,40,48,39,49,32,30,22,30,48,49,37.5,37.5,150,150
62,51,37,26,36,37,40,41,32,26,32,51,41,37.5,37.5,150,150
63,31,50,36,33,39,30,35,46,31,30,50,46,37.5,37.5,150,150
64,40,38,23,47,21,54,31,44,23,21,47,54,37.0,37.5,148,150
65,42,31,46,31,34,40,51,25,31,25,46,51,37.5,37.5,150,150
66,41,48,42,19,36,39,54,21,19,21,48,54,37.5,37.5,150,150
67,30,51,38,31,42,29,39,40,30,29,51,42,37.5,37.5,150,150
68,40,33,41,36,32,37,34,47,33,32,41,47,37.5,37.5,150,150
69,37,54,30,29,54,35,23,38,29,23,54,54,37.5,37.5,150,150
70,34,39,37,40,34,36,43,37,34,34,40,43,37.5,37.5,150,150
71,44,25,38,43,38,34,46,32,25,32,44,46,37.5,37.5,150,150
72,42,43,40,25,42,48,35,24,25,24,43,48,37.5,37.25,150,149
73,49,31,42,28,39,33,40,38,28,33,49,40,37.5,37.5,150,150
74,34,46,44,26,39,30,52,29,26,29,46,52,37.5,37.5,150,150
75,52,17,37,44,39,31,36,44,17,31,52,44,37.5,37.5,150,150
76,41,38,22,48,42,29,51,28,22,28,48,51,37.25,37.5,149,150
77,30,42,54,23,34,46,26,44,23,26,54,46,37.25,37.5,149,150
78,33,45,27,45,43,43,33,31,27,31,45,43,37.5,37.5,150,150
79,31,41,48,30,35,33,29,53,30,29,48,53,37.5,37.5,150,150
80,40,56,25,29,30,55,38,26,25,26,56,55,37.5,37.25,150,149
81,44,52,26,28,36,43,36,35,26,35,52,43,37.5,37.5,150,150
82,30,40,53,27,30,45,36,38,27,30,53,45,37.5,37.25,150,149
83,42,39,42,25,43,41,38,27,25,27,42,43,37.0,37.25,148,149
84,28,45,49,28,50,40,31,29,28,29,49,50,37.5,37.5,150,150
85,43,29,44,34,36,48,31,35,29,31,44,48,37.5,37.5,150,150
86,47,44,29,30,24,58,26,42,29,24,47,58,37.5,37.5,150,150
87,25,54,35,36,29,50,33,38,25,29,54,50,37.5,37.5,150,150
88,45,39,34,32,26,46,39,39,32,26,45,46,37.5,37.5,150,150
89,28,44,26,52,53,20,36,41,26,20,52,53,37.5,37.5,150,150
90,50,32,47,21,33,50,40,26,21,26,50,50,37.5,37.25,150,149
91,27,46,47,30,33,49,29,39,27,29,47,49,37.5,37.5,150,150
92,33,42,39,36,33,39,43,35,33,33,42,43,37.5,37.5,150,150
93,33,42,38,37,35,47,38,30,33,30,42,47,37.5,37.5,150,150
94,33,44,35,38,30,56,37,27,33,27,44,56,37.5,37.5,150,150
95,41,37,28,44,39,43,29,38,28,29,44,43,37.5,37.25,150,149
96,47,37,30,36,42,35,39,34,30,34,47,42,37.5,37.5,150,150
97,32,61,28,29,36,43,38,33,28,33,61,43,37.5,37.5,150,150
98,38,39,42,31,35,62,29,24,31,24,42,62,37.5,37.5,150,150
99,33,31,42,44,41,40,37,32,31,32,44,41,37.5,37.5,150,150
