replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,26,49,43,28,32,42,30,35,26,30,49,42,36.5,34.75,146,139
1,38,40,36,32,26,32,38,48,32,26,40,48,36.5,36.0,146,144
2,49,39,41,17,29,31,46,37,17,29,49,46,36.5,35.75,146,143
3,32,27,27,59,42,31,40,27,27,27,59,42,36.25,35.0,145,140
4,27,23,30,66,52,20,34,38,23,20,66,52,36.5,36.0,146,144
5,50,47,21,26,20,28,59,36,21,20,50,59,36.0,35.75,144,143
6,42,47,18,37,21,41,39,37,18,21,47,41,36.0,34.5,144,138
7,41,37,32,34,34,27,43,40,32,27,41,43,36.0,36.0,144,144
8,26,28,47,36,33,37,32,39,26,32,47,39,34.25,35.25,137,141
9,35,47,41,21,41,42,39,17,21,17,47,42,36.0,34.75,144,139
10,35,48,33,26,29,44,33,39,26,29,48,44,35.5,36.25,142,145
11,30,40,28,45,50,29,34,32,28,29,45,50,35.75,36.25,143,145
12,33,40,40,30,40,33,43,30,30,30,40,43,35.75,36.5,143,146
13,24,43,37,40,28,39,35,36,24,28,43,39,36.0,34.5,144,138
14,30,31,41,42,50,37,26,29,30,26,42,50,36.0,35.5,144,142
15,50,23,31,42,36,50,37,20,23,20,50,50,36.5,35.75,146,143
16,37,33,33,43,32,36,38,35,33,32,43,38,36.5,35.25,146,141
17,42,33,34,31,27,21,48,45,31,21,42,48,35.0,35.25,140,141
18,24,27,41,43,35,35,40,33,24,33,43,40,33.75,35.75,135,143
19,41,25,42,32,34,34,37,34,25,34,42,37,35.0,34.75,140,139
20,48,27,33,36,51,42,7,39,27,7,48,51,36.0,34.75,144,139
21,34,24,46,40,29,42,48,23,24,23,46,48,36.0,35.5,144,142
22,28,43,35,39,41,38,29,38,28,29,43,41,36.25,36.5,145,146
23,20,39,49,38,37,42,28,38,20,28,49,42,36.5,36.25,146,145
24,37,25,41,39,27,45,39,35,25,27,41,45,35.5,36.5,142,146
25,38,48,40,18,47,24,44,29,18,24,48,47,36.0,36.0,144,144
26,41,35,44,23,41,44,18,42,23,18,44,44,35.75,36.25,143,145
27,30,39,31,46,52,21,37,35,30,21,46,52,36.5,36.25,146,145
28,31,39,44,32,31,39,27,41,31,27,44,41,36.5,34.5,146,138
29,31,41,30,35,45,36,24,35,30,24,41,45,34.25,35.0,137,140
30,23,66,23,31,33,34,46,33,23,33,66,46,35.75,36.5,143,146
31,36,34,31,44,54,21,33,34,31,21,44,54,36.25,35.5,145,142
32,29,46,39,29,31,31,43,33,29,31,46,43,35.75,34.5,143,138
33,32,53,39,22,27,37,37,34,22,27,53,37,36.5,33.75,146,135
34,41,29,34,38,36,50,26,30,29,26,41,50,35.5,35.5,142,142
35,38,29,35,38,22,44,25,54,29,22,38,54,35.0,36.25,140,145
36,43,27,39,26,17,48,48,31,26,17,43,48,33.75,36.0,135,144
37,34,43,25,43,24,34,61,26,25,24,43,61,36.25,36.25,145,145
38,14,44,29,57,46,28,32,37,14,28,57,46,36.0,35.75,144,143
39,37,31,40,37,34,27,47,38,31,27,40,47,36.25,36.5,145,146
40,38,39,35,34,21,40,45,38,34,21,39,45,36.5,36.0,146,144
41,33,46,25,38,38,30,35,41,25,30,46,41,35.5,36.0,142,144
42,34,35,35,40,42,17,45,40,34,17,40,45,36.0,36.0,144,144
43,40,28,49,23,36,39,38,33,23,33,49,39,35.0,36.5,140,146
44,35,28,33,42,27,31,39,45,28,27,42,45,34.5,35.5,138,142
45,49,28,26,43,41,25,36,40,26,25,49,41,36.5,35.5,146,142
46,25,27,38,55,34,35,28,32,25,28,55,35,36.25,32.25,145,129
47,32,50,30,34,33,44,25,43,30,25,50,44,36.5,36.25,146,145
48,35,51,25,31,21,41,32,47,25,21,51,47,35.5,35.25,142,141
49,38,41,46,18,38,43,30,34,18,30,46,43,35.75,36.25,143,145
50,38,37,23,46,16,43,46,34,23,16,46,46,36.0,34.75,144,139
51,56,33,24,25,37,24,35,44,24,24,56,44,34.5,35.0,138,140
52,44,45,27,29,28,37,30,47,27,28,45,47,36.25,35.5,145,142
53,26,44,34,41,40,30,45,28,26,28,44,45,36.25,35.75,145,143
54,26,35,41,42,42,30,52,21,26,21,42,52,36.0,36.25,144,145
55,46,41,28,26,37,36,28,44,26,28,46,44,35.25,36.25,141,145
56,26,32,48,36,34,51,33,21,26,21,48,51,35.5,34.75,142,139
57,41,38,21,46,37,21,46,39,21,21,46,46,36.5,35.75,146,143
58,40,52,25,25,34,31,65,14,25,14,52,65,35.5,36.0,142,144
59,25,31,33,52,47,41,35,22,25,22,52,47,35.25,36.25,141,145
60,41,26,34,43,60,14,23,49,26,14,43,60,36.0,36.5,144,146
61,37,27,38,43,21,36,43,39,27,21,43,43,36.25,34.75,145,139
62,34,48,52,11,32,41,32,38,11,32,52,41,36.25,35.75,145,143
63,29,40,42,35,22,26,51,47,29,22,42,51,36.5,36.5,146,146
64,31,33,35,42,45,20,42,38,31,20,42,45,35.25,36.25,141,145
65,49,31,41,22,37,26,35,48,22,26,49,48,35.75,36.5,143,146
66,37,26,55,24,39,27,46,33,24,27,55,46,35.5,36.25,142,145
67,43,36,28,36,47,29,25,44,28,25,43,47,35.75,36.25,143,145
68,35,35,29,47,45,28,27,44,29,27,47,45,36.5,36.0,146,144
69,49,33,25,35,25,41,30,48,25,25,49,48,35.5,36.0,142,144
70,53,21,30,40,49,30,26,31,21,26,53,49,36.0,34.0,144,136
71,39,28,41,37,31,37,38,35,28,31,41,38,36.25,35.25,145,141
72,44,31,24,43,29,31,42,38,24,29,44,42,35.5,35.0,142,140
73,23,40,38,40,35,35,44,29,23,29,40,44,35.25,35.75,141,143
74,30,35,28,40,35,23,45,40,28,23,40,45,33.25,35.75,133,143
75,37,35,32,37,39,18,42,38,32,18,37,42,35.25,34.25,141,137
76,30,28,55,32,51,42,27,25,28,25,55,51,36.25,36.25,145,145
77,36,46,34,29,21,42,38,41,29,21,46,42,36.25,35.5,145,142
78,39,34,34,35,37,27,28,52,34,27,39,52,35.5,36.0,142,144
79,16,45,41,43,43,24,51,26,16,24,45,51,36.25,36.0,145,144
80,40,42,37,24,40,50,26,27,24,26,42,50,35.75,35.75,143,143
81,20,35,50,38,28,48,19,51,20,19,50,51,35.75,36.5,143,146
82,39,40,23,38,44,26,34,41,23,26,40,44,35.0,36.25,140,145
83,42,40,39,25,15,42,38,50,25,15,42,50,36.5,36.25,146,145
84,22,51,43,29,23,50,40,28,22,23,51,50,36.25,35.25,145,141
85,29,30,49,36,30,41,25,47,29,25,49,47,36.0,35.75,144,143
86,40,38,31,37,32,32,35,45,31,32,40,45,36.5,36.0,146,144
87,53,26,21,40,21,57,23,45,21,21,53,57,35.0,36.5,140,146
88,29,56,42,16,43,31,36,36,16,31,56,43,35.75,36.5,143,146
89,44,11,47,44,38,39,31,37,11,31,47,39,36.5,36.25,146,145
90,28,36,38,43,42,43,29,28,28,28,43,43,36.25,35.5,145,142
91,32,36,29,39,55,28,29,33,29,28,39,55,34.0,36.25,136,145
92,48,29,34,31,26,42,51,24,29,24,48,51,35.5,35.75,142,143
93,19,29,45,51,32,23,49,36,19,23,51,49,36.0,35.0,144,140
94,42,16,54,32,59,29,32,24,16,24,54,59,36.0,36.0,144,144
95,50,36,27,32,47,33,36,28,27,28,50,47,36.25,36.0,145,144
96,37,36,37,30,27,38,39,35,30,27,37,39,35.0,34.75,140,139
97,48,25,38,33,28,32,47,37,25,28,48,47,36.0,36.0,144,144
98,28,19,53,43,39,32,41,27,19,27,53,41,35.75,34.75,143,139
99,38,41,26,38,35,56,35,20,26,20,41,56,35.75,36.5,143,146
