replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,17,49,39,44,46,56,5,41,17,5,49,56,37.25,37.0,149,148
1,38,27,30,55,41,42,37,32,27,32,55,42,37.5,38.0,150,152
2,47,42,30,32,40,32,28,50,30,28,47,50,37.75,37.5,151,150
3,33,34,38,47,40,42,32,34,33,32,47,42,38.0,37.0,152,148
4,47,34,38,32,53,20,30,48,32,20,47,53,37.75,37.75,151,151
5,33,24,29,65,42,38,37,35,24,35,65,42,37.75,38.0,151,152
6,49,26,28,48,28,34,42,47,26,28,49,47,37.75,37.75,151,151
7,43,39,29,41,44,38,36,28,29,28,43,44,38.0,36.5,152,146
8,49,34,33,33,39,32,48,33,33,32,49,48,37.25,38.0,149,152
9,29,50,43,28,41,37,36,33,28,33,50,41,37.5,36.75,150,147
10,38,26,55,32,31,37,45,39,26,31,55,45,37.75,38.0,151,152
11,37,54,28,32,35,36,48,33,28,33,54,48,37.75,38.0,151,152
12,27,44,52,28,30,32,50,40,27,30,52,50,37.75,38.0,151,152
13,45,26,28,53,27,45,27,48,26,27,53,48,38.0,36.75,152,147
14,44,34,32,35,43,42,26,40,32,26,44,43,36.25,37.75,145,151
15,28,30,51,37,38,48,26,37,28,26,51,48,36.5,37.25,146,149
16,50,37,23,36,37,26,38,49,23,26,50,49,36.5,37.5,146,150
17,52,28,17,40,47,31,39,34,17,31,52,47,34.25,37.75,137,151
18,32,35,42,43,31,44,45,29,32,29,43,45,38.0,37.25,152,149
19,40,29,47,36,42,31,40,39,29,31,47,42,38.0,38.0,152,152
20,43,41,26,42,30,29,52,39,26,29,43,52,38.0,37.5,152,150
21,32,42,30,48,36,34,39,42,30,34,48,42,38.0,37.75,152,151
22,26,30,54,41,40,32,36,42,26,32,54,42,37.75,37.5,151,150
23,43,45,37,25,46,35,51,19,25,19,45,51,37.5,37.75,150,151
24,33,44,31,36,47,32,34,36,31,32,44,47,36.0,37.25,144,149
25,25,63,27,34,51,39,33,22,25,22,63,51,37.25,36.25,149,145
26,25,37,36,51,35,24,38,55,25,24,51,55,37.25,38.0,149,152
27,36,47,23,42,50,40,20,31,23,20,47,50,37.0,35.25,148,141
28,38,46,36,32,50,29,45,25,32,25,46,50,38.0,37.25,152,149
29,44,28,43,37,32,44,52,24,28,24,44,52,38.0,38.0,152,152
30,42,25,43,39,22,60,38,22,25,22,43,60,37.25,35.5,149,142
31,48,49,40,15,42,37,29,43,15,29,49,43,38.0,37.75,152,151
32,37,41,26,47,37,38,49,26,26,26,47,49,37.75,37.5,151,150
33,35,38,33,41,34,34,42,39,33,34,41,42,36.75,37.25,147,149
34,47,34,24,44,43,41,43,21,24,21,47,43,37.25,37.0,149,148
35,45,34,45,27,50,39,34,23,27,23,45,50,37.75,36.5,151,146
36,29,32,55,35,30,58,25,38,29,25,55,58,37.75,37.75,151,151
37,41,37,34,37,35,34,41,37,34,34,41,41,37.25,36.75,149,147
38,51,21,36,41,49,31,34,37,21,31,51,49,37.25,37.75,149,151
39,57,22,42,31,45,31,46,28,22,28,57,46,38.0,37.5,152,150
40,52,28,38,34,35,39,47,29,28,29,52,47,38.0,37.5,152,150
41,39,47,34,26,57,31,27,31,26,27,47,57,36.5,36.5,146,146
42,35,37,34,42,39,36,34,41,34,34,42,41,37.0,37.5,148,150
43,29,62,35,25,31,43,35,40,25,31,62,43,37.75,37.25,151,149
