replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,40,35,33,46,38,42,27,47,33,27,46,47,38.5,38.5,154,154
1,51,28,32,43,34,26,58,36,28,26,51,58,38.5,38.5,154,154
2,37,37,34,45,39,29,46,39,34,29,45,46,38.25,38.25,153,153
3,37,37,35,44,33,42,37,42,35,33,44,42,38.25,38.5,153,154
4,44,30,50,31,35,25,32,60,30,25,50,60,38.75,38.0,155,152
5,36,23,51,40,56,35,31,32,23,31,51,56,37.5,38.5,150,154
6,40,28,49,36,40,29,59,27,28,27,49,59,38.25,38.75,153,155
7,38,45,33,39,45,29,22,56,33,22,45,56,38.75,38.0,155,152
8,43,33,39,36,25,49,34,45,33,25,43,49,37.75,38.25,151,153
9,35,35,35,49,46,35,34,39,35,34,49,46,38.5,38.5,154,154
10,28,27,44,55,35,51,38,27,27,27,55,51,38.5,37.75,154,151
11,42,31,51,28,36,29,37,50,28,29,51,50,38.0,38.0,152,152
12,33,23,44,54,36,38,29,50,23,29,54,50,38.5,38.25,154,153
13,35,36,47,34,30,35,57,31,34,30,47,57,38.0,38.25,152,153
14,35,23,48,39,25,44,43,43,23,25,48,44,36.25,38.75,145,155
15,30,33,41,50,13,45,47,48,30,13,50,48,38.5,38.25,154,153
16,47,37,33,34,32,32,56,34,33,32,47,56,37.75,38.5,151,154
17,43,38,21,48,25,37,41,41,21,25,48,41,37.5,36.0,150,144
18,48,35,40,31,42,16,48,36,31,16,48,48,38.5,35.5,154,142
19,39,40,33,38,35,42,53,25,33,25,40,53,37.5,38.75,150,155
20,41,50,17,43,37,40,43,34,17,34,50,43,37.75,38.5,151,154
21,41,36,35,40,54,28,25,47,35,25,41,54,38.0,38.5,152,154
22,41,28,32,47,58,35,31,31,28,31,47,58,37.0,38.75,148,155
23,31,39,38,47,32,48,43,28,31,28,47,48,38.75,37.75,155,151
24,33,33,37,49,37,35,43,38,33,35,49,43,38.0,38.25,152,153
25,39,42,37,34,33,52,30,37,34,30,42,52,38.0,38.0,152,152
26,42,31,37,44,24,47,31,51,31,24,44,51,38.5,38.25,154,153
27,33,41,40,27,51,38,42,22,27,22,41,51,35.25,38.25,141,153
28,54,33,44,19,43,42,41,27,19,27,54,43,37.5,38.25,150,153
29,24,40,46,40,44,35,43,33,24,33,46,44,37.5,38.75,150,155
30,33,36,43,41,43,35,45,32,33,32,43,45,38.25,38.75,153,155
31,34,31,57,32,42,36,30,46,31,30,57,46,38.5,38.5,154,154
32,32,25,52,46,37,37,37,39,25,37,52,39,38.75,37.5,155,150
33,23,46,46,39,34,37,37,43,23,34,46,43,38.5,37.75,154,151
34,38,41,43,31,24,37,48,45,31,24,43,48,38.25,38.5,153,154
35,38,23,40,53,32,47,46,30,23,30,53,47,38.5,38.75,154,155
36,28,35,40,52,36,43,28,47,28,28,52,47,38.75,38.5,155,154
37,29,34,47,44,27,44,47,34,29,27,47,47,38.5,38.0,154,152
38,33,54,47,18,46,28,46,35,18,28,54,46,38.0,38.75,152,155
39,43,38,14,56,45,35,37,36,14,35,56,45,37.75,38.25,151,153
40,54,20,49,30,36,31,31,55,20,31,54,55,38.25,38.25,153,153
41,45,33,45,25,50,50,31,21,25,21,45,50,37.0,38.0,148,152
42,24,52,60,18,39,30,41,42,18,30,60,42,38.5,38.0,154,152
43,24,32,60,35,30,43,41,39,24,30,60,43,37.75,38.25,151,153
44,37,36,33,46,50,24,41,39,33,24,46,50,38.0,38.5,152,154
45,32,34,50,39,45,32,41,37,32,32,50,45,38.75,38.75,155,155
46,36,33,41,41,37,32,45,40,33,32,41,45,37.75,38.5,151,154
47,31,47,24,52,27,40,32,56,24,27,52,56,38.5,38.75,154,155
48,26,32,25,68,44,36,41,32,25,32,68,44,37.75,38.25,151,153
49,49,34,51,20,34,26,43,48,20,26,51,48,38.5,37.75,154,151
50,26,34,48,46,29,46,35,42,26,29,48,46,38.5,38.0,154,152
51,35,43,38,35,21,42,61,30,35,21,43,61,37.75,38.5,151,154
52,38,39,42,31,32,34,49,39,31,32,42,49,37.5,38.5,150,154
53,30,39,38,43,40,41,32,38,30,32,43,41,37.5,37.75,150,151
54,56,27,39,28,30,38,41,46,27,30,56,46,37.5,38.75,150,155
55,32,47,29,44,31,36,42,43,29,31,47,43,38.0,38.0,152,152
56,42,28,26,54,35,44,35,39,26,35,54,44,37.5,38.25,150,153
57,32,37,21,65,47,44,27,36,21,27,65,47,38.75,38.5,155,154
58,35,43,33,42,51,29,32,43,33,29,43,51,38.25,38.75,153,155
59,38,30,45,39,37,34,34,48,30,34,45,48,38.0,38.25,152,153
60,54,35,35,27,46,44,30,34,27,30,54,46,37.75,38.5,151,154
61,33,49,28,44,22,38,51,42,28,22,49,51,38.5,38.25,154,153
62,36,29,41,48,34,32,34,53,29,32,48,53,38.5,38.25,154,153
63,27,60,33,31,55,40,27,33,27,27,60,55,37.75,38.75,151,155
64,45,25,44,38,36,40,24,54,25,24,45,54,38.0,38.5,152,154
65,32,28,56,39,44,30,37,40,28,30,56,44,38.75,37.75,155,151
66,40,18,54,38,44,25,31,51,18,25,54,51,37.5,37.75,150,151
67,51,33,47,22,30,49,54,22,22,22,51,54,38.25,38.75,153,155
68,27,64,20,43,53,46,22,33,20,22,64,53,38.5,38.5,154,154
69,47,41,36,31,43,48,28,35,31,28,47,48,38.75,38.5,155,154
70,24,35,37,54,49,35,39,31,24,31,54,49,37.5,38.5,150,154
71,34,42,33,44,34,31,49,40,33,31,44,49,38.25,38.5,153,154
72,33,35,48,38,41,27,32,53,33,27,48,53,38.5,38.25,154,153
73,47,46,23,39,50,39,30,35,23,30,47,50,38.75,38.5,155,154
74,51,28,35,35,30,30,56,36,28,30,51,56,37.25,38.0,149,152
75,24,38,46,47,42,45,35,32,24,32,47,45,38.75,38.5,155,154
76,28,33,48,45,39,41,36,36,28,36,48,41,38.5,38.0,154,152
77,48,31,40,34,45,41,42,27,31,27,48,45,38.25,38.75,153,155
78,25,42,45,42,44,39,39,33,25,33,45,44,38.5,38.75,154,155
79,49,45,32,26,51,36,30,35,26,30,49,51,38.0,38.0,152,152
80,25,40,47,39,40,23,40,49,25,23,47,49,37.75,38.0,151,152
81,33,39,52,30,34,48,38,34,30,34,52,48,38.5,38.5,154,154
82,41,42,36,34,45,34,38,38,34,34,42,45,38.25,38.75,153,155
83,56,30,29,40,20,20,45,65,29,20,56,65,38.75,37.5,155,150
84,27,30,50,45,48,42,33,27,27,27,50,48,38.0,37.5,152,150
85,42,41,33,33,36,33,47,36,33,33,42,47,37.25,38.0,149,152
86,41,37,34,43,40,47,36,32,34,32,43,47,38.75,38.75,155,155
87,60,34,26,35,31,42,37,42,26,31,60,42,38.75,38.0,155,152
88,41,43,34,35,16,51,53,35,34,16,43,53,38.25,38.75,153,155
89,39,35,38,38,61,24,34,35,35,24,39,61,37.5,38.5,150,154
90,27,38,53,37,33,43,40,37,27,33,53,43,38.75,38.25,155,153
91,35,54,30,33,31,38,26,55,30,26,54,55,38.0,37.5,152,150
92,22,40,34,55,29,29,52,41,22,29,55,52,37.75,37.75,151,151
93,55,48,23,29,43,16,49,45,23,16,55,49,38.75,38.25,155,153
94,21,38,53,41,37,40,27,49,21,27,53,49,38.25,38.25,153,153
95,33,42,41,39,50,21,46,29,33,21,42,50,38.75,36.5,155,146
96,49,42,34,29,29,47,41,33,29,29,49,47,38.5,37.5,154,150
97,50,25,42,33,26,52,21,54,25,21,50,54,37.5,38.25,150,153
98,26,33,42,54,29,39,41,42,26,29,54,42,38.75,37.75,155,151
99,40,33,43,39,54,27,26,47,33,26,43,54,38.75,38.5,155,154
