replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,32,34,30,49,48,35,28,26,30,26,49,48,36.25,34.25,145,137
1,50,30,30,32,35,38,45,29,30,29,50,45,35.5,36.75,142,147
2,31,62,19,29,26,52,25,31,19,25,62,52,35.25,33.5,141,134
3,34,32,30,44,15,65,24,34,30,15,44,65,35.0,34.5,140,138
4,37,40,26,36,33,34,34,41,26,33,40,41,34.75,35.5,139,142
5,42,33,16,49,24,37,37,41,16,24,49,41,35.0,34.75,140,139
6,46,37,19,34,17,57,37,23,19,17,46,57,34.0,33.5,136,134
7,31,36,33,41,18,46,32,36,31,18,41,46,35.25,33.0,141,132
8,32,57,34,19,46,32,34,29,19,29,57,46,35.5,35.25,142,141
9,41,38,27,35,18,38,26,47,27,18,41,47,35.25,32.25,141,129
10,30,24,46,35,27,39,34,37,24,27,46,39,33.75,34.25,135,137
11,21,28,43,45,35,44,34,31,21,31,45,44,34.25,36.0,137,144
12,17,26,45,49,45,33,33,30,17,30,49,45,34.25,35.25,137,141
13,19,49,27,44,28,40,41,24,19,24,49,41,34.75,33.25,139,133
14,33,37,37,36,48,38,17,33,33,17,37,48,35.75,34.0,143,136
15,35,34,32,33,44,29,25,42,32,25,35,44,33.5,35.0,134,140
16,40,36,35,32,36,51,27,28,32,27,40,51,35.75,35.5,143,142
17,41,37,32,26,33,33,26,49,26,26,41,49,34.0,35.25,136,141
18,27,29,42,44,25,39,41,32,27,25,44,41,35.5,34.25,142,137
19,22,39,39,33,26,41,30,41,22,26,39,41,33.25,34.5,133,138
20,41,40,25,26,27,44,19,50,25,19,41,50,33.0,35.0,132,140
21,35,27,35,22,33,35,33,44,22,33,35,44,29.75,36.25,119,145
22,47,24,31,43,29,26,48,31,24,26,47,48,36.25,33.5,145,134
23,33,37,27,47,46,29,30,34,27,29,47,46,36.0,34.75,144,139
24,29,44,35,32,39,42,21,26,29,21,44,42,35.0,32.0,140,128
25,35,33,30,24,31,38,40,34,24,31,35,40,30.5,35.75,122,143
