replicate,m0,m1,m2,m3,b0,b1,b2,b3
0,0,0,0,0,83,0,0,59
1,0,0,0,0,0,0,0,120
2,0,0,0,0,0,73,0,78
3,0,0,0,0,0,0,0,115
4,0,0,0,0,0,0,0,127
5,0,0,0,0,0,66,0,70
6,0,0,0,0,0,0,0,124
7,0,0,0,0,0,0,0,118
8,0,0,0,0,0,0,0,140
9,0,0,0,0,0,0,0,119
10,0,0,0,0,0,0,0,117
11,0,0,0,0,0,0,0,123
12,0,0,0,0,0,0,0,123
13,0,0,0,0,0,0,0,120
14,0,0,0,0,0,0,0,129
15,0,0,0,0,0,0,0,119
16,0,0,0,0,0,0,0,126
17,0,0,0,0,0,0,0,117
18,0,0,0,0,0,0,0,120
19,0,0,0,0,0,72,0,77
20,0,0,0,0,0,0,0,122
21,0,0,0,0,0,0,0,141
22,0,0,0,0,0,0,0,131
23,0,0,0,0,0,0,0,129
24,0,0,0,0,0,0,0,116
25,0,0,0,0,0,0,0,127
26,0,0,0,0,0,0,0,104
27,0,0,0,0,0,0,0,126
28,0,0,0,0,0,0,0,119
29,0,0,0,0,0,0,0,123
30,0,0,0,0,0,0,0,134
31,0,0,0,0,0,0,0,116
32,0,0,0,0,0,0,0,123
33,0,0,0,0,0,0,0,125
34,0,0,0,0,0,0,0,121
35,0,0,0,0,0,0,0,124
36,0,0,0,0,64,0,0,65
37,0,0,0,0,0,0,0,123
38,0,0,0,0,0,0,0,118
39,0,0,0,0,0,73,0,76
40,0,0,0,0,0,0,0,114
41,0,0,0,0,0,0,0,118
42,0,0,0,0,0,0,0,128
43,0,0,0,0,0,0,0,123
44,0,0,0,0,0,0,0,133
45,0,0,0,0,0,0,0,125
46,0,0,0,0,0,0,0,121
47,0,0,0,0,0,0,0,131
48,0,0,0,0,0,0,0,136
49,0,0,0,0,0,0,0,134
50,0,0,0,0,0,0,0,138
51,0,0,0,0,0,0,0,132
52,0,0,0,0,0,0,0,120
53,0,0,0,0,0,0,0,117
54,0,0,0,0,0,0,0,135
55,0,0,0,0,0,0,0,132
56,0,0,0,0,0,0,0,123
57,0,0,0,0,0,0,0,118
58,0,0,0,0,0,0,0,125
59,0,0,0,0,0,0,0,134
60,0,0,0,0,0,0,0,116
61,0,0,0,0,0,0,0,130
62,0,0,0,0,0,0,0,134
63,0,0,0,0,0,0,0,129
64,0,0,0,0,0,0,0,121
65,0,0,0,0,0,0,0,135
66,0,0,0,0,80,0,0,63
67,0,0,0,0,0,0,0,130
68,0,0,0,0,0,0,0,109
69,0,0,0,0,0,0,0,130
70,0,0,0,0,0,0,0,131
71,0,0,0,0,0,0,0,116
72,0,0,0,0,0,0,0,117
73,0,0,0,0,0,0,0,126
74,0,0,0,0,56,0,0,78
75,0,0,0,0,0,0,0,127
76,0,0,0,0,0,0,0,132
77,0,0,0,0,0,0,0,122
78,0,0,0,0,0,0,0,118
79,0,0,0,0,0,0,0,123
80,0,0,0,0,0,0,0,131
81,0,0,0,0,0,0,0,114
82,0,0,0,0,0,0,0,134
83,0,0,0,0,0,0,0,132
84,0,0,0,0,0,0,0,124
85,0,0,0,0,0,0,0,133
86,0,0,0,0,0,0,0,125
87,0,0,0,0,0,0,0,132
88,0,0,0,0,0,0,0,134
89,0,0,0,0,0,66,0,69
90,0,0,0,0,0,0,0,117
91,0,0,0,0,0,0,0,127
92,0,0,0,0,0,0,0,123
93,0,0,0,0,55,49,0,37
94,0,0,0,0,0,0,0,121
95,0,0,0,0,0,0,0,125
96,0,0,0,0,0,0,0,121
97,0,0,0,0,0,0,0,139
98,0,0,0,0,0,69,0,73
99,0,0,0,0,0,0,0,118
