replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,43,36,43,24,38,41,42,26,24,26,43,42,36.5,36.75,146,147
1,8,45,26,65,39,40,18,50,8,18,65,50,36.0,36.75,144,147
2,45,33,29,38,27,44,34,38,29,27,45,44,36.25,35.75,145,143
3,30,34,42,36,38,39,33,39,30,33,42,39,35.5,37.25,142,149
4,29,24,43,48,24,43,30,52,24,24,48,52,36.0,37.25,144,149
5,33,26,35,49,44,40,36,25,26,25,49,44,35.75,36.25,143,145
6,44,33,39,31,42,37,32,35,31,32,44,42,36.75,36.5,147,146
7,36,46,47,20,30,43,39,32,20,30,47,43,37.25,36.0,149,144
8,24,41,37,25,31,48,33,34,24,31,41,48,31.75,36.5,127,146
9,35,37,38,28,33,25,35,55,28,25,38,55,34.5,37.0,138,148
10,30,27,42,29,40,32,33,36,27,32,42,40,32.0,35.25,128,141
11,45,31,39,32,37,31,42,34,31,31,45,42,36.75,36.0,147,144
12,49,38,36,24,29,46,25,44,24,25,49,46,36.75,36.0,147,144
13,54,32,26,35,36,42,22,48,26,22,54,48,36.75,37.0,147,148
14,39,38,34,31,43,46,14,41,31,14,39,46,35.5,36.0,142,144
15,42,25,46,30,33,42,31,36,25,31,46,42,35.75,35.5,143,142
16,27,31,40,48,16,55,43,28,27,16,48,55,36.5,35.5,146,142
17,48,38,28,33,32,41,47,27,28,27,48,47,36.75,36.75,147,147
18,36,41,33,35,42,28,32,31,33,28,41,42,36.25,33.25,145,133
19,49,27,33,39,39,31,43,24,27,24,49,43,37.0,34.25,148,137
20,43,22,39,39,35,32,38,42,22,32,43,42,35.75,36.75,143,147
21,48,19,29,46,52,13,36,43,19,13,48,52,35.5,36.0,142,144
22,21,41,34,43,28,38,37,43,21,28,43,43,34.75,36.5,139,146
23,48,21,43,33,37,41,40,31,21,31,48,41,36.25,37.25,145,149
24,47,51,30,22,36,31,49,29,22,29,51,49,37.5,36.25,150,145
25,26,54,34,35,35,45,37,29,26,29,54,45,37.25,36.5,149,146
26,28,30,35,57,28,37,49,33,28,28,57,49,37.5,36.75,150,147
27,49,19,30,50,28,23,40,37,19,23,50,40,37.0,32.0,148,128
28,28,23,44,49,44,31,31,29,23,29,49,44,36.0,33.75,144,135
29,53,18,35,40,60,29,18,39,18,18,53,60,36.5,36.5,146,146
30,18,30,49,47,29,43,45,31,18,29,49,45,36.0,37.0,144,148
31,42,54,27,25,35,31,54,24,25,24,54,54,37.0,36.0,148,144
32,38,52,31,26,33,24,35,49,26,24,52,49,36.75,35.25,147,141
33,36,58,42,13,22,39,31,50,13,22,58,50,37.25,35.5,149,142
34,34,35,44,28,34,24,55,31,28,24,44,55,35.25,36.0,141,144
35,39,36,40,27,43,19,41,45,27,19,40,45,35.5,37.0,142,148
36,37,45,39,26,46,46,27,30,26,27,45,46,36.75,37.25,147,149
37,35,48,42,24,36,27,44,37,24,27,48,44,37.25,36.0,149,144
38,36,48,37,23,33,58,25,30,23,25,48,58,36.0,36.5,144,146
39,21,36,31,48,41,44,36,23,21,23,48,44,34.0,36.0,136,144
40,27,39,46,35,47,37,36,28,27,28,46,47,36.75,37.0,147,148
41,45,52,22,26,40,37,48,23,22,23,52,48,36.25,37.0,145,148
42,30,46,33,39,39,27,39,40,30,27,46,40,37.0,36.25,148,145
43,30,39,35,40,21,45,48,33,30,21,40,48,36.0,36.75,144,147
44,35,26,35,40,34,48,41,24,26,24,40,48,34.0,36.75,136,147
45,27,50,29,35,39,37,39,32,27,32,50,39,35.25,36.75,141,147
46,40,46,25,35,40,33,38,28,25,28,46,40,36.5,34.75,146,139
47,45,22,36,41,41,36,18,40,22,18,45,41,36.0,33.75,144,135
48,33,58,30,23,31,36,27,54,23,27,58,54,36.0,37.0,144,148
49,23,42,50,32,43,51,39,13,23,13,50,51,36.75,36.5,147,146
50,36,36,51,20,24,29,50,33,20,24,51,50,35.75,34.0,143,136
51,33,36,36,39,49,39,24,28,33,24,39,49,36.0,35.0,144,140
52,34,39,40,36,33,33,33,46,34,33,40,46,37.25,36.25,149,145
53,48,44,28,28,34,40,48,26,28,26,48,48,37.0,37.0,148,148
54,30,30,49,34,44,29,40,29,30,29,49,44,35.75,35.5,143,142
55,45,44,25,35,31,30,42,33,25,30,45,42,37.25,34.0,149,136
56,33,33,37,46,43,34,37,23,33,23,46,43,37.25,34.25,149,137
57,27,32,40,48,41,53,28,25,27,25,48,53,36.75,36.75,147,147
58,28,43,50,26,26,33,25,53,26,25,50,53,36.75,34.25,147,137
59,50,28,34,33,48,31,32,33,28,31,50,48,36.25,36.0,145,144
60,50,43,43,8,42,35,31,40,8,31,50,42,36.0,37.0,144,148
61,40,29,50,22,38,37,48,27,22,27,50,48,35.25,37.5,141,150
62,25,53,39,33,26,34,48,37,25,26,53,48,37.5,36.25,150,145
63,45,37,35,30,44,27,41,32,30,27,45,44,36.75,36.0,147,144
64,18,50,35,41,26,40,40,42,18,26,50,42,36.0,37.0,144,148
65,41,26,42,26,47,41,37,22,26,22,42,47,33.75,36.75,135,147
66,43,34,33,39,38,49,49,12,33,12,43,49,37.25,37.0,149,148
67,50,20,53,23,33,34,29,37,20,29,53,37,36.5,33.25,146,133
68,21,43,22,59,51,35,27,31,21,27,59,51,36.25,36.0,145,144
69,53,25,37,31,45,48,35,18,25,18,53,48,36.5,36.5,146,146
70,36,44,36,32,44,35,17,53,32,17,44,53,37.0,37.25,148,149
