replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,46,39,33,27,64,28,25,27,27,25,46,64,36.25,36.0,145,144
1,35,40,33,32,33,49,27,29,32,27,40,49,35.0,34.5,140,138
2,37,32,33,33,38,31,47,24,32,24,37,47,33.75,35.0,135,140
3,32,34,31,36,37,31,31,37,31,31,36,37,33.25,34.0,133,136
4,38,25,16,57,17,37,25,45,16,17,57,45,34.0,31.0,136,124
5,31,37,27,48,27,35,35,39,27,27,48,39,35.75,34.0,143,136
6,28,34,24,54,30,29,45,28,24,28,54,45,35.0,33.0,140,132
7,28,49,30,26,23,44,50,25,26,23,49,50,33.25,35.5,133,142
8,30,26,35,35,41,23,20,37,26,20,35,41,31.5,30.25,126,121
9,23,26,64,27,34,45,40,25,23,25,64,45,35.0,36.0,140,144
10,26,29,42,28,21,32,38,44,26,21,42,44,31.25,33.75,125,135
11,21,35,39,46,37,24,29,42,21,24,46,42,35.25,33.0,141,132
12,29,37,45,25,39,28,28,37,25,28,45,39,34.0,33.0,136,132
13,47,28,21,46,40,22,33,39,21,22,47,40,35.5,33.5,142,134
14,33,35,38,29,38,30,39,28,29,28,38,39,33.75,33.75,135,135
15,39,20,39,38,31,30,46,32,20,30,39,46,34.0,34.75,136,139
16,45,33,42,20,35,37,44,28,20,28,45,44,35.0,36.0,140,144
17,21,54,36,22,32,41,39,21,21,21,54,41,33.25,33.25,133,133
18,49,29,30,31,36,48,25,34,29,25,49,48,34.75,35.75,139,143
19,28,30,28,39,30,21,50,40,28,21,39,50,31.25,35.25,125,141
20,49,19,30,19,36,41,32,29,19,29,49,41,29.25,34.5,117,138
21,40,19,35,43,21,45,45,23,19,21,43,45,34.25,33.5,137,134
22,28,32,32,33,41,20,62,21,28,20,33,62,31.25,36.0,125,144
23,29,35,24,58,33,26,41,43,24,26,58,43,36.5,35.75,146,143
24,22,49,33,22,18,26,37,41,22,18,49,41,31.5,30.5,126,122
25,34,30,39,37,33,43,37,25,30,25,39,43,35.0,34.5,140,138
26,30,28,42,42,35,44,34,27,28,27,42,44,35.5,35.0,142,140
