replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,37,26,35,48,21,27,43,58,26,21,48,58,36.5,37.25,146,149
1,31,45,38,34,33,42,21,48,31,21,45,48,37.0,36.0,148,144
2,51,31,33,30,47,41,27,33,30,27,51,47,36.25,37.0,145,148
3,44,34,28,41,37,43,31,32,28,31,44,43,36.75,35.75,147,143
4,24,53,32,40,34,40,34,37,24,34,53,40,37.25,36.25,149,145
5,22,44,38,39,29,41,41,35,22,29,44,41,35.75,36.5,143,146
6,33,28,51,37,41,30,41,32,28,30,51,41,37.25,36.0,149,144
7,45,19,31,51,19,42,38,42,19,19,51,42,36.5,35.25,146,141
8,40,23,40,44,43,36,39,28,23,28,44,43,36.75,36.5,147,146
9,39,33,24,41,40,36,40,32,24,32,41,40,34.25,37.0,137,148
10,45,31,44,26,28,64,27,22,26,22,45,64,36.5,35.25,146,141
11,48,48,32,19,25,62,29,29,19,25,48,62,36.75,36.25,147,145
12,43,35,45,27,40,31,24,45,27,24,45,45,37.5,35.0,150,140
13,42,40,29,39,41,32,51,22,29,22,42,51,37.5,36.5,150,146
14,14,37,38,41,38,39,33,33,14,33,41,39,32.5,35.75,130,143
15,55,35,38,12,37,37,31,43,12,31,55,43,35.0,37.0,140,148
16,42,46,35,22,51,25,35,36,22,25,46,51,36.25,36.75,145,147
17,24,43,29,52,32,24,56,33,24,24,52,56,37.0,36.25,148,145
18,33,20,37,53,29,38,46,33,20,29,53,46,35.75,36.5,143,146
19,42,42,38,22,27,59,36,26,22,26,42,59,36.0,37.0,144,148
20,35,35,32,40,40,40,42,26,32,26,40,42,35.5,37.0,142,148
21,25,45,38,31,39,43,43,24,25,24,45,43,34.75,37.25,139,149
22,46,47,22,29,57,49,22,21,22,21,47,57,36.0,37.25,144,149
23,17,32,59,38,27,37,66,20,17,20,59,66,36.5,37.5,146,150
24,47,37,31,36,31,35,51,31,31,31,47,51,37.75,37.0,151,148
25,30,46,34,38,22,34,62,29,30,22,46,62,37.0,36.75,148,147
26,46,32,37,27,48,36,30,30,27,30,46,48,35.5,36.0,142,144
27,41,35,26,35,37,23,49,35,26,23,41,49,34.25,36.0,137,144
28,26,42,37,42,33,36,40,42,26,33,42,42,36.75,37.75,147,151
29,36,29,54,27,58,19,39,30,27,19,54,58,36.5,36.5,146,146
30,29,47,40,27,42,22,46,36,27,22,47,46,35.75,36.5,143,146
31,34,36,36,38,49,38,27,36,34,27,38,49,36.0,37.5,144,150
32,36,30,48,35,39,25,32,48,30,25,48,48,37.25,36.0,149,144
33,47,41,37,25,48,34,29,38,25,29,47,48,37.5,37.25,150,149
34,26,43,37,40,34,38,35,37,26,34,43,38,36.5,36.0,146,144
35,30,38,30,46,26,42,38,37,30,26,46,42,36.0,35.75,144,143
36,40,32,42,32,51,49,31,18,32,18,42,51,36.5,37.25,146,149
37,19,51,44,29,25,37,61,25,19,25,51,61,35.75,37.0,143,148
38,37,47,27,40,31,57,16,39,27,16,47,57,37.75,35.75,151,143
39,29,41,32,48,17,58,28,38,29,17,48,58,37.5,35.25,150,141
40,30,40,27,49,42,26,48,31,27,26,49,48,36.5,36.75,146,147
41,44,30,33,43,45,35,30,35,30,30,44,45,37.5,36.25,150,145
42,40,46,26,26,26,36,40,46,26,26,46,46,34.5,37.0,138,148
43,35,40,44,28,46,39,29,31,28,29,44,46,36.75,36.25,147,145
44,33,42,33,36,37,42,36,34,33,34,42,42,36.0,37.25,144,149
45,31,42,32,44,43,27,33,42,31,27,44,43,37.25,36.25,149,145
46,40,39,36,35,44,30,36,30,35,30,40,44,37.5,35.0,150,140
47,44,31,30,45,28,45,41,35,30,28,45,45,37.5,37.25,150,149
48,34,33,45,35,40,41,20,40,33,20,45,41,36.75,35.25,147,141
49,36,22,33,45,34,27,47,39,22,27,45,47,34.0,36.75,136,147
50,20,41,49,39,45,34,27,41,20,27,49,45,37.25,36.75,149,147
51,44,33,44,29,32,42,42,34,29,32,44,42,37.5,37.5,150,150
52,20,50,46,33,20,45,30,53,20,20,50,53,37.25,37.0,149,148
53,37,40,19,53,35,45,22,36,19,22,53,45,37.25,34.5,149,138
54,32,30,47,41,28,44,39,38,30,28,47,44,37.5,37.25,150,149
55,42,39,23,43,35,43,29,37,23,29,43,43,36.75,36.0,147,144
56,42,47,36,24,36,52,31,31,24,31,47,52,37.25,37.5,149,150
57,48,30,42,26,48,20,33,47,26,20,48,48,36.5,37.0,146,148
58,26,26,56,42,42,39,36,28,26,28,56,42,37.5,36.25,150,145
59,44,37,28,36,33,28,43,45,28,28,44,45,36.25,37.25,145,149
60,49,32,39,24,41,28,42,32,24,28,49,42,36.0,35.75,144,143
61,32,25,47,35,34,37,33,41,25,33,47,41,34.75,36.25,139,145
62,25,41,46,37,25,39,42,43,25,25,46,43,37.25,37.25,149,149
63,30,45,28,47,49,39,31,24,28,24,47,49,37.5,35.75,150,143
64,36,40,34,36,31,25,40,39,34,25,40,40,36.5,33.75,146,135
65,33,59,32,25,40,41,48,17,25,17,59,48,37.25,36.5,149,146
66,39,30,44,31,29,52,43,26,30,26,44,52,36.0,37.5,144,150
67,31,34,39,46,29,43,31,41,31,29,46,43,37.5,36.0,150,144
68,49,26,31,41,22,34,48,43,26,22,49,48,36.75,36.75,147,147
69,23,28,48,50,37,38,30,35,23,30,50,38,37.25,35.0,149,140
70,39,32,40,37,57,20,43,29,32,20,40,57,37.0,37.25,148,149
71,33,39,53,23,39,44,36,28,23,28,53,44,37.0,36.75,148,147
72,29,34,36,48,20,56,42,33,29,20,48,56,36.75,37.75,147,151
73,35,27,33,48,40,48,27,32,27,27,48,48,35.75,36.75,143,147
74,27,45,40,39,39,28,47,32,27,28,45,47,37.75,36.5,151,146
75,26,40,44,40,31,45,29,41,26,29,44,45,37.5,36.5,150,146
76,37,21,44,45,46,27,37,32,21,27,45,46,36.75,35.5,147,142
