replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,34,43,23,38,27,34,34,43,23,27,43,43,34.5,34.5,138,138
1,37,36,37,33,30,44,37,35,33,30,37,44,35.75,36.5,143,146
2,68,35,16,28,32,18,54,41,16,18,68,54,36.75,36.25,147,145
3,34,38,38,37,32,28,38,48,34,28,38,48,36.75,36.5,147,146
4,19,47,37,39,35,33,47,30,19,30,47,47,35.5,36.25,142,145
5,54,37,32,24,36,30,43,34,24,30,54,43,36.75,35.75,147,143
6,30,36,39,36,29,45,53,20,30,20,39,53,35.25,36.75,141,147
7,25,44,35,42,24,43,38,41,25,24,44,43,36.5,36.5,146,146
8,48,34,30,35,44,29,33,38,30,29,48,44,36.75,36.0,147,144
9,28,41,35,43,36,56,22,29,28,22,43,56,36.75,35.75,147,143
10,20,48,51,28,48,39,45,14,20,14,51,48,36.75,36.5,147,146
11,44,31,43,26,48,34,42,23,26,23,44,48,36.0,36.75,144,147
12,41,38,43,23,36,28,38,45,23,28,43,45,36.25,36.75,145,147
13,55,29,29,31,27,35,49,34,29,27,55,49,36.0,36.25,144,145
14,27,47,30,42,28,41,34,42,27,28,47,42,36.5,36.25,146,145
15,39,35,41,31,34,28,36,48,31,28,41,48,36.5,36.5,146,146
16,23,38,51,31,49,46,36,15,23,15,51,49,35.75,36.5,143,146
17,26,43,33,45,40,40,24,42,26,24,45,42,36.75,36.5,147,146
18,26,46,26,45,50,27,33,36,26,27,46,50,35.75,36.5,143,146
19,41,46,26,32,46,32,30,38,26,30,46,46,36.25,36.5,145,146
20,28,46,35,33,22,56,38,28,28,22,46,56,35.5,36.0,142,144
21,28,35,41,42,33,47,28,39,28,28,42,47,36.5,36.75,146,147
22,31,47,40,29,54,44,21,27,29,21,47,54,36.75,36.5,147,146
23,34,44,46,22,24,35,51,37,22,24,46,51,36.5,36.75,146,147
24,37,32,39,39,36,36,37,36,32,36,39,37,36.75,36.25,147,145
25,36,53,26,31,49,30,35,29,26,29,53,49,36.5,35.75,146,143
26,25,36,50,35,38,38,36,35,25,35,50,38,36.5,36.75,146,147
27,34,53,41,17,26,51,40,25,17,25,53,51,36.25,35.5,145,142
28,45,30,23,48,50,28,32,33,23,28,48,50,36.5,35.75,146,143
29,25,55,17,44,37,43,31,33,17,31,55,43,35.25,36.0,141,144
30,31,42,40,32,42,34,48,20,31,20,42,48,36.25,36.0,145,144
31,38,30,40,38,32,42,35,31,30,31,40,42,36.5,35.0,146,140
32,27,53,30,35,42,37,36,30,27,30,53,42,36.25,36.25,145,145
33,51,50,29,17,45,29,28,43,17,28,51,45,36.75,36.25,147,145
34,48,28,33,36,46,32,31,34,28,31,48,46,36.25,35.75,145,143
35,17,38,55,37,36,47,29,33,17,29,55,47,36.75,36.25,147,145
36,26,26,70,25,30,65,22,28,25,22,70,65,36.75,36.25,147,145
37,37,26,35,49,54,23,44,24,26,23,49,54,36.75,36.25,147,145
38,36,32,32,40,31,50,30,34,32,30,40,50,35.0,36.25,140,145
39,25,39,56,26,30,39,33,45,25,30,56,45,36.5,36.75,146,147
40,51,35,41,14,51,31,30,33,14,30,51,51,35.25,36.25,141,145
41,36,30,60,21,43,31,49,23,21,23,60,49,36.75,36.5,147,146
42,33,28,47,39,46,26,39,33,28,26,47,46,36.75,36.0,147,144
43,21,40,44,41,33,31,44,37,21,31,44,44,36.5,36.25,146,145
44,36,29,41,41,28,37,49,30,29,28,41,49,36.75,36.0,147,144
45,49,24,41,31,37,38,33,38,24,33,49,38,36.25,36.5,145,146
46,18,44,41,44,20,37,44,36,18,20,44,44,36.75,34.25,147,137
47,41,31,30,38,30,33,31,53,30,30,41,53,35.0,36.75,140,147
48,44,35,41,21,30,44,36,36,21,30,44,44,35.25,36.5,141,146
49,28,43,39,37,41,45,43,17,28,17,43,45,36.75,36.5,147,146
50,41,42,41,22,41,45,37,22,22,22,42,45,36.5,36.25,146,145
51,33,36,30,48,42,38,40,26,30,26,48,42,36.75,36.5,147,146
52,26,47,42,28,33,30,37,47,26,30,47,47,35.75,36.75,143,147
53,37,36,36,37,42,25,34,45,36,25,37,45,36.5,36.5,146,146
54,47,36,34,29,46,38,34,28,29,28,47,46,36.5,36.5,146,146
55,35,35,42,34,13,55,42,37,34,13,42,55,36.5,36.75,146,147
56,38,44,35,30,33,45,47,21,30,21,44,47,36.75,36.5,147,146
57,45,48,27,26,40,42,30,35,26,30,48,42,36.5,36.75,146,147
58,32,42,21,44,42,27,48,25,21,25,44,48,34.75,35.5,139,142
59,42,47,35,22,33,41,44,27,22,27,47,44,36.5,36.25,146,145
60,29,60,33,25,30,34,65,18,25,18,60,65,36.75,36.75,147,147
61,32,38,34,37,38,52,17,40,32,17,38,52,35.25,36.75,141,147
62,32,47,35,32,36,41,32,34,32,32,47,41,36.5,35.75,146,143
63,27,57,29,29,49,47,18,33,27,18,57,49,35.5,36.75,142,147
64,24,37,33,52,49,22,52,23,24,22,52,52,36.5,36.5,146,146
65,66,20,29,29,32,37,48,30,20,30,66,48,36.0,36.75,144,147
66,40,42,24,40,36,32,31,47,24,31,42,47,36.5,36.5,146,146
67,32,52,31,32,49,33,33,32,31,32,52,49,36.75,36.75,147,147
68,25,28,62,32,39,45,44,19,25,19,62,45,36.75,36.75,147,147
69,34,29,36,42,37,41,32,37,29,32,42,41,35.25,36.75,141,147
70,41,35,37,31,50,33,28,36,31,28,41,50,36.0,36.75,144,147
71,36,35,46,30,33,46,28,40,30,28,46,46,36.75,36.75,147,147
72,42,31,33,38,38,35,46,27,31,27,42,46,36.0,36.5,144,146
73,22,29,38,57,50,38,23,35,22,23,57,50,36.5,36.5,146,146
74,56,35,25,30,29,46,42,29,25,29,56,46,36.5,36.5,146,146
75,38,34,17,57,31,27,41,47,17,27,57,47,36.5,36.5,146,146
76,32,44,38,32,33,40,16,54,32,16,44,54,36.5,35.75,146,143
77,35,43,32,37,37,46,35,26,32,26,43,46,36.75,36.0,147,144
78,23,40,23,60,42,36,35,34,23,34,60,42,36.5,36.75,146,147
79,34,31,36,41,38,37,33,37,31,33,41,38,35.5,36.25,142,145
80,49,36,36,24,27,40,48,27,24,27,49,48,36.25,35.5,145,142
81,28,35,44,35,44,23,31,48,28,23,44,48,35.5,36.5,142,146
82,41,47,28,28,40,30,37,38,28,30,47,40,36.0,36.25,144,145
83,13,44,55,33,36,52,31,16,13,16,55,52,36.25,33.75,145,135
84,42,36,34,34,36,31,38,41,34,31,42,41,36.5,36.5,146,146
85,52,37,26,30,34,37,27,49,26,27,52,49,36.25,36.75,145,147
