replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,33,40,31,41,42,31,32,35,31,31,41,42,36.25,35.0,145,140
1,39,25,44,36,24,43,42,32,25,24,44,43,36.0,35.25,144,141
2,44,38,36,26,34,35,39,30,26,30,44,39,36.0,34.5,144,138
3,25,46,33,36,31,43,33,37,25,31,46,43,35.0,36.0,140,144
4,48,35,15,45,49,19,43,34,15,19,48,49,35.75,36.25,143,145
5,47,35,15,40,28,31,33,53,15,28,47,53,34.25,36.25,137,145
6,23,32,35,50,43,35,32,35,23,32,50,43,35.0,36.25,140,145
7,24,45,45,25,29,30,42,43,24,29,45,43,34.75,36.0,139,144
8,30,39,42,33,46,35,38,26,30,26,42,46,36.0,36.25,144,145
9,38,32,39,36,52,27,43,18,32,18,39,52,36.25,35.0,145,140
10,18,40,44,39,17,21,44,61,18,17,44,61,35.25,35.75,141,143
11,37,31,29,47,36,47,31,31,29,31,47,47,36.0,36.25,144,145
12,40,28,32,45,35,42,41,25,28,25,45,42,36.25,35.75,145,143
13,40,35,40,32,37,51,32,21,32,21,40,51,36.75,35.25,147,141
14,31,35,35,41,37,32,31,39,31,31,41,39,35.5,34.75,142,139
15,38,33,27,48,57,30,38,22,27,22,48,57,36.5,36.75,146,147
16,35,49,28,34,39,38,31,36,28,31,49,39,36.5,36.0,146,144
17,54,38,30,22,24,36,55,29,22,24,54,55,36.0,36.0,144,144
18,33,36,58,15,51,35,28,33,15,28,58,51,35.5,36.75,142,147
19,32,42,46,17,32,43,31,41,17,31,46,43,34.25,36.75,137,147
20,29,47,41,27,38,43,41,24,27,24,47,43,36.0,36.5,144,146
21,38,38,32,32,35,34,40,38,32,34,38,40,35.0,36.75,140,147
22,39,29,49,26,34,29,30,49,26,29,49,49,35.75,35.5,143,142
23,45,37,33,29,31,48,40,26,29,26,45,48,36.0,36.25,144,145
24,22,65,24,32,40,17,33,49,22,17,65,49,35.75,34.75,143,139
25,47,20,25,49,23,37,32,44,20,23,49,44,35.25,34.0,141,136
26,48,45,34,19,20,70,22,35,19,20,48,70,36.5,36.75,146,147
27,43,43,20,38,25,29,51,37,20,25,43,51,36.0,35.5,144,142
28,33,42,24,44,30,26,49,38,24,26,44,49,35.75,35.75,143,143
29,35,29,48,32,38,41,32,28,29,28,48,41,36.0,34.75,144,139
30,34,25,48,35,40,46,35,20,25,20,48,46,35.5,35.25,142,141
31,48,36,31,30,38,47,44,18,30,18,48,47,36.25,36.75,145,147
32,41,24,49,31,41,32,41,29,24,29,49,41,36.25,35.75,145,143
33,45,26,37,37,33,41,35,36,26,33,45,41,36.25,36.25,145,145
34,22,37,41,47,32,48,35,30,22,30,47,48,36.75,36.25,147,145
35,33,29,26,55,23,32,42,40,26,23,55,42,35.75,34.25,143,137
36,34,49,35,28,50,28,42,25,28,25,49,50,36.5,36.25,146,145
