replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,46,30,50,24,34,28,57,29,24,28,50,57,37.5,37.0,150,148
1,62,38,35,13,36,42,35,37,13,35,62,42,37.0,37.5,148,150
2,37,35,37,35,37,40,36,37,35,36,37,40,36.0,37.5,144,150
3,46,25,35,40,38,45,33,32,25,32,46,45,36.5,37.0,146,148
4,36,36,28,49,39,37,45,29,28,29,49,45,37.25,37.5,149,150
5,45,33,40,29,30,35,36,46,29,30,45,46,36.75,36.75,147,147
6,56,44,21,29,27,55,27,41,21,27,56,55,37.5,37.5,150,150
7,25,53,30,41,42,24,55,28,25,24,53,55,37.25,37.25,149,149
8,39,33,48,29,38,53,40,19,29,19,48,53,37.25,37.5,149,150
9,20,38,32,59,45,39,20,44,20,20,59,45,37.25,37.0,149,148
10,31,34,35,49,29,42,32,47,31,29,49,47,37.25,37.5,149,150
11,27,53,27,43,29,36,54,31,27,29,53,54,37.5,37.5,150,150
12,36,44,30,39,65,42,27,16,30,16,44,65,37.25,37.5,149,150
13,56,23,28,42,38,21,48,43,23,21,56,48,37.25,37.5,149,150
14,37,53,28,32,38,32,35,44,28,32,53,44,37.5,37.25,150,149
15,41,43,29,36,30,28,49,40,29,28,43,49,37.25,36.75,149,147
16,26,45,39,40,48,33,33,35,26,33,45,48,37.5,37.25,150,149
17,27,53,24,46,34,24,26,62,24,24,53,62,37.5,36.5,150,146
18,62,38,22,26,39,36,50,25,22,25,62,50,37.0,37.5,148,150
19,37,40,44,25,31,43,34,40,25,31,44,43,36.5,37.0,146,148
20,37,43,31,39,46,41,32,30,31,30,43,46,37.5,37.25,150,149
21,36,46,51,17,30,38,32,32,17,30,51,38,37.5,33.0,150,132
22,36,39,43,31,45,37,39,29,31,29,43,45,37.25,37.5,149,150
23,42,29,47,32,31,45,33,40,29,31,47,45,37.5,37.25,150,149
24,40,30,40,40,39,29,44,35,30,29,40,44,37.5,36.75,150,147
25,25,42,39,43,42,36,36,34,25,34,43,42,37.25,37.0,149,148
26,43,21,50,34,48,44,17,41,21,17,50,48,37.0,37.5,148,150
27,45,38,31,35,39,45,29,36,31,29,45,45,37.25,37.25,149,149
28,23,42,53,31,29,30,43,47,23,29,53,47,37.25,37.25,149,149
29,27,48,24,50,39,50,34,27,24,27,50,50,37.25,37.5,149,150
30,44,35,36,35,35,35,42,38,35,35,44,42,37.5,37.5,150,150
31,24,37,40,49,37,47,43,23,24,23,49,47,37.5,37.5,150,150
32,48,34,34,31,26,21,46,57,31,21,48,57,36.75,37.5,147,150
33,37,46,29,32,46,32,36,36,29,32,46,46,36.0,37.5,144,150
34,34,42,38,36,28,31,40,51,34,28,42,51,37.5,37.5,150,150
35,43,26,41,40,46,33,23,47,26,23,43,47,37.5,37.25,150,149
36,46,30,45,26,47,36,33,32,26,32,46,47,36.75,37.0,147,148
37,40,24,58,28,53,37,23,35,24,23,58,53,37.5,37.0,150,148
38,47,24,39,38,43,32,35,40,24,32,47,43,37.0,37.5,148,150
39,40,28,36,46,34,41,42,32,28,32,46,42,37.5,37.25,150,149
40,31,58,39,22,47,41,34,28,22,28,58,47,37.5,37.5,150,150
41,41,37,40,29,43,47,29,31,29,29,41,47,36.75,37.5,147,150
42,35,42,35,38,26,63,37,23,35,23,42,63,37.5,37.25,150,149
43,35,31,51,33,37,50,32,25,31,25,51,50,37.5,36.0,150,144
44,37,42,40,31,53,37,20,40,31,20,42,53,37.5,37.5,150,150
45,26,45,49,30,38,27,30,54,26,27,49,54,37.5,37.25,150,149
46,42,40,23,41,27,62,24,34,23,24,42,62,36.5,36.75,146,147
47,43,48,24,32,25,49,43,33,24,25,48,49,36.75,37.5,147,150
48,54,23,26,44,47,29,45,27,23,27,54,47,36.75,37.0,147,148
49,42,31,50,27,30,51,37,30,27,30,50,51,37.5,37.0,150,148
50,40,27,42,40,37,26,34,53,27,26,42,53,37.25,37.5,149,150
51,31,45,38,33,26,37,54,32,31,26,45,54,36.75,37.25,147,149
52,40,39,41,26,42,37,28,42,26,28,41,42,36.5,37.25,146,149
53,37,35,36,38,57,26,41,26,35,26,38,57,36.5,37.5,146,150
54,38,38,35,39,28,38,56,28,35,28,39,56,37.5,37.5,150,150
55,35,43,33,39,58,27,29,36,33,27,43,58,37.5,37.5,150,150
56,43,38,37,32,41,31,35,42,32,31,43,42,37.5,37.25,150,149
57,37,25,48,40,23,51,48,26,25,23,48,51,37.5,37.0,150,148
58,51,10,41,46,23,35,48,44,10,23,51,48,37.0,37.5,148,150
59,52,24,22,51,50,34,33,31,22,31,52,50,37.25,37.0,149,148
60,31,39,45,34,28,36,46,40,31,28,45,46,37.25,37.5,149,150
61,34,20,59,37,32,39,32,47,20,32,59,47,37.5,37.5,150,150
62,44,38,25,43,32,39,33,43,25,32,44,43,37.5,36.75,150,147
63,49,34,37,30,54,45,26,25,30,25,49,54,37.5,37.5,150,150
64,36,29,46,38,39,42,29,39,29,29,46,42,37.25,37.25,149,149
65,42,30,40,38,25,33,36,55,30,25,42,55,37.5,37.25,150,149
66,49,25,52,24,19,24,36,69,24,19,52,69,37.5,37.0,150,148
67,43,21,37,48,35,39,34,35,21,34,48,39,37.25,35.75,149,143
68,38,53,20,38,26,37,48,37,20,26,53,48,37.25,37.0,149,148
69,38,42,35,35,32,46,48,23,35,23,42,48,37.5,37.25,150,149
70,53,40,25,32,29,42,23,53,25,23,53,53,37.5,36.75,150,147
71,43,37,48,22,35,46,36,31,22,31,48,46,37.5,37.0,150,148
72,33,49,39,28,56,34,30,29,28,29,49,56,37.25,37.25,149,149
73,33,42,36,39,27,56,21,41,33,21,42,56,37.5,36.25,150,145
74,23,46,48,32,37,37,37,39,23,37,48,39,37.25,37.5,149,150
75,45,43,27,33,29,45,38,38,27,29,45,45,37.0,37.5,148,150
76,29,50,39,31,28,30,47,45,29,28,50,47,37.25,37.5,149,150
77,37,44,31,37,18,56,43,33,31,18,44,56,37.25,37.5,149,150
78,26,36,51,37,47,33,37,31,26,31,51,47,37.5,37.0,150,148
79,31,43,32,43,48,40,29,33,31,29,43,48,37.25,37.5,149,150
80,26,60,32,30,47,18,53,31,26,18,60,53,37.0,37.25,148,149
81,40,47,21,42,36,34,35,44,21,34,47,44,37.5,37.25,150,149
82,52,46,27,25,34,54,39,21,25,21,52,54,37.5,37.0,150,148
83,48,27,42,33,39,45,41,25,27,25,48,45,37.5,37.5,150,150
84,38,31,49,29,35,39,52,23,29,23,49,52,36.75,37.25,147,149
85,34,34,43,39,31,32,44,43,34,31,43,44,37.5,37.5,150,150
86,47,39,36,28,28,31,55,32,28,28,47,55,37.5,36.5,150,146
87,49,27,34,40,49,41,40,18,27,18,49,49,37.5,37.0,150,148
88,34,24,43,49,39,29,45,37,24,29,49,45,37.5,37.5,150,150
89,38,30,39,43,32,27,54,35,30,27,43,54,37.5,37.0,150,148
90,18,42,58,31,24,44,46,36,18,24,58,46,37.25,37.5,149,150
91,34,36,47,33,33,48,39,30,33,30,47,48,37.5,37.5,150,150
92,38,22,40,50,45,31,39,34,22,31,50,45,37.5,37.25,150,149
93,26,43,40,41,38,53,33,25,26,25,43,53,37.5,37.25,150,149
94,49,26,38,36,55,22,35,37,26,22,49,55,37.25,37.25,149,149
95,49,30,41,30,33,48,28,41,30,28,49,48,37.5,37.5,150,150
96,37,46,49,18,65,27,24,34,18,24,49,65,37.5,37.5,150,150
97,50,22,30,45,27,58,33,31,22,27,50,58,36.75,37.25,147,149
98,44,39,23,44,36,50,36,28,23,28,44,50,37.5,37.5,150,150
99,36,42,35,37,40,47,36,27,35,27,42,47,37.5,37.5,150,150
