replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,39,39,28,35,38,26,29,36,28,26,39,38,35.25,32.25,141,129
1,29,36,39,44,30,38,27,47,29,27,44,47,37.0,35.5,148,142
2,45,45,27,30,47,29,29,35,27,29,45,47,36.75,35.0,147,140
3,34,36,32,38,51,45,22,30,32,22,38,51,35.0,37.0,140,148
4,43,62,23,22,32,19,51,45,22,19,62,51,37.5,36.75,150,147
5,32,36,39,37,32,32,52,34,32,32,39,52,36.0,37.5,144,150
6,36,34,48,35,53,33,25,26,34,25,48,53,38.25,34.25,153,137
7,44,21,41,40,39,31,40,37,21,31,44,40,36.5,36.75,146,147
8,38,59,25,22,43,39,24,40,22,24,59,43,36.0,36.5,144,146
9,36,37,43,32,25,31,54,35,32,25,43,54,37.0,36.25,148,145
10,12,23,60,36,42,38,20,42,12,20,60,42,32.75,35.5,131,142
11,31,42,37,37,28,26,37,52,31,26,42,52,36.75,35.75,147,143
12,43,27,32,36,34,37,31,43,27,31,43,43,34.5,36.25,138,145
13,39,38,28,35,36,36,47,27,28,27,39,47,35.0,36.5,140,146
14,26,39,45,41,25,53,45,25,26,25,45,53,37.75,37.0,151,148
15,40,33,47,22,26,45,35,33,22,26,47,45,35.5,34.75,142,139
16,67,20,36,24,45,36,25,37,20,25,67,45,36.75,35.75,147,143
17,44,39,25,29,34,48,25,43,25,25,44,48,34.25,37.5,137,150
18,31,22,34,61,45,55,24,23,22,23,61,55,37.0,36.75,148,147
19,29,38,47,31,41,33,34,34,29,33,47,41,36.25,35.5,145,142
20,36,42,31,34,45,33,34,28,31,28,42,45,35.75,35.0,143,140
21,46,30,22,44,50,15,50,29,22,15,46,50,35.5,36.0,142,144
22,34,55,29,25,37,36,42,34,25,34,55,42,35.75,37.25,143,149
23,23,38,51,37,33,48,25,36,23,25,51,48,37.25,35.5,149,142
24,37,37,32,35,19,33,38,49,32,19,37,49,35.25,34.75,141,139
25,30,38,45,34,24,44,37,40,30,24,45,44,36.75,36.25,147,145
26,43,46,21,28,34,41,37,30,21,30,46,41,34.5,35.5,138,142
27,32,41,37,37,41,54,21,29,32,21,41,54,36.75,36.25,147,145
28,34,35,48,30,29,50,38,27,30,27,48,50,36.75,36.0,147,144
29,32,45,34,22,39,23,48,36,22,23,45,48,33.25,36.5,133,146
30,33,41,32,45,50,31,38,30,32,30,45,50,37.75,37.25,151,149
31,45,19,37,39,50,26,41,25,19,25,45,50,35.0,35.5,140,142
32,35,33,38,30,53,18,36,30,30,18,38,53,34.0,34.25,136,137
33,33,39,51,17,28,32,39,47,17,28,51,47,35.0,36.5,140,146
34,37,46,29,33,33,32,35,46,29,32,46,46,36.25,36.5,145,146
35,37,34,36,37,37,33,35,34,34,33,37,37,36.0,34.75,144,139
36,24,45,25,44,41,33,45,27,24,27,45,45,34.5,36.5,138,146
37,30,32,48,34,35,47,32,33,30,32,48,47,36.0,36.75,144,147
38,32,36,27,49,54,38,39,19,27,19,49,54,36.0,37.5,144,150
39,42,30,44,25,36,22,37,49,25,22,44,49,35.25,36.0,141,144
40,31,45,39,29,24,31,32,52,29,24,45,52,36.0,34.75,144,139
41,14,40,28,43,31,33,53,34,14,31,43,53,31.25,37.75,125,151
42,33,30,37,43,29,47,27,45,30,27,43,47,35.75,37.0,143,148
43,39,42,24,38,27,40,47,27,24,27,42,47,35.75,35.25,143,141
44,21,39,29,57,52,34,20,32,21,20,57,52,36.5,34.5,146,138
45,45,31,46,28,28,43,39,34,28,28,46,43,37.5,36.0,150,144
46,30,38,25,38,32,32,29,51,25,29,38,51,32.75,36.0,131,144
47,38,33,32,41,23,33,35,54,32,23,41,54,36.0,36.25,144,145
48,47,36,33,33,37,35,43,21,33,21,47,43,37.25,34.0,149,136
49,44,41,39,25,28,42,41,36,25,28,44,42,37.25,36.75,149,147
50,36,36,32,37,26,47,35,40,32,26,37,47,35.25,37.0,141,148
51,39,43,32,27,32,39,53,26,27,26,43,53,35.25,37.5,141,150
52,27,51,18,42,39,32,35,35,18,32,51,39,34.5,35.25,138,141
