replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,35,39,49,24,51,40,27,30,24,27,49,51,36.75,37.0,147,148
1,30,33,45,40,48,38,32,26,30,26,45,48,37.0,36.0,148,144
2,47,37,31,30,26,30,54,35,30,26,47,54,36.25,36.25,145,145
3,33,42,38,34,32,28,44,41,33,28,42,44,36.75,36.25,147,145
4,42,29,15,61,48,40,32,27,15,27,61,48,36.75,36.75,147,147
5,36,36,39,31,44,43,26,33,31,26,39,44,35.5,36.5,142,146
6,46,34,21,47,31,25,49,42,21,25,47,49,37.0,36.75,148,147
7,45,29,45,28,30,46,33,39,28,30,45,46,36.75,37.0,147,148
8,25,42,41,35,29,35,39,44,25,29,42,44,35.75,36.75,143,147
9,52,39,31,24,41,35,40,26,24,26,52,41,36.5,35.5,146,142
10,32,44,43,28,29,27,35,57,28,27,44,57,36.75,37.0,147,148
11,47,30,40,31,24,46,44,33,30,24,47,46,37.0,36.75,148,147
12,52,25,34,35,39,50,28,30,25,28,52,50,36.5,36.75,146,147
13,44,36,31,36,41,27,44,21,31,21,44,44,36.75,33.25,147,133
14,51,40,36,20,43,35,44,24,20,24,51,44,36.75,36.5,147,146
15,45,28,41,33,50,44,28,26,28,26,45,50,36.75,37.0,147,148
16,30,42,36,40,29,41,41,34,30,29,42,41,37.0,36.25,148,145
17,34,25,42,47,25,30,34,55,25,25,47,55,37.0,36.0,148,144
18,47,42,28,29,34,43,44,23,28,23,47,44,36.5,36.0,146,144
19,38,31,46,32,51,35,39,23,31,23,46,51,36.75,37.0,147,148
20,56,28,35,26,36,43,28,41,26,28,56,43,36.25,37.0,145,148
21,38,43,38,29,33,32,42,39,29,32,43,42,37.0,36.5,148,146
22,49,17,44,37,39,35,43,29,17,29,49,43,36.75,36.5,147,146
23,24,48,41,31,29,24,44,46,24,24,48,46,36.0,35.75,144,143
24,31,57,22,35,37,50,17,43,22,17,57,50,36.25,36.75,145,147
25,39,42,41,26,35,24,35,50,26,24,42,50,37.0,36.0,148,144
26,39,41,28,38,31,43,33,40,28,31,41,43,36.5,36.75,146,147
27,37,36,32,42,37,33,38,37,32,33,42,38,36.75,36.25,147,145
28,31,32,29,54,45,37,22,36,29,22,54,45,36.5,35.0,146,140
29,30,36,54,23,24,40,45,38,23,24,54,45,35.75,36.75,143,147
30,37,42,34,35,41,36,43,27,34,27,42,43,37.0,36.75,148,147
31,32,33,44,38,25,45,43,35,32,25,44,45,36.75,37.0,147,148
32,32,43,30,42,33,43,40,32,30,32,43,43,36.75,37.0,147,148
33,44,32,29,43,35,40,40,32,29,32,44,40,37.0,36.75,148,147
34,37,29,34,42,31,53,37,26,29,26,42,53,35.5,36.75,142,147
35,40,36,48,24,50,41,28,28,24,28,48,50,37.0,36.75,148,147
36,53,24,37,32,30,37,35,45,24,30,53,45,36.5,36.75,146,147
37,37,25,50,36,42,44,17,40,25,17,50,44,37.0,35.75,148,143
38,44,36,32,31,36,31,48,32,31,31,44,48,35.75,36.75,143,147
39,44,25,45,34,27,28,40,50,25,27,45,50,37.0,36.25,148,145
40,42,29,39,38,24,52,39,33,29,24,42,52,37.0,37.0,148,148
41,44,52,21,28,47,43,34,24,21,24,52,47,36.25,37.0,145,148
42,39,47,29,25,42,21,39,43,25,21,47,43,35.0,36.25,140,145
43,47,30,36,31,34,42,39,31,30,31,47,42,36.0,36.5,144,146
44,28,29,50,40,39,25,44,38,28,25,50,44,36.75,36.5,147,146
45,38,42,25,43,45,33,30,40,25,30,43,45,37.0,37.0,148,148
46,24,38,41,41,31,43,27,46,24,27,41,46,36.0,36.75,144,147
47,42,29,29,44,37,44,43,21,29,21,44,44,36.0,36.25,144,145
48,33,26,43,44,39,32,38,38,26,32,44,39,36.5,36.75,146,147
