replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,54,30,27,35,40,41,31,36,27,31,54,41,36.5,37.0,146,148
1,22,36,37,54,37,34,45,33,22,33,54,45,37.25,37.25,149,149
2,31,37,33,48,39,50,32,27,31,27,48,50,37.25,37.0,149,148
3,36,28,41,43,39,54,26,29,28,26,43,54,37.0,37.0,148,148
4,34,25,43,43,58,37,31,21,25,21,43,58,36.25,36.75,145,147
5,38,56,22,32,35,42,39,28,22,28,56,42,37.0,36.0,148,144
6,49,40,31,26,46,38,41,24,26,24,49,46,36.5,37.25,146,149
7,23,58,19,47,53,21,30,45,19,21,58,53,36.75,37.25,147,149
8,36,35,40,39,46,22,44,38,35,22,40,46,37.5,37.5,150,150
9,39,36,27,45,42,30,44,33,27,30,45,44,36.75,37.25,147,149
10,48,29,21,52,51,42,16,41,21,16,52,51,37.5,37.5,150,150
11,18,58,28,45,35,33,40,41,18,33,58,41,37.25,37.25,149,149
12,70,33,22,21,32,34,39,44,21,32,70,44,36.5,37.25,146,149
13,29,28,53,38,49,46,34,18,28,18,53,49,37.0,36.75,148,147
14,47,30,37,35,32,25,44,48,30,25,47,48,37.25,37.25,149,149
15,32,63,29,25,13,46,42,49,25,13,63,49,37.25,37.5,149,150
16,37,43,27,37,33,40,35,40,27,33,43,40,36.0,37.0,144,148
17,29,33,48,40,34,49,19,48,29,19,48,49,37.5,37.5,150,150
18,33,42,35,38,32,57,20,40,33,20,42,57,37.0,37.25,148,149
19,52,42,29,27,30,53,36,31,27,30,52,53,37.5,37.5,150,150
20,30,45,40,26,38,40,39,31,26,31,45,40,35.25,37.0,141,148
21,39,34,56,19,41,40,35,32,19,32,56,41,37.0,37.0,148,148
22,38,32,48,27,49,26,60,13,27,13,48,60,36.25,37.0,145,148
23,38,28,50,28,40,36,18,56,28,18,50,56,36.0,37.5,144,150
24,24,29,62,25,32,41,38,36,24,32,62,41,35.0,36.75,140,147
25,46,45,37,22,34,43,43,30,22,30,46,43,37.5,37.5,150,150
26,37,36,29,45,27,34,51,34,29,27,45,51,36.75,36.5,147,146
27,27,57,31,35,52,29,38,26,27,26,57,52,37.5,36.25,150,145
28,34,38,25,52,51,18,32,43,25,18,52,51,37.25,36.0,149,144
29,36,35,43,36,39,34,34,43,35,34,43,43,37.5,37.5,150,150
30,45,31,42,31,33,38,35,43,31,33,45,43,37.25,37.25,149,149
31,52,25,51,22,32,37,30,48,22,30,52,48,37.5,36.75,150,147
32,30,44,29,45,41,44,32,30,29,30,45,44,37.0,36.75,148,147
33,40,36,39,35,46,47,30,22,35,22,40,47,37.5,36.25,150,145
34,43,45,34,27,38,40,27,43,27,27,45,43,37.25,37.0,149,148
35,21,36,52,34,38,43,25,37,21,25,52,43,35.75,35.75,143,143
36,38,46,30,35,30,48,40,32,30,30,46,48,37.25,37.5,149,150
37,28,46,20,52,50,36,37,27,20,27,52,50,36.5,37.5,146,150
38,47,47,27,28,39,42,46,21,27,21,47,46,37.25,37.0,149,148
39,46,24,40,40,39,36,44,30,24,30,46,44,37.5,37.25,150,149
40,28,53,24,44,27,43,37,42,24,27,53,43,37.25,37.25,149,149
41,32,48,33,36,44,35,30,39,32,30,48,44,37.25,37.0,149,148
42,43,37,28,42,34,32,54,30,28,30,43,54,37.5,37.5,150,150
43,44,36,42,23,52,41,22,31,23,22,44,52,36.25,36.5,145,146
44,41,47,36,26,19,51,41,33,26,19,47,51,37.5,36.0,150,144
45,43,34,33,39,34,28,41,43,33,28,43,43,37.25,36.5,149,146
46,34,51,26,39,30,38,38,43,26,30,51,43,37.5,37.25,150,149
47,42,54,20,32,36,47,36,31,20,31,54,47,37.0,37.5,148,150
48,47,30,41,30,36,36,41,36,30,36,47,41,37.0,37.25,148,149
49,35,49,22,43,52,23,27,46,22,23,49,52,37.25,37.0,149,148
50,54,34,18,39,26,29,62,32,18,26,54,62,36.25,37.25,145,149
51,49,50,20,27,41,39,25,38,20,25,50,41,36.5,35.75,146,143
52,38,48,36,26,43,22,37,47,26,22,48,47,37.0,37.25,148,149
53,54,21,39,34,40,26,39,40,21,26,54,40,37.0,36.25,148,145
54,40,33,42,29,39,37,45,25,29,25,42,45,36.0,36.5,144,146
55,44,38,40,27,36,43,29,42,27,29,44,43,37.25,37.5,149,150
56,32,52,33,29,42,50,37,21,29,21,52,50,36.5,37.5,146,150
57,31,47,37,35,29,31,42,47,31,29,47,47,37.5,37.25,150,149
58,34,40,41,34,48,20,29,51,34,20,41,51,37.25,37.0,149,148
59,34,43,48,25,32,31,48,37,25,31,48,48,37.5,37.0,150,148
60,38,36,34,41,32,47,30,39,34,30,41,47,37.25,37.0,149,148
61,35,30,42,39,26,43,38,43,30,26,42,43,36.5,37.5,146,150
62,40,36,45,28,27,34,31,52,28,27,45,52,37.25,36.0,149,144
63,33,26,41,48,40,38,44,26,26,26,48,44,37.0,37.0,148,148
64,42,41,37,27,43,36,44,27,27,27,42,44,36.75,37.5,147,150
65,23,30,48,49,41,48,41,12,23,12,49,48,37.5,35.5,150,142
66,24,38,30,57,55,29,40,24,24,24,57,55,37.25,37.0,149,148
67,49,32,39,30,44,38,39,26,30,26,49,44,37.5,36.75,150,147
68,40,41,26,42,32,41,37,37,26,32,42,41,37.25,36.75,149,147
69,54,36,15,37,45,30,43,31,15,30,54,45,35.5,37.25,142,149
70,43,36,20,49,35,39,34,40,20,34,49,40,37.0,37.0,148,148
71,39,37,28,46,50,38,20,40,28,20,46,50,37.5,37.0,150,148
72,56,31,32,31,37,49,22,41,31,22,56,49,37.5,37.25,150,149
73,34,53,33,29,40,45,21,43,29,21,53,45,37.25,37.25,149,149
74,28,44,45,33,43,52,29,24,28,24,45,52,37.5,37.0,150,148
75,41,44,30,35,31,53,38,28,30,28,44,53,37.5,37.5,150,150
76,42,53,31,22,40,46,40,22,22,22,53,46,37.0,37.0,148,148
77,43,44,34,26,33,44,34,39,26,33,44,44,36.75,37.5,147,150
78,55,41,31,23,34,42,31,39,23,31,55,42,37.5,36.5,150,146
79,38,26,42,44,37,35,36,39,26,35,44,39,37.5,36.75,150,147
80,35,43,29,43,34,34,27,55,29,27,43,55,37.5,37.5,150,150
81,52,21,36,37,41,39,30,39,21,30,52,41,36.5,37.25,146,149
82,35,43,41,28,32,42,34,42,28,32,43,42,36.75,37.5,147,150
83,45,27,34,38,26,36,55,32,27,26,45,55,36.0,37.25,144,149
84,41,38,21,48,31,45,42,30,21,30,48,45,37.0,37.0,148,148
85,42,39,33,35,32,49,32,37,33,32,42,49,37.25,37.5,149,150
86,47,32,30,38,33,48,47,21,30,21,47,48,36.75,37.25,147,149
87,18,40,47,42,41,34,27,48,18,27,47,48,36.75,37.5,147,150
88,32,41,32,45,26,33,31,60,32,26,45,60,37.5,37.5,150,150
89,39,42,30,37,38,41,39,32,30,32,42,41,37.0,37.5,148,150
90,42,46,38,21,49,34,26,36,21,26,46,49,36.75,36.25,147,145
91,32,48,30,37,29,35,52,32,30,29,48,52,36.75,37.0,147,148
92,32,35,42,41,40,32,48,27,32,27,42,48,37.5,36.75,150,147
93,44,42,24,39,43,42,42,22,24,22,44,43,37.25,37.25,149,149
94,31,51,20,42,46,28,44,30,20,28,51,46,36.0,37.0,144,148
95,38,27,26,53,25,45,54,25,26,25,53,54,36.0,37.25,144,149
96,42,35,34,37,32,29,44,42,34,29,42,44,37.0,36.75,148,147
97,40,33,29,45,46,46,40,18,29,18,45,46,36.75,37.5,147,150
98,37,51,33,27,40,34,44,32,27,32,51,44,37.0,37.5,148,150
99,40,42,28,38,34,30,41,44,28,30,42,44,37.0,37.25,148,149
