replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,35,35,42,33,43,31,20,53,33,20,42,53,36.25,36.75,145,147
1,45,29,36,38,42,25,34,47,29,25,45,47,37.0,37.0,148,148
2,55,40,16,36,21,45,45,38,16,21,55,45,36.75,37.25,147,149
3,32,38,33,42,23,49,34,40,32,23,42,49,36.25,36.5,145,146
4,25,43,45,34,45,35,32,37,25,32,45,45,36.75,37.25,147,149
5,34,33,42,36,44,35,33,37,33,33,42,44,36.25,37.25,145,149
6,47,38,25,38,31,32,41,44,25,31,47,44,37.0,37.0,148,148
7,42,31,50,26,26,38,42,42,26,26,50,42,37.25,37.0,149,148
8,54,46,25,19,26,30,45,48,19,26,54,48,36.0,37.25,144,149
9,54,36,41,14,46,28,35,35,14,28,54,46,36.25,36.0,145,144
10,42,35,41,30,32,29,43,45,30,29,42,45,37.0,37.25,148,149
11,44,22,36,47,39,63,16,28,22,16,47,63,37.25,36.5,149,146
12,19,41,46,43,45,38,28,37,19,28,46,45,37.25,37.0,149,148
13,25,51,41,28,31,24,53,40,25,24,51,53,36.25,37.0,145,148
14,35,37,37,39,40,29,31,48,35,29,39,48,37.0,37.0,148,148
15,42,26,33,48,35,28,39,43,26,28,48,43,37.25,36.25,149,145
16,41,33,56,19,32,26,46,42,19,26,56,46,37.25,36.5,149,146
17,46,34,36,33,47,35,32,33,33,32,46,47,37.25,36.75,149,147
18,29,35,39,44,47,48,14,34,29,14,44,48,36.75,35.75,147,143
19,39,22,48,29,32,29,39,46,22,29,48,46,34.5,36.5,138,146
20,30,37,39,41,49,24,36,39,30,24,41,49,36.75,37.0,147,148
21,26,51,36,36,37,34,47,30,26,30,51,47,37.25,37.0,149,148
22,31,36,33,44,44,33,32,40,31,32,44,44,36.0,37.25,144,149
23,23,21,47,58,46,44,25,34,21,25,58,46,37.25,37.25,149,149
24,33,52,30,33,48,39,28,31,30,28,52,48,37.0,36.5,148,146
25,39,46,29,34,30,37,62,18,29,18,46,62,37.0,36.75,148,147
26,44,38,35,30,54,30,25,38,30,25,44,54,36.75,36.75,147,147
27,33,37,40,37,30,49,37,25,33,25,40,49,36.75,35.25,147,141
28,42,29,43,34,33,52,27,32,29,27,43,52,37.0,36.0,148,144
29,44,31,33,37,43,35,37,33,31,33,44,43,36.25,37.0,145,148
30,38,39,31,40,42,50,22,31,31,22,40,50,37.0,36.25,148,145
31,29,23,41,54,21,38,45,45,23,21,54,45,36.75,37.25,147,149
32,36,21,43,46,38,32,37,40,21,32,46,40,36.5,36.75,146,147
33,37,44,30,37,49,33,41,24,30,24,44,49,37.0,36.75,148,147
34,39,53,17,39,42,38,40,29,17,29,53,42,37.0,37.25,148,149
35,28,36,41,42,37,36,29,44,28,29,42,44,36.75,36.5,147,146
36,38,37,33,41,42,36,39,32,33,32,41,42,37.25,37.25,149,149
37,17,37,45,46,39,50,28,28,17,28,46,50,36.25,36.25,145,145
38,44,39,44,17,40,23,35,50,17,23,44,50,36.0,37.0,144,148
39,35,36,27,46,32,44,37,34,27,32,46,44,36.0,36.75,144,147
40,43,50,34,22,37,44,42,24,22,24,50,44,37.25,36.75,149,147
41,45,32,41,29,41,27,31,48,29,27,45,48,36.75,36.75,147,147
42,31,43,36,39,38,36,36,37,31,36,43,38,37.25,36.75,149,147
43,27,40,38,40,39,46,39,25,27,25,40,46,36.25,37.25,145,149
44,33,49,22,44,32,32,40,40,22,32,49,40,37.0,36.0,148,144
45,21,49,32,44,41,36,22,48,21,22,49,48,36.5,36.75,146,147
46,34,51,26,36,30,47,33,35,26,30,51,47,36.75,36.25,147,145
47,48,28,35,38,31,40,31,43,28,31,48,43,37.25,36.25,149,145
48,30,33,40,44,47,38,34,29,30,29,44,47,36.75,37.0,147,148
49,36,38,38,34,20,42,37,48,34,20,38,48,36.5,36.75,146,147
50,42,30,38,39,39,48,33,23,30,23,42,48,37.25,35.75,149,143
51,43,37,32,27,32,42,37,36,27,32,43,42,34.75,36.75,139,147
52,16,40,43,49,25,33,31,57,16,25,49,57,37.0,36.5,148,146
53,45,42,23,39,42,27,35,43,23,27,45,43,37.25,36.75,149,147
54,44,44,28,32,51,30,40,27,28,27,44,51,37.0,37.0,148,148
55,42,37,29,40,24,48,38,36,29,24,42,48,37.0,36.5,148,146
56,32,42,28,47,47,25,36,41,28,25,47,47,37.25,37.25,149,149
57,40,45,25,39,43,45,25,34,25,25,45,45,37.25,36.75,149,147
58,40,35,35,39,18,42,51,37,35,18,40,51,37.25,37.0,149,148
59,47,35,31,34,31,44,32,37,31,31,47,44,36.75,36.0,147,144
60,36,40,36,32,20,47,36,42,32,20,40,47,36.0,36.25,144,145
61,40,30,52,24,25,26,60,36,24,25,52,60,36.5,36.75,146,147
62,47,27,39,34,45,42,27,35,27,27,47,45,36.75,37.25,147,149
63,37,41,22,46,32,43,33,39,22,32,46,43,36.5,36.75,146,147
64,27,50,23,49,45,31,39,33,23,31,50,45,37.25,37.0,149,148
65,33,36,47,31,47,40,28,31,31,28,47,47,36.75,36.5,147,146
66,42,41,33,31,40,46,25,37,31,25,42,46,36.75,37.0,147,148
67,36,38,37,38,36,45,37,26,36,26,38,45,37.25,36.0,149,144
68,39,22,57,30,29,28,58,29,22,28,57,58,37.0,36.0,148,144
69,32,35,37,39,43,27,34,38,32,27,39,43,35.75,35.5,143,142
70,35,49,32,31,58,35,37,19,31,19,49,58,36.75,37.25,147,149
71,26,39,38,44,42,39,14,52,26,14,44,52,36.75,36.75,147,147
72,39,40,35,30,42,36,39,29,30,29,40,42,36.0,36.5,144,146
73,20,19,52,54,49,21,35,42,19,21,54,49,36.25,36.75,145,147
74,42,25,41,41,33,34,26,54,25,26,42,54,37.25,36.75,149,147
75,47,36,36,30,42,28,43,36,30,28,47,43,37.25,37.25,149,149
76,51,32,30,36,45,37,26,36,30,26,51,45,37.25,36.0,149,144
77,38,25,50,28,39,37,39,34,25,34,50,39,35.25,37.25,141,149
78,52,44,25,21,54,29,32,32,21,29,52,54,35.5,36.75,142,147
79,46,25,49,28,31,26,47,42,25,26,49,47,37.0,36.5,148,146
80,45,41,17,45,22,47,41,34,17,22,45,47,37.0,36.0,148,144
81,24,30,38,53,65,11,27,43,24,11,53,65,36.25,36.5,145,146
82,44,24,40,32,37,44,35,31,24,31,44,44,35.0,36.75,140,147
83,51,36,28,34,35,32,44,36,28,32,51,44,37.25,36.75,149,147
84,46,38,25,39,44,37,29,31,25,29,46,44,37.0,35.25,148,141
85,27,41,32,47,46,34,16,52,27,16,47,52,36.75,37.0,147,148
86,35,35,31,43,43,21,41,38,31,21,43,43,36.0,35.75,144,143
87,43,35,23,47,43,41,20,45,23,20,47,45,37.0,37.25,148,149
88,38,46,21,43,42,39,29,37,21,29,46,42,37.0,36.75,148,147
89,34,44,35,31,42,18,25,64,31,18,44,64,36.0,37.25,144,149
90,28,52,31,36,36,33,26,52,28,26,52,52,36.75,36.75,147,147
91,57,23,34,33,26,49,30,43,23,26,57,49,36.75,37.0,147,148
92,46,47,20,36,50,26,43,28,20,26,47,50,37.25,36.75,149,147
93,35,47,27,37,41,36,38,32,27,32,47,41,36.5,36.75,146,147
94,33,42,17,57,31,45,33,34,17,31,57,45,37.25,35.75,149,143
95,42,43,30,32,54,36,29,29,30,29,43,54,36.75,37.0,147,148
96,37,38,24,49,25,41,31,49,24,25,49,49,37.0,36.5,148,146
97,32,47,31,37,34,53,37,22,31,22,47,53,36.75,36.5,147,146
98,28,22,47,49,68,17,25,33,22,17,49,68,36.5,35.75,146,143
99,24,37,58,29,41,42,23,43,24,23,58,43,37.0,37.25,148,149
