replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,29,29,40,43,40,25,40,40,29,25,43,40,35.25,36.25,141,145
1,13,58,26,41,44,39,26,33,13,26,58,44,34.5,35.5,138,142
2,50,35,33,25,37,24,45,32,25,24,50,45,35.75,34.5,143,138
3,34,38,41,30,28,14,58,37,30,14,41,58,35.75,34.25,143,137
4,31,37,47,29,33,47,34,27,29,27,47,47,36.0,35.25,144,141
5,28,29,46,40,34,22,37,50,28,22,46,50,35.75,35.75,143,143
6,23,41,41,31,33,49,28,32,23,28,41,49,34.0,35.5,136,142
7,38,35,34,29,23,30,47,42,29,23,38,47,34.0,35.5,136,142
8,27,50,34,28,29,47,27,37,27,27,50,47,34.75,35.0,139,140
9,29,32,24,55,26,56,29,23,24,23,55,56,35.0,33.5,140,134
10,43,26,29,46,54,31,25,32,26,25,46,54,36.0,35.5,144,142
11,37,33,40,33,29,39,57,19,33,19,40,57,35.75,36.0,143,144
12,18,39,49,37,32,37,39,34,18,32,49,39,35.75,35.5,143,142
13,34,36,34,31,22,39,27,56,31,22,36,56,33.75,36.0,135,144
14,54,24,31,35,33,44,45,19,24,19,54,45,36.0,35.25,144,141
15,22,25,57,35,43,30,41,30,22,30,57,43,34.75,36.0,139,144
16,50,28,40,25,34,44,37,30,25,30,50,44,35.75,36.25,143,145
17,26,59,29,29,25,47,30,36,26,25,59,47,35.75,34.5,143,138
18,24,30,38,51,29,43,32,38,24,29,51,43,35.75,35.5,143,142
19,34,45,18,41,59,29,20,34,18,20,45,59,34.5,35.5,138,142
20,36,38,38,32,52,34,31,26,32,26,38,52,36.0,35.75,144,143
21,20,32,52,38,34,28,38,43,20,28,52,43,35.5,35.75,142,143
22,30,63,31,19,28,41,50,24,19,24,63,50,35.75,35.75,143,143
23,38,43,18,44,25,40,44,34,18,25,44,44,35.75,35.75,143,143
24,36,33,34,35,21,50,44,27,33,21,36,50,34.5,35.5,138,142
25,23,44,38,40,35,37,32,31,23,31,44,37,36.25,33.75,145,135
26,37,35,36,35,32,41,32,39,35,32,37,41,35.75,36.0,143,144
27,26,37,33,43,49,30,34,26,26,26,43,49,34.75,34.75,139,139
28,29,40,37,38,48,35,31,19,29,19,40,48,36.0,33.25,144,133
29,34,27,41,39,15,32,46,52,27,15,41,52,35.25,36.25,141,145
30,34,38,27,43,27,46,37,30,27,27,43,46,35.5,35.0,142,140
31,31,42,30,36,45,32,45,17,30,17,42,45,34.75,34.75,139,139
32,44,37,18,42,32,35,37,36,18,32,44,37,35.25,35.0,141,140
33,33,40,30,41,44,37,21,43,30,21,41,44,36.0,36.25,144,145
34,30,45,36,31,38,37,36,31,30,31,45,38,35.5,35.5,142,142
35,29,32,36,47,31,37,39,36,29,31,47,39,36.0,35.75,144,143
36,33,36,49,24,28,23,38,43,24,23,49,43,35.5,33.0,142,132
37,29,54,27,34,22,38,34,48,27,22,54,48,36.0,35.5,144,142
38,44,32,36,20,39,46,37,22,20,22,44,46,33.0,36.0,132,144
39,46,22,39,32,39,52,29,24,22,24,46,52,34.75,36.0,139,144
40,38,52,29,23,28,25,39,52,23,25,52,52,35.5,36.0,142,144
41,33,53,23,32,35,38,22,45,23,22,53,45,35.25,35.0,141,140
42,40,30,43,32,34,21,51,39,30,21,43,51,36.25,36.25,145,145
43,31,40,27,47,49,34,25,36,27,25,47,49,36.25,36.0,145,144
44,49,28,28,40,22,39,43,35,28,22,49,43,36.25,34.75,145,139
45,27,38,39,40,43,28,27,46,27,27,40,46,36.0,36.0,144,144
46,30,47,45,21,32,29,43,37,21,29,47,43,35.75,35.25,143,141
47,62,27,30,26,37,43,30,27,26,27,62,43,36.25,34.25,145,137
48,38,28,32,47,31,62,28,24,28,24,47,62,36.25,36.25,145,145
49,26,53,21,43,30,57,25,29,21,25,53,57,35.75,35.25,143,141
50,31,36,37,40,52,36,27,27,31,27,40,52,36.0,35.5,144,142
51,33,36,40,33,33,25,44,40,33,25,40,44,35.5,35.5,142,142
52,38,30,35,39,40,44,29,28,30,28,39,44,35.5,35.25,142,141
53,28,38,38,39,30,32,45,38,28,30,39,45,35.75,36.25,143,145
54,32,51,30,30,38,38,32,36,30,32,51,38,35.75,36.0,143,144
55,48,34,40,19,44,28,32,36,19,28,48,44,35.25,35.0,141,140
56,26,36,43,32,48,42,28,27,26,27,43,48,34.25,36.25,137,145
57,30,39,51,21,25,51,26,39,21,25,51,51,35.25,35.25,141,141
58,45,30,32,37,34,39,19,49,30,19,45,49,36.0,35.25,144,141
59,63,36,19,26,35,56,28,22,19,22,63,56,36.0,35.25,144,141
60,32,28,47,32,37,44,38,25,28,25,47,44,34.75,36.0,139,144
61,29,32,41,43,33,46,19,46,29,19,43,46,36.25,36.0,145,144
62,42,46,10,47,41,18,38,45,10,18,47,45,36.25,35.5,145,142
63,29,33,44,39,45,41,30,26,29,26,44,45,36.25,35.5,145,142
64,52,34,31,20,28,31,43,42,20,28,52,43,34.25,36.0,137,144
65,46,34,44,17,42,32,31,40,17,31,46,42,35.25,36.25,141,145
66,31,31,34,45,38,52,30,25,31,25,45,52,35.25,36.25,141,145
67,47,26,42,29,38,32,37,35,26,32,47,38,36.0,35.5,144,142
68,47,27,29,40,37,33,40,30,27,30,47,40,35.75,35.0,143,140
69,21,46,28,47,52,24,20,48,21,20,47,52,35.5,36.0,142,144
70,25,38,39,40,52,35,30,27,25,27,40,52,35.5,36.0,142,144
71,35,46,23,41,39,42,28,30,23,28,46,42,36.25,34.75,145,139
72,43,42,29,30,31,41,41,27,29,27,43,41,36.0,35.0,144,140
73,25,25,52,42,38,29,44,32,25,29,52,44,36.0,35.75,144,143
