replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,47,37,41,24,46,39,24,35,24,24,47,46,37.25,36.0,149,144
1,44,35,29,23,38,40,32,33,23,32,44,40,32.75,35.75,131,143
2,42,39,22,43,26,40,35,38,22,26,43,40,36.5,34.75,146,139
3,42,32,37,33,37,27,38,42,32,27,42,42,36.0,36.0,144,144
4,17,54,36,30,30,39,46,22,17,22,54,46,34.25,34.25,137,137
5,50,31,36,28,39,10,50,35,28,10,50,50,36.25,33.5,145,134
6,39,57,11,43,40,28,31,46,11,28,57,46,37.5,36.25,150,145
7,36,26,34,46,37,32,30,43,26,30,46,43,35.5,35.5,142,142
8,30,36,29,33,29,36,39,40,29,29,36,40,32.0,36.0,128,144
9,36,31,37,33,32,21,32,33,31,21,37,33,34.25,29.5,137,118
10,23,45,39,39,35,48,33,30,23,30,45,48,36.5,36.5,146,146
11,36,58,26,27,36,35,44,30,26,30,58,44,36.75,36.25,147,145
12,47,25,35,39,22,38,43,40,25,22,47,43,36.5,35.75,146,143
13,34,43,42,21,42,30,25,46,21,25,43,46,35.0,35.75,140,143
14,38,39,31,38,26,38,31,48,31,26,39,48,36.5,35.75,146,143
15,23,32,43,41,45,37,24,40,23,24,43,45,34.75,36.5,139,146
16,32,43,49,25,28,38,41,34,25,28,49,41,37.25,35.25,149,141
17,37,30,45,33,32,66,27,22,30,22,45,66,36.25,36.75,145,147
18,16,54,28,28,28,52,23,41,16,23,54,52,31.5,36.0,126,144
19,39,38,24,41,32,36,31,44,24,31,41,44,35.5,35.75,142,143
20,38,32,37,40,50,34,24,38,32,24,40,50,36.75,36.5,147,146
21,25,42,31,49,31,40,41,36,25,31,49,41,36.75,37.0,147,148
22,29,47,43,24,29,38,43,28,24,28,47,43,35.75,34.5,143,138
23,36,42,35,34,26,33,50,33,34,26,42,50,36.75,35.5,147,142
24,41,46,40,18,48,32,45,22,18,22,46,48,36.25,36.75,145,147
25,33,38,32,47,33,31,42,36,32,31,47,42,37.5,35.5,150,142
26,24,35,40,33,34,27,46,39,24,27,40,46,33.0,36.5,132,146
27,24,44,44,32,25,48,37,30,24,25,44,48,36.0,35.0,144,140
28,23,45,38,42,44,37,33,33,23,33,45,44,37.0,36.75,148,147
29,38,50,38,21,30,36,32,33,21,30,50,36,36.75,32.75,147,131
30,23,45,34,38,42,40,30,31,23,30,45,42,35.0,35.75,140,143
31,31,27,35,44,34,36,41,34,27,34,44,41,34.25,36.25,137,145
32,37,40,28,30,38,41,30,27,28,27,40,41,33.75,34.0,135,136
33,46,33,29,33,45,24,52,21,29,21,46,52,35.25,35.5,141,142
34,27,36,36,44,29,47,25,33,27,25,44,47,35.75,33.5,143,134
35,29,35,47,33,40,31,34,39,29,31,47,40,36.0,36.0,144,144
36,29,41,36,39,42,41,16,46,29,16,41,46,36.25,36.25,145,145
37,41,40,26,43,28,41,37,38,26,28,43,41,37.5,36.0,150,144
38,47,39,26,30,45,25,26,37,26,25,47,45,35.5,33.25,142,133
39,41,27,43,31,34,30,43,34,27,30,43,43,35.5,35.25,142,141
40,32,43,32,33,42,33,46,22,32,22,43,46,35.0,35.75,140,143
41,35,44,36,22,36,50,43,18,22,18,44,50,34.25,36.75,137,147
42,33,40,39,36,44,48,32,18,33,18,40,48,37.0,35.5,148,142
43,19,51,32,40,32,53,17,37,19,17,51,53,35.5,34.75,142,139
44,33,25,42,46,52,31,30,33,25,30,46,52,36.5,36.5,146,146
45,19,42,34,43,23,47,28,38,19,23,43,47,34.5,34.0,138,136
46,29,31,47,31,27,45,42,31,29,27,47,45,34.5,36.25,138,145
47,29,40,39,39,30,42,52,15,29,15,40,52,36.75,34.75,147,139
48,36,38,44,28,30,55,22,27,28,22,44,55,36.5,33.5,146,134
49,27,32,34,51,47,24,37,38,27,24,51,47,36.0,36.5,144,146
50,31,38,27,31,42,45,25,37,27,25,38,45,31.75,37.25,127,149
51,43,30,47,23,40,28,27,48,23,27,47,48,35.75,35.75,143,143
52,56,35,26,8,39,55,30,25,8,25,56,55,31.25,37.25,125,149
53,42,26,41,38,59,24,33,26,26,24,42,59,36.75,35.5,147,142
54,35,30,27,43,19,52,34,41,27,19,43,52,33.75,36.5,135,146
55,31,37,41,37,46,26,53,17,31,17,41,53,36.5,35.5,146,142
