replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,36,29,44,27,25,33,45,29,27,25,44,45,34.0,33.0,136,132
1,28,41,22,53,28,54,37,26,22,26,53,54,36.0,36.25,144,145
2,32,32,27,51,43,37,34,29,27,29,51,43,35.5,35.75,142,143
3,36,40,30,39,20,44,35,37,30,20,40,44,36.25,34.0,145,136
4,32,29,46,31,57,35,18,26,29,18,46,57,34.5,34.0,138,136
5,30,43,26,44,21,51,33,29,26,21,44,51,35.75,33.5,143,134
6,41,36,39,29,32,37,51,22,29,22,41,51,36.25,35.5,145,142
7,36,33,35,41,19,51,29,32,33,19,41,51,36.25,32.75,145,131
8,35,48,37,22,34,34,31,40,22,31,48,40,35.5,34.75,142,139
9,34,37,20,53,29,41,30,37,20,29,53,41,36.0,34.25,144,137
10,31,33,20,53,46,30,35,34,20,30,53,46,34.25,36.25,137,145
11,37,49,32,22,39,30,51,25,22,25,49,51,35.0,36.25,140,145
12,59,39,19,26,39,26,44,34,19,26,59,44,35.75,35.75,143,143
13,17,21,45,54,34,26,34,47,17,26,54,47,34.25,35.25,137,141
14,30,36,29,49,43,35,43,22,29,22,49,43,36.0,35.75,144,143
15,55,18,41,25,37,39,48,21,18,21,55,48,34.75,36.25,139,145
16,42,28,38,36,39,15,45,40,28,15,42,45,36.0,34.75,144,139
17,29,47,35,33,33,31,34,41,29,31,47,41,36.0,34.75,144,139
18,34,35,29,42,25,39,46,34,29,25,42,46,35.0,36.0,140,144
19,30,31,33,46,42,34,24,40,30,24,46,42,35.0,35.0,140,140
20,26,42,32,38,32,54,30,28,26,28,42,54,34.5,36.0,138,144
21,21,33,39,44,42,33,29,34,21,29,44,42,34.25,34.5,137,138
22,45,19,52,26,41,39,21,36,19,21,52,41,35.5,34.25,142,137
23,39,29,47,27,21,38,37,37,27,21,47,38,35.5,33.25,142,133
24,34,53,26,31,25,43,38,33,26,25,53,43,36.0,34.75,144,139
25,27,56,15,38,23,30,51,39,15,23,56,51,34.0,35.75,136,143
26,20,50,41,26,22,47,41,33,20,22,50,47,34.25,35.75,137,143
