replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,37,32,44,25,37,25,35,40,25,25,44,40,34.5,34.25,138,137
1,30,34,34,45,34,29,42,40,30,29,45,42,35.75,36.25,143,145
2,28,28,23,45,53,25,29,39,23,25,45,53,31.0,36.5,124,146
3,42,24,40,40,28,40,46,26,24,26,42,46,36.5,35.0,146,140
4,33,44,36,29,34,34,36,38,29,34,44,38,35.5,35.5,142,142
5,46,34,36,28,28,45,35,39,28,28,46,45,36.0,36.75,144,147
6,40,28,33,39,41,55,29,19,28,19,40,55,35.0,36.0,140,144
7,31,36,38,37,44,38,34,29,31,29,38,44,35.5,36.25,142,145
8,24,30,34,46,25,47,41,30,24,25,46,47,33.5,35.75,134,143
9,35,37,21,51,42,37,48,18,21,18,51,48,36.0,36.25,144,145
10,31,29,39,46,49,36,36,22,29,22,46,49,36.25,35.75,145,143
11,23,36,46,41,39,34,30,42,23,30,46,42,36.5,36.25,146,145
12,28,48,39,29,32,28,43,40,28,28,48,43,36.0,35.75,144,143
13,20,48,49,28,27,34,39,44,20,27,49,44,36.25,36.0,145,144
14,34,55,15,43,43,32,33,35,15,32,55,43,36.75,35.75,147,143
15,32,33,28,50,27,39,30,50,28,27,50,50,35.75,36.5,143,146
16,40,24,43,40,37,36,20,46,24,20,43,46,36.75,34.75,147,139
17,48,28,33,35,32,23,46,46,28,23,48,46,36.0,36.75,144,147
18,26,35,41,40,42,33,32,38,26,32,41,42,35.5,36.25,142,145
19,35,31,30,49,39,47,36,24,30,24,49,47,36.25,36.5,145,146
20,32,22,48,43,24,42,52,24,22,24,48,52,36.25,35.5,145,142
21,25,59,22,38,22,56,35,28,22,22,59,56,36.0,35.25,144,141
22,53,41,36,15,18,38,50,36,15,18,53,50,36.25,35.5,145,142
23,28,41,26,47,43,43,28,31,26,28,47,43,35.5,36.25,142,145
24,36,44,26,37,42,37,24,41,26,24,44,42,35.75,36.0,143,144
25,39,34,43,21,26,40,27,54,21,26,43,54,34.25,36.75,137,147
26,37,30,39,30,37,23,40,40,30,23,39,40,34.0,35.0,136,140
27,34,31,35,44,29,34,48,28,31,28,44,48,36.0,34.75,144,139
28,27,29,39,45,48,37,39,23,27,23,45,48,35.0,36.75,140,147
29,28,32,47,37,37,43,24,39,28,24,47,43,36.0,35.75,144,143
30,46,37,30,31,41,52,22,30,30,22,46,52,36.0,36.25,144,145
31,36,40,42,24,36,23,42,42,24,23,42,42,35.5,35.75,142,143
32,35,32,47,26,33,33,48,31,26,31,47,48,35.0,36.25,140,145
33,46,19,33,33,38,26,29,53,19,26,46,53,32.75,36.5,131,146
34,32,21,44,44,36,28,41,37,21,28,44,41,35.25,35.5,141,142
35,33,32,36,46,38,28,45,36,32,28,46,45,36.75,36.75,147,147
36,39,28,44,35,28,38,37,42,28,28,44,42,36.5,36.25,146,145
37,27,46,31,30,25,56,23,33,27,23,46,56,33.5,34.25,134,137
38,31,56,34,23,40,22,38,45,23,22,56,45,36.0,36.25,144,145
39,52,26,36,32,28,32,40,46,26,28,52,46,36.5,36.5,146,146
40,31,56,19,36,40,44,36,23,19,23,56,44,35.5,35.75,142,143
41,39,40,34,33,44,23,44,35,33,23,40,44,36.5,36.5,146,146
42,30,38,26,51,47,25,19,54,26,19,51,54,36.25,36.25,145,145
43,29,38,44,36,52,28,38,24,29,24,44,52,36.75,35.5,147,142
44,38,43,37,24,17,50,40,36,24,17,43,50,35.5,35.75,142,143
45,33,29,32,50,34,29,38,43,29,29,50,43,36.0,36.0,144,144
46,26,39,43,37,54,32,32,21,26,21,43,54,36.25,34.75,145,139
47,31,41,32,36,32,43,45,26,31,26,41,45,35.0,36.5,140,146
48,39,44,35,28,48,40,35,19,28,19,44,48,36.5,35.5,146,142
49,45,20,44,36,45,27,37,28,20,27,45,45,36.25,34.25,145,137
50,44,52,39,10,40,33,43,27,10,27,52,43,36.25,35.75,145,143
51,39,19,40,48,54,23,35,35,19,23,48,54,36.5,36.75,146,147
52,51,38,25,31,33,33,50,30,25,30,51,50,36.25,36.5,145,146
53,49,23,44,28,46,39,34,26,23,26,49,46,36.0,36.25,144,145
54,41,41,28,36,46,30,24,47,28,24,41,47,36.5,36.75,146,147
55,42,53,22,30,31,35,50,28,22,28,53,50,36.75,36.0,147,144
56,16,51,37,40,35,36,27,45,16,27,51,45,36.0,35.75,144,143
57,53,28,32,32,24,42,41,38,28,24,53,42,36.25,36.25,145,145
58,44,41,25,34,37,48,24,37,25,24,44,48,36.0,36.5,144,146
59,35,39,35,35,32,55,24,35,35,24,39,55,36.0,36.5,144,146
60,31,49,42,23,43,30,26,39,23,26,49,43,36.25,34.5,145,138
61,16,45,41,43,46,32,31,35,16,31,45,46,36.25,36.0,145,144
62,38,52,30,25,37,38,26,37,25,26,52,38,36.25,34.5,145,138
63,42,45,26,33,30,51,40,23,26,23,45,51,36.5,36.0,146,144
64,18,47,35,44,36,44,19,42,18,19,47,44,36.0,35.25,144,141
65,41,37,32,33,34,36,26,40,32,26,41,40,35.75,34.0,143,136
66,37,33,41,26,36,25,29,52,26,25,41,52,34.25,35.5,137,142
67,42,26,22,53,33,33,38,42,22,33,53,42,35.75,36.5,143,146
68,31,47,34,32,42,46,29,21,31,21,47,46,36.0,34.5,144,138
69,14,40,49,40,34,32,56,22,14,22,49,56,35.75,36.0,143,144
70,41,22,44,36,24,48,34,33,22,24,44,48,35.75,34.75,143,139
71,48,47,21,22,34,34,39,39,21,34,48,39,34.5,36.5,138,146
72,43,26,44,31,26,48,38,35,26,26,44,48,36.0,36.75,144,147
73,32,31,39,45,40,29,44,32,31,29,45,44,36.75,36.25,147,145
74,30,43,27,45,22,28,57,35,27,22,45,57,36.25,35.5,145,142
75,27,37,44,37,28,32,47,39,27,28,44,47,36.25,36.5,145,146
76,37,30,36,40,24,34,48,39,30,24,40,48,35.75,36.25,143,145
77,37,36,39,28,32,45,37,23,28,23,39,45,35.0,34.25,140,137
78,18,39,45,42,36,44,30,32,18,30,45,44,36.0,35.5,144,142
79,31,37,31,47,48,40,26,31,31,26,47,48,36.5,36.25,146,145
80,26,38,29,43,15,53,40,30,26,15,43,53,34.0,34.5,136,138
81,43,36,30,35,26,38,23,54,30,23,43,54,36.0,35.25,144,141
82,27,32,39,45,37,14,42,51,27,14,45,51,35.75,36.0,143,144
83,32,36,29,46,33,40,33,38,29,33,46,40,35.75,36.0,143,144
84,48,33,23,40,29,29,32,54,23,29,48,54,36.0,36.0,144,144
85,42,55,20,27,45,34,42,26,20,26,55,45,36.0,36.75,144,147
86,24,49,40,32,23,40,52,25,24,23,49,52,36.25,35.0,145,140
87,36,38,32,38,35,38,27,44,32,27,38,44,36.0,36.0,144,144
88,47,39,29,32,31,43,34,36,29,31,47,43,36.75,36.0,147,144
89,26,57,33,30,51,26,24,36,26,24,57,51,36.5,34.25,146,137
90,32,46,40,28,45,41,31,29,28,29,46,45,36.5,36.5,146,146
91,38,41,36,29,40,30,36,35,29,30,41,40,36.0,35.25,144,141
92,43,23,31,44,46,31,40,25,23,25,44,46,35.25,35.5,141,142
93,33,46,27,39,41,26,27,42,27,26,46,42,36.25,34.0,145,136
94,23,44,34,33,31,32,29,49,23,29,44,49,33.5,35.25,134,141
95,22,38,36,47,33,33,49,27,22,27,47,49,35.75,35.5,143,142
96,39,44,28,35,20,54,29,37,28,20,44,54,36.5,35.0,146,140
97,38,50,21,38,34,33,33,41,21,33,50,41,36.75,35.25,147,141
98,43,37,31,33,47,41,38,13,31,13,43,47,36.0,34.75,144,139
99,19,50,32,44,47,27,35,32,19,27,50,47,36.25,35.25,145,141
