replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,38,32,44,34,38,43,37,28,32,28,44,43,37.0,36.5,148,146
1,28,40,45,34,43,40,29,35,28,29,45,43,36.75,36.75,147,147
2,40,28,45,34,28,26,39,52,28,26,45,52,36.75,36.25,147,145
3,31,31,46,39,25,33,57,32,31,25,46,57,36.75,36.75,147,147
4,44,34,34,30,34,40,25,47,30,25,44,47,35.5,36.5,142,146
5,33,42,36,35,38,47,23,39,33,23,42,47,36.5,36.75,146,147
6,17,52,42,36,35,30,31,51,17,30,52,51,36.75,36.75,147,147
7,35,43,37,29,47,25,37,36,29,25,43,47,36.0,36.25,144,145
8,57,36,17,35,32,32,37,41,17,32,57,41,36.25,35.5,145,142
9,31,40,36,41,48,29,45,24,31,24,41,48,37.0,36.5,148,146
10,32,35,29,52,21,47,38,38,29,21,52,47,37.0,36.0,148,144
11,47,31,36,32,26,44,55,23,31,23,47,55,36.5,37.0,146,148
12,26,46,45,31,38,37,43,30,26,30,46,43,37.0,37.0,148,148
13,51,31,35,30,30,46,34,36,30,30,51,46,36.75,36.5,147,146
14,22,24,50,47,34,29,34,50,22,29,50,50,35.75,36.75,143,147
15,44,42,35,25,31,31,43,43,25,31,44,43,36.5,37.0,146,148
16,39,40,37,31,33,38,27,47,31,27,40,47,36.75,36.25,147,145
17,18,48,48,31,29,39,26,50,18,26,48,50,36.25,36.0,145,144
18,32,33,30,47,42,43,16,45,30,16,47,45,35.5,36.5,142,146
19,46,23,39,39,33,38,49,18,23,18,46,49,36.75,34.5,147,138
20,35,27,48,36,30,24,43,48,27,24,48,48,36.5,36.25,146,145
21,32,40,30,42,46,27,24,48,30,24,42,48,36.0,36.25,144,145
22,43,35,33,34,44,37,45,22,33,22,43,45,36.25,37.0,145,148
23,52,43,40,13,26,36,35,49,13,26,52,49,37.0,36.5,148,146
24,39,44,31,34,38,58,23,29,31,23,44,58,37.0,37.0,148,148
25,35,37,33,42,42,30,31,43,33,30,42,43,36.75,36.5,147,146
26,20,47,39,40,37,46,36,29,20,29,47,46,36.5,37.0,146,148
27,23,33,61,29,42,48,32,25,23,25,61,48,36.5,36.75,146,147
28,21,48,37,37,19,39,41,44,21,19,48,44,35.75,35.75,143,143
29,54,33,24,36,48,29,33,37,24,29,54,48,36.75,36.75,147,147
30,22,48,46,30,36,46,36,28,22,28,48,46,36.5,36.5,146,146
31,38,41,34,31,49,36,26,37,31,26,41,49,36.0,37.0,144,148
32,25,35,41,45,17,54,27,50,25,17,45,54,36.5,37.0,146,148
33,47,34,34,33,21,42,45,40,33,21,47,45,37.0,37.0,148,148
34,38,42,38,26,54,21,39,31,26,21,42,54,36.0,36.25,144,145
35,46,27,40,35,48,22,23,54,27,22,46,54,37.0,36.75,148,147
36,41,39,20,45,46,44,24,34,20,24,45,46,36.25,37.0,145,148
37,44,44,20,37,41,26,37,35,20,26,44,41,36.25,34.75,145,139
38,29,42,45,30,17,43,35,51,29,17,45,51,36.5,36.5,146,146
39,21,55,33,37,23,40,34,51,21,23,55,51,36.5,37.0,146,148
40,36,26,50,35,55,20,36,37,26,20,50,55,36.75,37.0,147,148
41,25,46,41,27,30,38,39,38,25,30,46,39,34.75,36.25,139,145
42,32,38,39,38,35,28,37,47,32,28,39,47,36.75,36.75,147,147
43,36,20,39,51,22,35,45,43,20,22,51,45,36.5,36.25,146,145
44,43,34,31,38,39,38,32,39,31,32,43,39,36.5,37.0,146,148
45,24,24,49,49,36,31,40,40,24,31,49,40,36.5,36.75,146,147
46,33,47,33,34,43,30,39,35,33,30,47,43,36.75,36.75,147,147
47,32,52,31,32,35,23,57,32,31,23,52,57,36.75,36.75,147,147
48,20,43,38,46,25,37,42,42,20,25,46,42,36.75,36.5,147,146
49,44,34,40,29,34,40,26,44,29,26,44,44,36.75,36.0,147,144
50,25,39,38,45,45,35,35,33,25,33,45,45,36.75,37.0,147,148
51,45,27,23,51,28,19,51,49,23,19,51,51,36.5,36.75,146,147
52,30,46,38,32,41,34,49,23,30,23,46,49,36.5,36.75,146,147
53,49,27,30,41,46,37,36,29,27,29,49,46,36.75,37.0,147,148
54,31,40,28,44,26,64,26,28,28,26,44,64,35.75,36.0,143,144
55,30,32,36,49,43,41,26,38,30,26,49,43,36.75,37.0,147,148
56,22,44,37,38,40,46,31,27,22,27,44,46,35.25,36.0,141,144
57,24,44,28,48,32,50,28,37,24,28,48,50,36.0,36.75,144,147
58,33,33,41,39,31,43,41,31,33,31,41,43,36.5,36.5,146,146
59,42,21,25,58,46,36,30,36,21,30,58,46,36.5,37.0,146,148
60,34,29,34,48,26,38,31,52,29,26,48,52,36.25,36.75,145,147
61,32,52,39,25,40,35,44,29,25,29,52,44,37.0,37.0,148,148
62,35,41,31,41,27,41,39,41,31,27,41,41,37.0,37.0,148,148
63,39,38,29,42,43,44,25,34,29,25,42,44,37.0,36.5,148,146
64,25,53,30,38,29,37,46,34,25,29,53,46,36.5,36.5,146,146
65,23,46,33,46,56,30,13,49,23,13,46,56,37.0,37.0,148,148
66,21,53,43,29,28,27,44,49,21,27,53,49,36.5,37.0,146,148
67,17,63,36,28,32,35,26,49,17,26,63,49,36.0,35.5,144,142
68,39,31,33,44,36,41,32,36,31,32,44,41,36.75,36.25,147,145
69,30,43,31,42,41,32,36,37,30,32,43,41,36.5,36.5,146,146
70,19,50,45,30,31,36,43,36,19,31,50,43,36.0,36.5,144,146
71,54,35,23,35,35,36,35,37,23,35,54,37,36.75,35.75,147,143
72,43,37,27,38,52,38,20,37,27,20,43,52,36.25,36.75,145,147
73,34,37,35,35,33,28,55,29,34,28,37,55,35.25,36.25,141,145
74,15,39,49,43,24,35,46,41,15,24,49,46,36.5,36.5,146,146
75,28,48,44,26,39,25,40,37,26,25,48,40,36.5,35.25,146,141
76,55,29,34,27,49,36,26,35,27,26,55,49,36.25,36.5,145,146
77,32,39,22,49,33,44,34,36,22,33,49,44,35.5,36.75,142,147
78,40,34,36,37,46,34,30,37,34,30,40,46,36.75,36.75,147,147
79,34,31,37,44,45,27,47,27,31,27,44,47,36.5,36.5,146,146
80,45,56,25,21,30,34,36,44,21,30,56,44,36.75,36.0,147,144
81,44,33,28,43,41,25,33,49,28,25,44,49,37.0,37.0,148,148
82,30,40,38,39,25,36,54,32,30,25,40,54,36.75,36.75,147,147
83,23,35,39,46,37,30,42,38,23,30,46,42,35.75,36.75,143,147
84,29,37,38,42,27,35,38,46,29,27,42,46,36.5,36.5,146,146
85,36,33,44,35,41,39,33,33,33,33,44,41,37.0,36.5,148,146
86,36,24,49,36,44,27,48,27,24,27,49,48,36.25,36.5,145,146
87,39,36,32,39,38,33,41,34,32,33,39,41,36.5,36.5,146,146
88,35,37,49,26,35,59,17,31,26,17,49,59,36.75,35.5,147,142
89,36,45,28,39,26,47,40,35,28,26,45,47,37.0,37.0,148,148
90,47,30,44,23,39,42,33,33,23,33,47,42,36.0,36.75,144,147
91,31,40,30,45,26,49,39,31,30,26,45,49,36.5,36.25,146,145
92,28,39,44,35,29,45,46,28,28,28,44,46,36.5,37.0,146,148
93,23,47,19,59,20,28,37,58,19,20,59,58,37.0,35.75,148,143
94,26,44,38,32,39,30,55,23,26,23,44,55,35.0,36.75,140,147
95,38,48,29,29,41,28,34,41,29,28,48,41,36.0,36.0,144,144
96,54,41,31,22,41,24,38,43,22,24,54,43,37.0,36.5,148,146
97,42,38,37,28,30,38,43,35,28,30,42,43,36.25,36.5,145,146
98,28,36,51,24,36,48,30,31,24,30,51,48,34.75,36.25,139,145
99,29,33,25,61,29,49,32,36,25,29,61,49,37.0,36.5,148,146
