replicate,m0,m1,m2,m3,b0,b1,b2,b3,mMinimumScore,bMinimumScore,mMaximumScore,bMaximumScore,mAverageOfScores,bAverageOfScores,mSumOfScores,bSumOfScores
0,41,32,32,40,31,47,32,29,32,29,41,47,36.25,34.75,145,139
1,37,22,56,26,48,38,33,21,22,21,56,48,35.25,35.0,141,140
2,39,29,34,33,35,16,45,47,29,16,39,47,33.75,35.75,135,143
3,38,45,29,32,35,31,36,37,29,31,45,37,36.0,34.75,144,139
4,40,27,49,29,42,40,24,39,27,24,49,42,36.25,36.25,145,145
5,33,25,53,34,36,27,41,23,25,23,53,41,36.25,31.75,145,127
6,36,23,52,24,39,35,33,37,23,33,52,39,33.75,36.0,135,144
7,45,32,41,23,20,23,37,52,23,20,45,52,35.25,33.0,141,132
8,32,31,35,47,33,35,31,44,31,31,47,44,36.25,35.75,145,143
9,41,31,41,22,24,25,61,30,22,24,41,61,33.75,35.0,135,140
10,42,31,30,40,29,31,45,37,30,29,42,45,35.75,35.5,143,142
11,33,25,29,45,37,29,34,43,25,29,45,43,33.0,35.75,132,143
12,35,35,31,39,38,33,37,37,31,33,39,38,35.0,36.25,140,145
13,34,36,25,48,28,61,26,29,25,26,48,61,35.75,36.0,143,144
14,37,41,31,35,36,41,37,28,31,28,41,41,36.0,35.5,144,142
15,31,38,40,34,38,37,38,32,31,32,40,38,35.75,36.25,143,145
16,36,37,38,28,37,43,31,24,28,24,38,43,34.75,33.75,139,135
17,33,53,31,28,30,38,24,47,28,24,53,47,36.25,34.75,145,139
18,30,32,42,38,38,39,25,32,30,25,42,39,35.5,33.5,142,134
19,53,42,28,21,31,28,38,43,21,28,53,43,36.0,35.0,144,140
20,37,48,31,27,23,47,28,37,27,23,48,47,35.75,33.75,143,135
21,46,29,20,43,25,43,28,41,20,25,46,43,34.5,34.25,138,137
22,26,52,26,21,44,20,30,47,21,20,52,47,31.25,35.25,125,141
23,29,41,29,39,26,38,29,35,29,26,41,38,34.5,32.0,138,128
24,38,30,33,41,21,41,36,40,30,21,41,41,35.5,34.5,142,138
25,27,27,20,57,43,41,41,19,20,19,57,43,32.75,36.0,131,144
